MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,0,10.425035|3.000000,1.7905309200286865,3.0,9.298513|3.000000,N/A,N/A,0,243266387968.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,1,10.968537|3.000000,0.018379926681518555,3.0,10.136120|3.000000,10.968537|3.000000,10.136120|3.000000,3,74482745344.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,2,10.320214|3.000000,0.04038810729980469,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,97805066240.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,3,10.425035|3.000000,0.03407001495361328,3.0,9.298513|3.000000,10.425035|3.000000,9.298513|3.000000,3,88144388096.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,4,10.425035|3.000000,0.03852415084838867,3.0,9.298513|3.000000,10.425035|3.000000,9.298513|3.000000,3,78503370752.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,5,10.425035|3.000000,0.0433957576751709,3.0,9.298513|3.000000,10.425035|3.000000,9.298513|3.000000,3,76471033856.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,6,10.425035|3.000000,0.038770198822021484,3.0,9.298513|3.000000,10.425035|3.000000,9.298513|3.000000,3,43859406848.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,7,10.425035|3.000000,0.031362056732177734,3.0,9.298513|3.000000,10.425035|3.000000,9.298513|3.000000,3,80983449600.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,8,10.425035|3.000000,0.03195333480834961,3.0,9.298513|3.000000,10.425035|3.000000,9.298513|3.000000,3,56245772288.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,9,10.425035|3.000000,0.03887200355529785,3.0,9.298513|3.000000,10.425035|3.000000,9.298513|3.000000,3,73323208704.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,10,10.425035|3.000000,0.029217004776000977,3.0,9.298513|3.000000,10.425035|3.000000,9.298513|3.000000,3,87270678528.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,11,10.425035|3.000000,0.028915882110595703,3.0,9.298513|3.000000,9.516166|5.000000,8.430294|5.000000,5,71371186176.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,12,10.425035|3.000000,0.034544944763183594,3.0,9.298513|3.000000,10.425035|3.000000,9.298513|3.000000,3,77582852096.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,13,10.425035|3.000000,0.030784130096435547,3.0,9.298513|3.000000,9.516166|7.000000,8.430294|7.000000,7,64375984128.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,14,10.425035|3.000000,0.027420997619628906,3.0,9.298513|3.000000,10.425035|3.000000,9.298513|3.000000,3,86010462208.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,15,10.505167|3.000000,0.031697988510131836,3.0,9.612842|3.000000,7.292118|7.000000,6.626180|7.000000,7,52439130112.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,16,10.505167|3.000000,0.03385186195373535,3.0,9.612842|3.000000,10.505167|3.000000,9.612842|3.000000,3,60915019776.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,17,10.505167|3.000000,0.03844881057739258,3.0,9.612842|3.000000,10.505167|3.000000,9.612842|3.000000,3,77601144832.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,18,10.505167|3.000000,0.032933950424194336,3.0,9.612842|3.000000,10.505167|3.000000,9.612842|3.000000,3,89319358464.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,19,10.505167|3.000000,0.027616024017333984,3.0,9.612842|3.000000,10.505167|3.000000,9.612842|3.000000,3,61402972160.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,20,10.505167|3.000000,0.03897809982299805,3.0,9.612842|3.000000,10.505167|3.000000,9.612842|3.000000,3,46478835712.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,21,10.505167|3.000000,0.0330660343170166,3.0,9.612842|3.000000,10.505167|3.000000,9.612842|3.000000,3,52600983552.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,22,10.505167|3.000000,0.03193807601928711,3.0,9.612842|3.000000,8.932714|7.000000,7.966451|7.000000,7,61850075136.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,23,10.505167|3.000000,0.033004045486450195,3.0,9.612842|3.000000,10.505167|3.000000,9.612842|3.000000,3,80276766720.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,24,10.505167|3.000000,0.0411989688873291,3.0,9.612842|3.000000,10.505167|3.000000,9.612842|3.000000,3,36155822080.000000,N/A,5
MOGP_GENERATIONAL,a5e244ae-ec32-11f0-939b-6e001b3eef54,Boston,74,25,10.505167|3.000000,0.016341686248779297,3.0,9.612842|3.000000,10.505167|3.000000,9.612842|3.000000,3,83148029952.000000,N/A,5
