MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,0,2436.964355|3.000000,1.0795331001281738,3.0,2049.641602|3.000000,N/A,N/A,0,159356289024.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,1,2358.052490|3.000000,0.029478073120117188,3.0,1942.797119|3.000000,2358.052490|3.000000,1942.797119|3.000000,3,42215346176.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,2,2299.870850|3.000000,0.022085905075073242,3.0,1986.828003|3.000000,2299.870850|3.000000,1986.828003|3.000000,3,32724748288.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,3,2299.870850|3.000000,0.021875858306884766,3.0,1986.828003|3.000000,2299.870850|3.000000,1986.828003|3.000000,3,113495572480.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,4,2299.870850|3.000000,0.02603316307067871,3.0,1986.828003|3.000000,2299.870850|3.000000,1986.828003|3.000000,3,80388046848.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,5,2266.840576|3.000000,0.020586013793945312,3.0,1934.747681|3.000000,2266.840576|3.000000,1934.747681|3.000000,3,28205522944.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,6,2266.840576|3.000000,0.021152019500732422,3.0,1934.747681|3.000000,2266.840576|3.000000,1934.747681|3.000000,3,51405639680.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,7,2256.157715|3.000000,0.02846813201904297,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,37088452608.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,8,2256.157715|3.000000,0.026430845260620117,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,75222638592.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,9,2256.157715|3.000000,0.021592140197753906,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,15139927040.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,10,2256.157715|3.000000,0.02333807945251465,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,56543690752.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,11,2256.157715|3.000000,0.01693892478942871,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,14721004544.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,12,2256.157715|3.000000,0.025465965270996094,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,85002412032.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,13,2256.157715|3.000000,0.027199983596801758,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,37776351232.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,14,2256.157715|3.000000,0.019111156463623047,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,44710207488.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,15,2256.157715|3.000000,0.023125886917114258,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,54366998528.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,16,2256.157715|3.000000,0.0190122127532959,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,3911403264.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,17,2256.157715|3.000000,0.02462315559387207,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,49784045568.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,18,2256.157715|3.000000,0.04264497756958008,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,68129574912.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,19,2256.157715|3.000000,0.02876591682434082,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,60157546496.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,20,2256.157715|3.000000,0.021293163299560547,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,33332903936.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,21,2256.157715|3.000000,0.028268098831176758,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,53467922432.000000,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,22,2256.157715|3.000000,0.019766569137573242,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,39580.394531,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,23,2256.157715|3.000000,0.028612136840820312,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,32414.974609,2332.746826|3.000000,5
MOGP_GENERATIONAL,23afefdc-f19a-11f0-9cc4-6e001b3eef54,Toxicity,74,24,2256.157715|3.000000,0.0198061466217041,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,26088620032.000000,2332.746826|3.000000,5
