MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,0,9.970822|3.000000,1.0054101943969727,3.0,10.394122|3.000000,N/A,N/A,0,243229868032.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,1,9.970822|3.000000,0.9417290687561035,3.0,10.394122|3.000000,9.970822|3.000000,10.394122|3.000000,3,74463051776.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,2,9.950683|3.000000,1.1023972034454346,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,26290997248.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,3,9.950683|3.000000,1.0794661045074463,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,51911122944.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,4,9.950683|3.000000,1.0049400329589844,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,72965619712.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,5,9.950683|3.000000,1.031174898147583,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,40121995264.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,6,9.950683|3.000000,1.0575320720672607,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,81671979008.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,7,9.950683|3.000000,1.0301792621612549,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,70980141056.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,8,9.950683|3.000000,1.0456559658050537,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,93381591040.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,9,9.950683|3.000000,1.0663058757781982,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,45316120576.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,10,9.950683|3.000000,1.0580391883850098,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,69825200128.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,11,9.950683|3.000000,1.1011159420013428,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,63788675072.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,12,9.950683|3.000000,1.1229629516601562,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,56007397376.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,13,9.950683|3.000000,1.204463243484497,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,98370945024.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,14,9.950683|3.000000,1.2814180850982666,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,60649050112.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,15,9.950683|3.000000,1.487318992614746,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,73681190912.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,16,9.950683|3.000000,1.6810569763183594,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,82958032896.000000,N/A,5
MOGP_GENERATIONAL,39b51524-f00e-11f0-a447-6e001b3eef54,Boston,74,17,9.950683|3.000000,1.6635489463806152,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,73852329984.000000,N/A,5
