MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,0,19.879362|3.000000|0.000000,1.0125408172607422,3.0,19.595148|3.000000|0.000000,N/A,N/A,0,243726123008.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,1,9.671574|3.000000|0.000000,1.0024099349975586,3.0,9.134744|3.000000|0.000000,9.671574|3.000000|0.000000,9.134744|3.000000|0.000000,3,115463159808.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,2,9.671574|3.000000|0.000000,1.0399670600891113,3.0,9.134744|3.000000|0.000000,8.086712|3.000000|1.000000,7.625052|3.000000|1.000000,3,69784297472.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,3,9.671574|3.000000|0.000000,1.0605859756469727,3.0,9.134744|3.000000|0.000000,8.086712|3.000000|1.000000,7.625052|3.000000|1.000000,3,90497400832.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,4,9.466879|3.000000|0.000000,1.0887689590454102,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,83874308096.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,5,9.466879|3.000000|0.000000,1.107583999633789,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,33041182720.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,6,9.466879|3.000000|0.000000,1.1620509624481201,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,65281703936.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,7,9.466879|3.000000|0.000000,1.1990010738372803,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,81048395776.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,8,9.466879|3.000000|0.000000,1.1980810165405273,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,69997199360.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,9,9.466879|3.000000|0.000000,1.2276561260223389,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,79922569216.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,10,9.466879|3.000000|0.000000,1.3074662685394287,3.0,8.914588|3.000000|0.000000,9.314507|7.000000|1.000000,8.838002|7.000000|1.000000,7,43633491968.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,11,9.466879|3.000000|0.000000,1.3405539989471436,3.0,8.914588|3.000000|0.000000,8.086712|7.000000|1.000000,7.625052|7.000000|1.000000,7,62670802944.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,12,9.466879|3.000000|0.000000,1.500946044921875,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,55604207616.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,13,9.466879|3.000000|0.000000,1.731091022491455,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,61093847040.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,14,9.466879|3.000000|0.000000,2.0458478927612305,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,82649448448.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,15,9.466879|3.000000|0.000000,2.1807401180267334,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,77874061312.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,16,9.466879|3.000000|0.000000,2.3699569702148438,3.0,8.914588|3.000000|0.000000,8.086712|7.000000|1.000000,7.625052|7.000000|1.000000,7,79103459328.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,17,9.466879|3.000000|0.000000,2.3990530967712402,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,117359198208.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,18,9.466879|3.000000|0.000000,2.2835159301757812,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,67864281088.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,19,9.466879|3.000000|0.000000,2.3650858402252197,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,22521131008.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,20,9.466879|3.000000|0.000000,2.451723098754883,3.0,8.914588|3.000000|0.000000,7.185205|7.000000|2.000000,6.892826|7.000000|2.000000,7,94404952.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,21,9.466879|3.000000|0.000000,2.4476470947265625,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,38420361216.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,22,9.466879|3.000000|0.000000,2.3128671646118164,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,100697899008.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,23,9.466879|3.000000|0.000000,2.39775013923645,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,49369976832.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,24,9.466879|3.000000|0.000000,2.327820062637329,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,35471060992.000000,N/A,5
MOGP_GENERATIONAL,e15b8808-effa-11f0-8105-6e001b3eef54,Boston,74,25,9.466879|3.000000|0.000000,2.398855209350586,3.0,8.914588|3.000000|0.000000,9.466879|3.000000|0.000000,8.914588|3.000000|0.000000,3,108939255808.000000,N/A,5
