MOGP_NSGAII,e6768218-ec01-11f0-9ef1-6e001b3eef54,Cooling,74,0,9.597987|3.000000|0.000000,1.2313148975372314,3.0,9.354012|3.000000|0.000000,N/A,N/A,0,244767653888.000000,N/A,5
MOGP_NSGAII,e6768218-ec01-11f0-9ef1-6e001b3eef54,Cooling,74,1,9.597987|3.000000|0.000000,4.9829981327056885,3.0,9.354012|3.000000|0.000000,9.597987|3.000000|0.000000,9.354012|3.000000|0.000000,3,3.485430,N/A,5
MOGP_NSGAII,e6768218-ec01-11f0-9ef1-6e001b3eef54,Cooling,74,2,9.597987|3.000000|0.000000,4.754418849945068,3.0,9.354012|3.000000|0.000000,4.559990|3.000000|1.000000,4.516559|3.000000|1.000000,3,4.299052,N/A,5
MOGP_NSGAII,e6768218-ec01-11f0-9ef1-6e001b3eef54,Cooling,74,3,9.597987|3.000000|0.000000,4.714538097381592,3.0,9.354012|3.000000|0.000000,4.559990|3.000000|1.000000,4.516559|3.000000|1.000000,3,7.379548,N/A,5
MOGP_NSGAII,e6768218-ec01-11f0-9ef1-6e001b3eef54,Cooling,74,4,9.552454|3.000000|0.000000,4.911452054977417,3.0,9.430858|3.000000|0.000000,4.559990|3.000000|1.000000,4.516559|3.000000|1.000000,3,5.157250,N/A,5
MOGP_NSGAII,e6768218-ec01-11f0-9ef1-6e001b3eef54,Cooling,74,5,9.552454|3.000000|0.000000,5.047499179840088,3.0,9.430858|3.000000|0.000000,4.559990|3.000000|1.000000,4.516559|3.000000|1.000000,3,3.146532,N/A,5
MOGP_NSGAII,e6768218-ec01-11f0-9ef1-6e001b3eef54,Cooling,74,6,9.552454|3.000000|0.000000,5.102703809738159,3.0,9.430858|3.000000|0.000000,4.559990|3.000000|1.000000,4.516559|3.000000|1.000000,3,2.463865,N/A,5
MOGP_NSGAII,e6768218-ec01-11f0-9ef1-6e001b3eef54,Cooling,74,7,9.552454|3.000000|0.000000,5.268828868865967,3.0,9.430858|3.000000|0.000000,4.559990|3.000000|1.000000,4.516559|3.000000|1.000000,3,2.272321,N/A,5
MOGP_NSGAII,e6768218-ec01-11f0-9ef1-6e001b3eef54,Cooling,74,8,9.552454|3.000000|0.000000,5.459228754043579,3.0,9.430858|3.000000|0.000000,4.559990|3.000000|1.000000,4.516559|3.000000|1.000000,3,2.276817,N/A,5
MOGP_NSGAII,e6768218-ec01-11f0-9ef1-6e001b3eef54,Cooling,74,9,9.552454|3.000000|0.000000,6.172796964645386,3.0,9.430858|3.000000|0.000000,4.559990|3.000000|1.000000,4.516559|3.000000|1.000000,3,2.447688,N/A,5
MOGP_NSGAII,e6768218-ec01-11f0-9ef1-6e001b3eef54,Cooling,74,10,9.552454|3.000000|0.000000,7.744273900985718,3.0,9.430858|3.000000|0.000000,4.559990|3.000000|1.000000,4.516559|3.000000|1.000000,3,1.463865,N/A,5
MOGP_NSGAII,e6768218-ec01-11f0-9ef1-6e001b3eef54,Cooling,74,11,9.552454|3.000000|0.000000,11.158955812454224,3.0,9.430858|3.000000|0.000000,4.559990|3.000000|1.000000,4.516559|3.000000|1.000000,3,0.352137,N/A,5
