MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,0,9.835312|3.000000,1.2041771411895752,3.0,10.690582|3.000000,N/A,N/A,0,243166330880.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,1,9.835312|3.000000,0.022578001022338867,3.0,10.690582|3.000000,9.835312|3.000000,10.690582|3.000000,3,90218676224.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,2,9.766088|5.000000,0.02786087989807129,5.0,10.678582|5.000000,9.766088|5.000000,10.678582|5.000000,5,89211879424.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,3,9.766088|5.000000,0.0265200138092041,5.0,10.678582|5.000000,9.766088|5.000000,10.678582|5.000000,5,114207965184.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,4,9.756171|3.000000,0.027163982391357422,3.0,10.728690|3.000000,9.756171|3.000000,10.728690|3.000000,3,69295144960.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,5,9.756171|3.000000,0.022835254669189453,3.0,10.728690|3.000000,9.756171|3.000000,10.728690|3.000000,3,65801887744.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,6,9.244568|3.000000,0.019069910049438477,3.0,10.112127|3.000000,9.244568|3.000000,10.112127|3.000000,3,57612447744.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,7,9.244568|3.000000,0.018223047256469727,3.0,10.112127|3.000000,9.244568|3.000000,10.112127|3.000000,3,87344734208.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,8,9.244568|3.000000,0.018627166748046875,3.0,10.112127|3.000000,9.244568|3.000000,10.112127|3.000000,3,57188286464.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,9,9.244568|3.000000,0.018472909927368164,3.0,10.112127|3.000000,9.244568|3.000000,10.112127|3.000000,3,56904949760.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,10,9.244568|3.000000,0.018217086791992188,3.0,10.112127|3.000000,9.244568|3.000000,10.112127|3.000000,3,11905925120.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,11,9.244568|3.000000,0.018096208572387695,3.0,10.112127|3.000000,9.244568|3.000000,10.112127|3.000000,3,86011920384.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,12,9.244568|3.000000,0.025477886199951172,3.0,10.112127|3.000000,9.244568|3.000000,10.112127|3.000000,3,35210235904.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,13,9.244568|3.000000,0.019134998321533203,3.0,10.112127|3.000000,9.244568|3.000000,10.112127|3.000000,3,78582595584.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,14,7.844600|5.000000,0.01844000816345215,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,77809639424.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,15,7.844600|5.000000,0.0180819034576416,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,51217420288.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,16,7.844600|5.000000,0.018320322036743164,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,70922035200.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,17,7.844600|5.000000,0.018104076385498047,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,112952246272.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,18,7.844600|5.000000,0.01834702491760254,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,72737980416.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,19,7.844600|5.000000,0.07251620292663574,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,69681831936.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,20,7.844600|5.000000,0.018088340759277344,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,74685546496.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,21,7.844600|5.000000,0.018607139587402344,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,50388840448.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,22,7.844600|5.000000,0.025263071060180664,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,75826290688.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,23,7.844600|5.000000,0.02488398551940918,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,88151908352.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,24,7.844600|5.000000,0.018196821212768555,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,51237597184.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,25,7.844600|5.000000,0.01925182342529297,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,116085891072.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,26,7.844600|5.000000,0.02573394775390625,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,92090605568.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,27,7.844600|5.000000,0.017990827560424805,5.0,9.138370|5.000000,7.844600|5.000000,9.138370|5.000000,5,71296614400.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,28,7.684467|7.000000,0.01746511459350586,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,49538879488.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,29,7.684467|7.000000,0.02506709098815918,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,24224366592.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,30,7.684467|7.000000,0.01826024055480957,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,91383365632.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,31,7.684467|7.000000,0.023449182510375977,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,33828730880.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,32,7.684467|7.000000,0.023150205612182617,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,83756949504.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,33,7.684467|7.000000,0.025029897689819336,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,39305129984.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,34,7.684467|7.000000,0.018947124481201172,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,130045419520.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,35,7.684467|7.000000,0.026011943817138672,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,79803392000.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,36,7.684467|7.000000,0.017964839935302734,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,58586853376.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,37,7.684467|7.000000,0.02582097053527832,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,113164468224.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,38,7.684467|7.000000,0.0193631649017334,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,78945140736.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,39,7.684467|7.000000,0.026592016220092773,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,70314811392.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,40,7.684467|7.000000,0.02614307403564453,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,111751512064.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,41,7.684467|7.000000,0.01793217658996582,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,59176935424.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,42,7.684467|7.000000,0.025860071182250977,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,63723786240.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,43,7.684467|7.000000,0.01861405372619629,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,72689967104.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,44,7.684467|7.000000,0.01770806312561035,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,47977250816.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,45,7.684467|7.000000,0.020790815353393555,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,101649653760.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,46,7.684467|7.000000,0.01784491539001465,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,102053126144.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,47,7.684467|7.000000,0.018452882766723633,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,116689985536.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,48,7.684467|7.000000,0.11055183410644531,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,73649930240.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,49,7.684467|7.000000,0.03281831741333008,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,111600984064.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,50,7.684467|7.000000,0.025660037994384766,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,116114636800.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,51,7.684467|7.000000,0.032637834548950195,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,84231741440.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,52,7.684467|7.000000,0.021097898483276367,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,57683169280.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,53,7.684467|7.000000,0.019353866577148438,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,56229605376.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,54,7.684467|7.000000,0.024398088455200195,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,58019037184.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,55,7.684467|7.000000,0.02465677261352539,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,100020690944.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,56,7.684467|7.000000,0.02271723747253418,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,59695259648.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,57,7.684467|7.000000,0.02312302589416504,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,111589220352.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,58,7.684467|7.000000,0.02435302734375,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,87778328576.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,59,7.684467|7.000000,0.02603912353515625,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,49937469440.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,60,7.684467|7.000000,0.019845008850097656,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,69627928576.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,61,7.684467|7.000000,0.02789473533630371,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,70234185728.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,62,7.684467|7.000000,0.018384933471679688,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,61372960768.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,63,7.684467|7.000000,0.028596162796020508,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,71147716608.000000,N/A,5
MOGP_GENERATIONAL,26c27f66-ea4a-11f0-97eb-6e001b3eef54,Boston,74,64,7.684467|7.000000,0.019430160522460938,7.0,8.539083|7.000000,7.684467|7.000000,8.539083|7.000000,7,74430554112.000000,N/A,5
