MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,0,10.002121|3.000000,0.9586410522460938,3.0,10.323853|3.000000,N/A,N/A,0,243509788672.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,1,10.002121|3.000000,0.9344630241394043,3.0,10.323853|3.000000,10.002121|3.000000,10.323853|3.000000,3,111976538112.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,2,8.263484|3.000000,0.9924790859222412,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,58206830592.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,3,8.263484|3.000000,1.01454496383667,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,83836076032.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,4,8.263484|3.000000,0.9900259971618652,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,70700015616.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,5,8.263484|3.000000,0.9967329502105713,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,58527465472.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,6,8.263484|3.000000,1.004568099975586,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,73157230592.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,7,8.263484|3.000000,1.0178101062774658,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,98494554112.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,8,8.263484|3.000000,1.0135350227355957,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,83819552768.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,9,8.263484|3.000000,1.0276832580566406,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,68803207168.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,10,8.263484|3.000000,1.0248370170593262,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,91858624512.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,11,8.263484|3.000000,1.0629303455352783,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,75998625792.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,12,8.263484|3.000000,1.0497841835021973,3.0,8.817641|3.000000,7.772037|7.000000,8.352465|7.000000,7,73123348480.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,13,8.263484|3.000000,1.128690242767334,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,73079611392.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,14,8.263484|3.000000,1.108733892440796,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,87548608512.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,15,8.263484|3.000000,1.2627301216125488,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,26673840128.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,16,8.263484|3.000000,1.4827978610992432,3.0,8.817641|3.000000,7.827906|11.000000,8.416061|11.000000,11,67557941248.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,17,8.263484|3.000000,1.546504020690918,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,90057523200.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,18,8.263484|3.000000,1.774595022201538,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,37620518912.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,19,8.263484|3.000000,1.7890169620513916,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,79585353728.000000,N/A,5
MOGP_GENERATIONAL,11f4c3f8-ef2e-11f0-a1d6-6e001b3eef54,Boston,74,20,8.263484|3.000000,1.9776298999786377,3.0,8.817641|3.000000,8.263484|3.000000,8.817641|3.000000,3,75405516800.000000,N/A,5
