MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,0,19.564472|3.000000|0.000000,1.3600170612335205,3.0,20.319853|3.000000|0.000000,N/A,N/A,0,243624722432.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,1,9.581656|3.000000|0.000000,0.03670620918273926,3.0,9.352828|3.000000|0.000000,9.581656|3.000000|0.000000,9.352828|3.000000|0.000000,3,115581296640.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,2,9.581656|3.000000|0.000000,0.0297091007232666,3.0,9.352828|3.000000|0.000000,8.620060|3.000000|1.000000,8.844093|3.000000|1.000000,3,55108247552.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,3,9.581656|3.000000|0.000000,0.03335285186767578,3.0,9.352828|3.000000|0.000000,8.620060|3.000000|1.000000,8.844093|3.000000|1.000000,3,96949444608.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,4,9.273631|3.000000|0.000000,0.028702974319458008,3.0,9.410611|3.000000|0.000000,9.273631|3.000000|0.000000,9.410611|3.000000|0.000000,3,90616356864.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,5,9.273631|3.000000|0.000000,0.029035091400146484,3.0,9.410611|3.000000|0.000000,9.273631|3.000000|0.000000,9.410611|3.000000|0.000000,3,66568335360.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,6,9.273631|3.000000|0.000000,0.027280807495117188,3.0,9.410611|3.000000|0.000000,9.273631|3.000000|0.000000,9.410611|3.000000|0.000000,3,50799513600.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,7,9.346452|3.000000|0.000000,0.02069878578186035,3.0,9.205783|3.000000|0.000000,9.346452|3.000000|0.000000,9.205783|3.000000|0.000000,3,96274063360.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,8,9.273631|3.000000|0.000000,0.021396875381469727,3.0,9.410611|3.000000|0.000000,9.273631|3.000000|0.000000,9.410611|3.000000|0.000000,3,48040714240.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,9,9.273631|3.000000|0.000000,0.020978927612304688,3.0,9.410611|3.000000|0.000000,9.273631|3.000000|0.000000,9.410611|3.000000|0.000000,3,76066185216.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,10,10.131351|3.000000|0.000000,0.02739715576171875,3.0,10.505844|3.000000|0.000000,8.294586|7.000000|1.000000,8.224710|7.000000|1.000000,7,81958567936.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,11,10.131351|3.000000|0.000000,0.033987998962402344,3.0,10.505844|3.000000|0.000000,9.099364|7.000000|1.000000,9.380867|7.000000|1.000000,7,86290767872.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,12,10.131351|3.000000|0.000000,0.022993087768554688,3.0,10.505844|3.000000|0.000000,10.131351|3.000000|0.000000,10.505844|3.000000|0.000000,3,49937465344.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,13,10.131351|3.000000|0.000000,0.027592897415161133,3.0,10.505844|3.000000|0.000000,9.589498|7.000000|1.000000,9.621798|7.000000|1.000000,7,85505482752.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,14,10.131351|3.000000|0.000000,0.023007869720458984,3.0,10.505844|3.000000|0.000000,10.131351|3.000000|0.000000,10.505844|3.000000|0.000000,3,80877879296.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,15,10.131351|3.000000|0.000000,0.027356863021850586,3.0,10.505844|3.000000|0.000000,10.131351|3.000000|0.000000,10.505844|3.000000|0.000000,3,56063098880.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,16,10.131351|3.000000|0.000000,0.023936033248901367,3.0,10.505844|3.000000|0.000000,9.912623|7.000000|0.000000,9.602309|7.000000|0.000000,7,79521890304.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,17,10.131351|3.000000|0.000000,0.022436857223510742,3.0,10.505844|3.000000|0.000000,10.131351|3.000000|0.000000,10.505844|3.000000|0.000000,3,116554448896.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,18,10.131351|3.000000|0.000000,0.0275418758392334,3.0,10.505844|3.000000|0.000000,10.131351|3.000000|0.000000,10.505844|3.000000|0.000000,3,39040495616.000000,N/A,5
MOGP_GENERATIONAL,763c12d6-ec5d-11f0-8585-6e001b3eef54,Boston,74,19,10.131351|3.000000|0.000000,0.019514083862304688,3.0,10.505844|3.000000|0.000000,10.131351|3.000000|0.000000,10.505844|3.000000|0.000000,3,55388938240.000000,N/A,5
