MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,0,9.970822|3.000000,0.9786419868469238,3.0,10.394122|3.000000,N/A,N/A,0,243229868032.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,1,10.545382|3.000000,0.03482484817504883,3.0,11.132970|3.000000,10.545382|3.000000,11.132970|3.000000,3,74463051776.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,2,9.950683|3.000000,0.02750992774963379,3.0,10.304244|3.000000,9.950683|3.000000,10.304244|3.000000,3,98042593280.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,3,9.970822|3.000000,0.01935267448425293,3.0,10.394122|3.000000,9.970822|3.000000,10.394122|3.000000,3,77113335808.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,4,9.950683|3.000000,0.023495912551879883,3.0,10.304244|3.000000,9.189124|5.000000,9.586080|5.000000,5,78643986432.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,5,9.970822|3.000000,0.01662588119506836,3.0,10.394122|3.000000,9.970822|3.000000,10.394122|3.000000,3,81050517504.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,6,9.239714|3.000000,0.022755146026611328,3.0,9.453397|3.000000,9.239714|3.000000,9.453397|3.000000,3,77725466624.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,7,9.970822|3.000000,0.022190093994140625,3.0,10.394122|3.000000,9.970822|3.000000,10.394122|3.000000,3,71234453504.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,8,9.970822|3.000000,0.016436100006103516,3.0,10.394122|3.000000,9.970822|3.000000,10.394122|3.000000,3,33872244736.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,9,9.970822|3.000000,0.02098703384399414,3.0,10.394122|3.000000,9.153603|5.000000,9.632978|5.000000,5,78807506944.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,10,9.970822|3.000000,0.015609264373779297,3.0,10.394122|3.000000,8.616876|5.000000,8.949305|5.000000,5,84084244480.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,11,9.970822|3.000000,0.01518106460571289,3.0,10.394122|3.000000,8.381314|5.000000,8.781105|5.000000,5,74623524864.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,12,9.970822|3.000000,0.024179935455322266,3.0,10.394122|3.000000,9.970822|3.000000,10.394122|3.000000,3,49864687616.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,13,10.075451|3.000000,0.017499923706054688,3.0,10.630313|3.000000,10.075451|3.000000,10.630313|3.000000,3,89334915072.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,14,10.075451|3.000000,0.023708105087280273,3.0,10.630313|3.000000,10.075451|3.000000,10.630313|3.000000,3,72223301632.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,15,10.075451|3.000000,0.015165090560913086,3.0,10.630313|3.000000,10.075451|3.000000,10.630313|3.000000,3,72006541312.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,16,10.075451|3.000000,0.026781797409057617,3.0,10.630313|3.000000,9.741508|7.000000,10.259791|7.000000,7,86243893248.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,17,10.075451|3.000000,0.015430212020874023,3.0,10.630313|3.000000,9.239714|7.000000,9.453397|7.000000,7,113513676800.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,18,10.075451|3.000000,0.0243990421295166,3.0,10.630313|3.000000,10.075451|3.000000,10.630313|3.000000,3,73389957120.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,19,10.075451|3.000000,0.016388893127441406,3.0,10.630313|3.000000,10.075451|3.000000,10.630313|3.000000,3,69134049280.000000,N/A,5
MOGP_GENERATIONAL,18d9a9f2-f00c-11f0-a447-6e001b3eef54,Boston,74,20,10.075451|3.000000,0.021615028381347656,3.0,10.630313|3.000000,10.075451|3.000000,10.630313|3.000000,3,95620947968.000000,N/A,5
