MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,0,2320.828125|3.000000,1.3110008239746094,3.0,2338.710205|3.000000,N/A,N/A,0,159240716288.000000,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,1,2234.552979|3.000000,5.061279058456421,3.0,2253.128906|3.000000,2187.691406|15.000000,2121.773682|15.000000,15,65.866493,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,2,2156.849121|3.000000,4.737818956375122,3.0,2226.442139|3.000000,2156.849121|3.000000,2226.442139|3.000000,3,82.725761,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,3,2133.837891|3.000000,4.801905870437622,3.0,2255.431641|3.000000,2133.837891|3.000000,2255.431641|3.000000,3,89.185860,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,4,2127.722656|3.000000,4.741970777511597,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,79.846832,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,5,2127.722656|3.000000,4.714064836502075,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,77.753059,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,6,2127.722656|3.000000,4.818796634674072,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,66.884590,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,7,2127.722656|3.000000,4.66677188873291,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,62.252842,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,8,2127.722656|3.000000,4.723150014877319,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,52.375679,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,9,2127.722656|3.000000,4.632052898406982,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,44.657124,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,10,2127.722656|3.000000,4.625385999679565,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,42.999126,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,11,2127.722656|3.000000,4.594189882278442,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,42.171188,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,12,2127.722656|3.000000,4.818933010101318,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,36.441643,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,13,2127.722656|3.000000,4.861459970474243,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,21.938374,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,14,2127.722656|3.000000,5.1109607219696045,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,13.697166,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,15,2127.722656|3.000000,5.4866228103637695,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,7.767768,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,16,2127.722656|3.000000,6.236833810806274,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,1.661048,N/A,5
MOGP_NSGAII,af089856-eb26-11f0-8f16-6e001b3eef54,Toxicity,74,17,2127.722656|3.000000,7.606368064880371,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,0.000000,N/A,5
