MOGP_GENERATIONAL,153bb2dc-ef7f-11f0-82d9-6e001b3eef54,Toxicity,74,0,2382.382812|3.000000,1.3049521446228027,3.0,2192.014893|3.000000,N/A,N/A,0,159980912640.000000,2253.744141|3.000000,5
MOGP_GENERATIONAL,153bb2dc-ef7f-11f0-82d9-6e001b3eef54,Toxicity,74,1,2295.207764|3.000000,0.03102588653564453,3.0,2108.511719|3.000000,2196.253662|9.000000,2219.397461|9.000000,9,53029470208.000000,2253.744141|3.000000,5
MOGP_GENERATIONAL,153bb2dc-ef7f-11f0-82d9-6e001b3eef54,Toxicity,74,2,2259.332520|3.000000,0.04899883270263672,3.0,2095.961426|3.000000,2259.332520|3.000000,2095.961426|3.000000,3,50235031552.000000,2253.744141|3.000000,5
MOGP_GENERATIONAL,153bb2dc-ef7f-11f0-82d9-6e001b3eef54,Toxicity,74,3,2214.012207|3.000000,0.04795527458190918,3.0,2070.433838|3.000000,2214.012207|3.000000,2070.433838|3.000000,3,53480005632.000000,2253.744141|3.000000,5
MOGP_GENERATIONAL,153bb2dc-ef7f-11f0-82d9-6e001b3eef54,Toxicity,74,4,2214.012207|3.000000,0.026839017868041992,3.0,2070.433838|3.000000,2214.012207|3.000000,2070.433838|3.000000,3,49815089152.000000,2253.744141|3.000000,5
MOGP_GENERATIONAL,153bb2dc-ef7f-11f0-82d9-6e001b3eef54,Toxicity,74,5,2214.012207|3.000000,0.024328947067260742,3.0,2070.433838|3.000000,2214.012207|3.000000,2070.433838|3.000000,3,27104358400.000000,2253.744141|3.000000,5
MOGP_GENERATIONAL,153bb2dc-ef7f-11f0-82d9-6e001b3eef54,Toxicity,74,6,2214.012207|3.000000,0.028744935989379883,3.0,2070.433838|3.000000,2214.012207|3.000000,2070.433838|3.000000,3,18573887488.000000,2253.744141|3.000000,5
MOGP_GENERATIONAL,153bb2dc-ef7f-11f0-82d9-6e001b3eef54,Toxicity,74,7,2198.000732|3.000000,0.032037973403930664,3.0,2053.905029|3.000000,2198.000732|3.000000,2053.905029|3.000000,3,38626824192.000000,2253.744141|3.000000,5
MOGP_GENERATIONAL,153bb2dc-ef7f-11f0-82d9-6e001b3eef54,Toxicity,74,8,2198.000732|3.000000,0.027522802352905273,3.0,2053.905029|3.000000,2198.000732|3.000000,2053.905029|3.000000,3,81407246336.000000,2253.744141|3.000000,5
MOGP_GENERATIONAL,153bb2dc-ef7f-11f0-82d9-6e001b3eef54,Toxicity,74,9,2198.000732|3.000000,0.02592015266418457,3.0,2053.905029|3.000000,2198.000732|3.000000,2053.905029|3.000000,3,5741574656.000000,2253.744141|3.000000,5
MOGP_GENERATIONAL,153bb2dc-ef7f-11f0-82d9-6e001b3eef54,Toxicity,74,10,2198.000732|3.000000,0.028670072555541992,3.0,2053.905029|3.000000,2198.000732|3.000000,2053.905029|3.000000,3,46948954112.000000,2253.744141|3.000000,5
MOGP_GENERATIONAL,153bb2dc-ef7f-11f0-82d9-6e001b3eef54,Toxicity,74,11,2198.000732|3.000000,0.026656150817871094,3.0,2053.905029|3.000000,2198.000732|3.000000,2053.905029|3.000000,3,40081338368.000000,2253.744141|3.000000,5
