MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,0,9.693277|3.000000,1.062849760055542,3.0,10.988559|3.000000,N/A,N/A,0,242793021440.000000,9.693277|3.000000,5
MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,1,9.693277|3.000000,0.01851487159729004,3.0,10.988559|3.000000,9.693277|3.000000,10.988559|3.000000,3,69009604608.000000,9.693277|3.000000,5
MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,2,9.431993|3.000000,0.025166034698486328,3.0,11.383835|3.000000,9.431993|3.000000,11.383835|3.000000,3,24611074048.000000,9.693277|3.000000,5
MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,3,9.431993|3.000000,0.0244901180267334,3.0,11.383835|3.000000,9.431993|3.000000,11.383835|3.000000,3,51975397376.000000,9.693277|3.000000,5
MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,4,9.431993|3.000000,0.02443218231201172,3.0,11.383835|3.000000,7.822842|5.000000,9.034755|5.000000,5,80997310464.000000,9.693277|3.000000,5
MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,5,9.431993|3.000000,0.02358722686767578,3.0,11.383835|3.000000,9.431993|3.000000,11.383835|3.000000,3,73445228544.000000,9.693277|3.000000,5
MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,6,9.431993|3.000000,0.02346181869506836,3.0,11.383835|3.000000,9.431993|3.000000,11.383835|3.000000,3,53205893120.000000,9.693277|3.000000,5
MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,7,9.431993|3.000000,0.018764972686767578,3.0,11.383835|3.000000,9.431993|3.000000,11.383835|3.000000,3,74756759552.000000,9.693277|3.000000,5
MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,8,9.431993|3.000000,0.01689600944519043,3.0,11.383835|3.000000,9.431993|3.000000,11.383835|3.000000,3,31110297600.000000,9.693277|3.000000,5
MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,9,9.431993|3.000000,0.0229341983795166,3.0,11.383835|3.000000,9.431993|3.000000,11.383835|3.000000,3,91819745280.000000,9.693277|3.000000,5
MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,10,9.431993|3.000000,0.0203702449798584,3.0,11.383835|3.000000,9.431993|3.000000,11.383835|3.000000,3,56437088256.000000,9.693277|3.000000,5
MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,11,9.431993|3.000000,0.01650404930114746,3.0,11.383835|3.000000,8.926605|15.000000,9.825046|15.000000,15,69519376384.000000,9.693277|3.000000,5
MOGP_GENERATIONAL,ee406034-ebef-11f0-939b-6e001b3eef54,Boston,74,12,9.431993|3.000000,0.015953779220581055,3.0,11.383835|3.000000,9.431993|3.000000,11.383835|3.000000,3,84908998656.000000,9.693277|3.000000,5
