MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,0,2659.918457|3.000000|0.000000,1.2156651020050049,3.0,2498.779541|3.000000|0.000000,N/A,N/A,0,160302891008.000000,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,1,2659.290527|3.000000|0.000000,4.501284122467041,3.0,2498.129395|3.000000|0.000000,2175.782471|13.000000|4.000000,2148.889160|13.000000|4.000000,13,19446200.000000,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,2,2639.319092|3.000000|0.000000,4.324166774749756,3.0,2477.443115|3.000000|0.000000,2156.132324|3.000000|1.000000,2212.125244|3.000000|1.000000,3,19446194.000000,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,3,2520.749512|3.000000|0.000000,4.268381357192993,3.0,2409.187012|3.000000|0.000000,2136.182861|3.000000|1.000000,2198.552246|3.000000|1.000000,3,19642316.000000,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,4,2173.384277|3.000000|0.000000,4.242944002151489,3.0,1995.877319|3.000000|0.000000,2136.182861|3.000000|1.000000,2198.552246|3.000000|1.000000,3,183.428299,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,5,2173.384277|3.000000|0.000000,4.244225978851318,3.0,1995.877319|3.000000|0.000000,2098.964111|15.000000|4.000000,2053.562744|15.000000|4.000000,15,209.092606,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,6,2173.384277|3.000000|0.000000,4.2209837436676025,3.0,1995.877319|3.000000|0.000000,2076.514404|13.000000|3.000000,2092.149414|13.000000|3.000000,13,211.399673,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,7,2173.384277|3.000000|0.000000,4.194865942001343,3.0,1995.877319|3.000000|0.000000,2029.654785|15.000000|6.000000,2070.100098|15.000000|6.000000,15,202.197281,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,8,2173.384277|3.000000|0.000000,4.052467107772827,3.0,1995.877319|3.000000|0.000000,2029.654785|15.000000|6.000000,2070.100098|15.000000|6.000000,15,205.138199,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,9,2173.384277|3.000000|0.000000,4.134351968765259,3.0,1995.877319|3.000000|0.000000,2029.654785|15.000000|6.000000,2070.100098|15.000000|6.000000,15,210.643738,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,10,2173.384277|3.000000|0.000000,4.141952037811279,3.0,1995.877319|3.000000|0.000000,2029.654785|15.000000|6.000000,2070.100098|15.000000|6.000000,15,188.359833,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,11,2173.384277|3.000000|0.000000,4.317107915878296,3.0,1995.877319|3.000000|0.000000,2028.796875|13.000000|4.000000,2066.240967|13.000000|4.000000,13,93.534912,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,12,2173.384277|3.000000|0.000000,4.207016944885254,3.0,1995.877319|3.000000|0.000000,2028.796875|13.000000|4.000000,2066.240967|13.000000|4.000000,13,93.484474,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,13,2173.384277|3.000000|0.000000,4.213202953338623,3.0,1995.877319|3.000000|0.000000,2028.796875|13.000000|4.000000,2066.240967|13.000000|4.000000,13,92.530823,N/A,5
MOGP_NSGAII,cd459f0e-eb6b-11f0-9ebb-6e001b3eef54,Toxicity,74,14,2173.384277|3.000000|0.000000,4.422703266143799,3.0,1995.877319|3.000000|0.000000,2026.133789|15.000000|4.000000,2024.692627|15.000000|4.000000,15,91.750175,N/A,5
