MOGP_NSGAII,520c5132-e8de-11f0-88f3-6e001b3eef54,Boston,74,0,19.850466|3.000000|0.000000,0.9547789096832275,3.0,19.663256|3.000000|0.000000,19.663256|3.000000|0.000000,3,242997575680.000000,N/A,5
MOGP_NSGAII,520c5132-e8de-11f0-88f3-6e001b3eef54,Boston,74,1,10.860480|3.000000|0.000000,3.8517911434173584,3.0,10.287457|3.000000|0.000000,7.713575|3.000000|2.000000,3,19505.316406,N/A,5
MOGP_NSGAII,520c5132-e8de-11f0-88f3-6e001b3eef54,Boston,74,2,10.860480|3.000000|0.000000,3.6151700019836426,3.0,10.287457|3.000000|0.000000,7.713575|3.000000|2.000000,3,52569.933594,N/A,5
MOGP_NSGAII,520c5132-e8de-11f0-88f3-6e001b3eef54,Boston,74,3,9.485033|3.000000|0.000000,3.5616819858551025,3.0,8.869534|3.000000|0.000000,7.713575|3.000000|2.000000,3,52569.722656,N/A,5
MOGP_NSGAII,520c5132-e8de-11f0-88f3-6e001b3eef54,Boston,74,4,9.485033|3.000000|0.000000,3.6225130558013916,3.0,8.869534|3.000000|0.000000,7.713575|3.000000|2.000000,3,3.825685,N/A,5
MOGP_NSGAII,520c5132-e8de-11f0-88f3-6e001b3eef54,Boston,74,5,9.485033|3.000000|0.000000,3.651142120361328,3.0,8.869534|3.000000|0.000000,7.713575|3.000000|2.000000,3,1.470142,N/A,5
MOGP_NSGAII,520c5132-e8de-11f0-88f3-6e001b3eef54,Boston,74,6,9.485033|3.000000|0.000000,3.729597806930542,3.0,8.869534|3.000000|0.000000,7.713575|3.000000|2.000000,3,1.148944,N/A,5
MOGP_NSGAII,520c5132-e8de-11f0-88f3-6e001b3eef54,Boston,74,7,9.485033|3.000000|0.000000,3.737398147583008,3.0,8.869534|3.000000|0.000000,7.713575|3.000000|2.000000,3,0.770490,N/A,5
MOGP_NSGAII,520c5132-e8de-11f0-88f3-6e001b3eef54,Boston,74,8,9.485033|3.000000|0.000000,3.8448259830474854,3.0,8.869534|3.000000|0.000000,7.713575|3.000000|2.000000,3,0.642364,N/A,5
MOGP_NSGAII,520c5132-e8de-11f0-88f3-6e001b3eef54,Boston,74,9,9.485033|3.000000|0.000000,4.0967957973480225,3.0,8.869534|3.000000|0.000000,8.057836|17.000000|2.000000,17,0.433419,N/A,5
MOGP_NSGAII,520c5132-e8de-11f0-88f3-6e001b3eef54,Boston,74,10,9.485033|3.000000|0.000000,4.6828107833862305,3.0,8.869534|3.000000|0.000000,8.057836|17.000000|2.000000,17,0.371986,N/A,5
