MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,0,2315.891357|3.000000,1.0502688884735107,3.0,2349.918213|3.000000,N/A,N/A,0,159972802560.000000,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,1,2315.891357|3.000000,3.887518882751465,3.0,2349.918213|3.000000,2171.197021|15.000000,2160.319824|15.000000,15,60.844296,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,2,2191.954590|3.000000,3.5795199871063232,3.0,2268.995361|3.000000,2134.477539|13.000000,2139.531982|13.000000,13,79.450958,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,3,2159.438232|3.000000,3.620361804962158,3.0,2166.592529|3.000000,2134.477539|13.000000,2139.531982|13.000000,13,92.628502,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,4,2159.438232|3.000000,3.909770965576172,3.0,2166.592529|3.000000,2090.557373|15.000000,2149.803711|15.000000,15,101.458588,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,5,2159.438232|3.000000,3.9263689517974854,3.0,2166.592529|3.000000,2090.557373|15.000000,2149.803711|15.000000,15,110.024071,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,6,2159.438232|3.000000,3.779860019683838,3.0,2166.592529|3.000000,2061.408203|11.000000,2098.613037|11.000000,11,101.111870,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,7,2159.438232|3.000000,3.2927889823913574,3.0,2166.592529|3.000000,2061.408203|11.000000,2098.613037|11.000000,11,71.706474,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,8,2159.438232|3.000000,3.398300886154175,3.0,2166.592529|3.000000,2002.176514|13.000000,2061.440918|13.000000,13,41.917366,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,9,2159.438232|3.000000,3.266458034515381,3.0,2166.592529|3.000000,2002.176514|13.000000,2061.440918|13.000000,13,41.141762,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,10,2159.438232|3.000000,3.2549808025360107,3.0,2166.592529|3.000000,2002.176514|13.000000,2061.440918|13.000000,13,43.299171,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,11,2159.438232|3.000000,3.3053970336914062,3.0,2166.592529|3.000000,2002.166382|15.000000,2062.054932|15.000000,15,44.296982,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,12,2159.438232|3.000000,3.301764965057373,3.0,2166.592529|3.000000,2002.166382|15.000000,2062.054932|15.000000,15,43.832893,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,13,2159.438232|3.000000,3.3244247436523438,3.0,2166.592529|3.000000,2002.166382|15.000000,2062.054932|15.000000,15,40.603168,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,14,2159.438232|3.000000,3.501866102218628,3.0,2166.592529|3.000000,1996.959229|11.000000,2065.753662|11.000000,11,38.802223,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,15,2159.438232|3.000000,3.6230080127716064,3.0,2166.592529|3.000000,1996.959229|11.000000,2065.753662|11.000000,11,25.617601,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,16,2159.438232|3.000000,4.190654993057251,3.0,2166.592529|3.000000,1996.959229|11.000000,2065.753662|11.000000,11,21.525324,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,17,2159.438232|3.000000,4.854199171066284,3.0,2166.592529|3.000000,1996.959229|11.000000,2065.753662|11.000000,11,14.814181,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,18,2159.438232|3.000000,5.52370285987854,3.0,2166.592529|3.000000,1996.959229|11.000000,2065.753662|11.000000,11,15.007532,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,19,2159.438232|3.000000,5.517787218093872,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,15.269914,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,20,2159.438232|3.000000,5.469197034835815,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,15.464238,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,21,2159.438232|3.000000,5.332877159118652,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,16.599829,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,22,2159.438232|3.000000,5.149880886077881,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,17.129696,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,23,2159.438232|3.000000,4.952924728393555,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,17.694441,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,24,2159.438232|3.000000,4.825039863586426,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,16.825741,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,25,2159.438232|3.000000,5.411093711853027,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,17.992002,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,26,2159.438232|3.000000,5.198301315307617,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,19.140110,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,27,2159.438232|3.000000,5.270174026489258,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,19.890812,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,28,2159.438232|3.000000,5.172666072845459,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,21.787609,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,29,2159.438232|3.000000,5.0251922607421875,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,24.846251,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,30,2159.438232|3.000000,4.659988880157471,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,27.182783,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,31,2159.438232|3.000000,4.678802251815796,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,30.084564,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,32,2159.438232|3.000000,4.38529896736145,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,32.079327,N/A,5
MOGP_NSGAII,b67be5c6-f089-11f0-a0ff-6e001b3eef54,Toxicity,74,33,2159.438232|3.000000,4.134864330291748,3.0,2166.592529|3.000000,1995.026733|11.000000,2068.327881|11.000000,11,33.715321,N/A,5
