MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,0,2261.405518|3.000000,1.074794054031372,3.0,2468.740234|3.000000,N/A,N/A,0,159974572032.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,1,2178.367676|3.000000,1.0629339218139648,3.0,2376.090332|3.000000,2136.099365|15.000000,2239.207275|15.000000,15,52430864384.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,2,2104.021973|3.000000,1.029271125793457,3.0,2400.671631|3.000000,2104.021973|3.000000,2400.671631|3.000000,3,65764196352.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,3,2101.554932|3.000000,1.032439947128296,3.0,2402.684814|3.000000,2101.554932|3.000000,2402.684814|3.000000,3,74247168000.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,4,2101.554932|3.000000,1.0043530464172363,3.0,2402.684814|3.000000,2101.554932|3.000000,2402.684814|3.000000,3,11734211584.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,5,2090.514404|3.000000,1.0392310619354248,3.0,2352.281982|3.000000,2090.514404|3.000000,2352.281982|3.000000,3,18996.279297,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,6,2090.514404|3.000000,1.0215249061584473,3.0,2352.281982|3.000000,2090.514404|3.000000,2352.281982|3.000000,3,44117147648.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,7,2090.514404|3.000000,1.0259878635406494,3.0,2352.281982|3.000000,2090.514404|3.000000,2352.281982|3.000000,3,67847757824.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,8,2090.514404|3.000000,1.050553798675537,3.0,2352.281982|3.000000,2090.514404|3.000000,2352.281982|3.000000,3,8735421440.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,9,2090.514404|3.000000,1.028130054473877,3.0,2352.281982|3.000000,2090.514404|3.000000,2352.281982|3.000000,3,58042458112.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,10,2077.251465|3.000000,1.042748212814331,3.0,2373.611816|3.000000,2077.251465|3.000000,2373.611816|3.000000,3,34156337152.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,11,2069.017822|3.000000,1.0840508937835693,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,86685687808.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,12,2069.017822|3.000000,1.0178611278533936,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,5531546624.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,13,2069.017822|3.000000,1.0240428447723389,3.0,2341.378906|3.000000,2063.880615|5.000000,2305.282715|5.000000,5,25778034688.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,14,2069.017822|3.000000,1.0068371295928955,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,6620300800.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,15,2069.017822|3.000000,1.0522432327270508,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,12860993536.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,16,2069.017822|3.000000,1.1696059703826904,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,40371.761719,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,17,2069.017822|3.000000,1.082719087600708,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,70212501504.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,18,2069.017822|3.000000,1.1559748649597168,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,2956.916748,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,19,2069.017822|3.000000,1.3284296989440918,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,33500502016.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,20,2069.017822|3.000000,1.5409150123596191,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,357109.687500,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,21,2069.017822|3.000000,1.7446091175079346,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,67586199552.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,22,2069.017822|3.000000,1.9209258556365967,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,69990760448.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,23,2069.017822|3.000000,1.846677303314209,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,16573871104.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,24,2069.017822|3.000000,1.9646320343017578,3.0,2341.378906|3.000000,2041.610229|7.000000,2229.293701|7.000000,7,3933354240.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,25,2069.017822|3.000000,1.8752310276031494,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,116.132309,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,26,2069.017822|3.000000,2.042613983154297,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,13151250432.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,27,2069.017822|3.000000,1.8597776889801025,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,64882528256.000000,N/A,5
MOGP_GENERATIONAL,ed5796d6-f1b4-11f0-9cc4-6e001b3eef54,Toxicity,74,28,2069.017822|3.000000,1.8565092086791992,3.0,2341.378906|3.000000,2069.017822|3.000000,2341.378906|3.000000,3,76976406528.000000,N/A,5
