MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,0,10.194349|3.000000,0.9525260925292969,3.0,9.876244|3.000000,N/A,N/A,0,242997575680.000000,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,1,10.120559|3.000000,3.7004761695861816,3.0,9.911440|3.000000,10.120559|3.000000,9.911440|3.000000,3,3.440904,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,2,9.485658|3.000000,3.5287270545959473,3.0,8.904844|3.000000,8.530425|5.000000,7.815168|5.000000,5,3.401180,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,3,9.485658|3.000000,3.549239158630371,3.0,8.904844|3.000000,8.530425|5.000000,7.815168|5.000000,5,2.718195,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,4,9.485658|3.000000,3.5300188064575195,3.0,8.904844|3.000000,8.530425|5.000000,7.815168|5.000000,5,2.179290,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,5,8.724792|3.000000,3.5594329833984375,3.0,7.713575|3.000000,8.530425|5.000000,7.815168|5.000000,5,1.346104,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,6,8.724792|3.000000,3.589888095855713,3.0,7.713575|3.000000,8.530425|5.000000,7.815168|5.000000,5,0.531198,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,7,8.724792|3.000000,3.6011300086975098,3.0,7.713575|3.000000,8.502844|5.000000,7.433446|5.000000,5,0.442780,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,8,8.724792|3.000000,3.7783920764923096,3.0,7.713575|3.000000,8.502844|5.000000,7.433446|5.000000,5,0.347781,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,9,8.724792|3.000000,4.151699066162109,3.0,7.713575|3.000000,8.502844|5.000000,7.433446|5.000000,5,0.350416,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,10,8.724792|3.000000,4.415389060974121,3.0,7.713575|3.000000,8.502844|5.000000,7.433446|5.000000,5,0.429565,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,11,8.724792|3.000000,4.621658802032471,3.0,7.713575|3.000000,8.502844|5.000000,7.433446|5.000000,5,0.492799,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,12,8.724792|3.000000,5.055464029312134,3.0,7.713575|3.000000,8.502844|5.000000,7.433446|5.000000,5,0.636046,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,13,8.724792|3.000000,4.808655738830566,3.0,7.713575|3.000000,8.502844|5.000000,7.433446|5.000000,5,0.733211,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,14,8.724792|3.000000,4.275749206542969,3.0,7.713575|3.000000,8.502844|5.000000,7.433446|5.000000,5,0.807440,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,15,8.724792|3.000000,4.054577112197876,3.0,7.713575|3.000000,8.442157|13.000000,7.449323|13.000000,13,0.767198,N/A,5
MOGP_NSGAII,9b7bb6fe-eac4-11f0-81bf-6e001b3eef54,Boston,74,16,8.724792|3.000000,3.935422897338867,3.0,7.713575|3.000000,8.442157|11.000000,7.449323|11.000000,11,0.501751,N/A,5
