MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,0,9.382293|3.000000,1.04237961769104,3.0,9.849599|3.000000,N/A,N/A,0,244412596224.000000,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,1,8.497482|3.000000,4.114888906478882,3.0,7.965155|3.000000,8.497482|3.000000,7.965155|3.000000,3,3.322290,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,2,4.625110|3.000000,3.9404478073120117,3.0,4.359913|3.000000,4.625110|3.000000,4.359913|3.000000,3,3.740522,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,3,4.625110|3.000000,4.449889898300171,3.0,4.359913|3.000000,4.625110|3.000000,4.359913|3.000000,3,3.479764,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,4,4.625110|3.000000,4.521150827407837,3.0,4.359913|3.000000,4.625110|3.000000,4.359913|3.000000,3,2.900825,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,5,4.625110|3.000000,4.820012092590332,3.0,4.359913|3.000000,4.625110|3.000000,4.359913|3.000000,3,2.453516,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,6,4.625110|3.000000,4.449455261230469,3.0,4.359913|3.000000,4.625110|3.000000,4.359913|3.000000,3,2.216761,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,7,4.625110|3.000000,4.4072277545928955,3.0,4.359913|3.000000,4.625110|3.000000,4.359913|3.000000,3,2.175978,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,8,4.625110|3.000000,4.6353302001953125,3.0,4.359913|3.000000,4.625110|3.000000,4.359913|3.000000,3,2.154410,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,9,4.625110|3.000000,4.914417266845703,3.0,4.359913|3.000000,4.625110|3.000000,4.359913|3.000000,3,2.212740,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,10,4.625110|3.000000,5.0060999393463135,3.0,4.359913|3.000000,4.625110|3.000000,4.359913|3.000000,3,1.893191,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,11,4.625110|3.000000,5.570425033569336,3.0,4.359913|3.000000,4.625110|3.000000,4.359913|3.000000,3,0.344648,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,12,4.625110|3.000000,6.516808032989502,3.0,4.359913|3.000000,4.625110|3.000000,4.359913|3.000000,3,0.000001,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,13,4.625110|3.000000,7.030715227127075,3.0,4.359913|3.000000,4.625110|3.000000,4.359913|3.000000,3,0.000001,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,14,4.625110|3.000000,7.188934087753296,3.0,4.359913|3.000000,4.579448|5.000000,4.791672|5.000000,5,0.002280,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,15,4.625110|3.000000,7.324826240539551,3.0,4.359913|3.000000,4.579448|5.000000,4.791672|5.000000,5,0.003221,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,16,4.625110|3.000000,7.209666013717651,3.0,4.359913|3.000000,4.579448|5.000000,4.791672|5.000000,5,0.003221,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,17,4.625110|3.000000,7.155151128768921,3.0,4.359913|3.000000,4.579448|5.000000,4.791672|5.000000,5,0.003221,N/A,5
MOGP_NSGAII,775ba5f2-ebac-11f0-8147-6e001b3eef54,Cooling,74,18,4.625110|3.000000,7.019804954528809,3.0,4.359913|3.000000,4.579448|5.000000,4.791672|5.000000,5,0.003221,N/A,5
