MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,0,10.425035|3.000000,1.7966079711914062,3.0,9.298513|3.000000,N/A,N/A,0,243266387968.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,1,10.425035|3.000000,1.7832281589508057,3.0,9.298513|3.000000,10.425035|3.000000,9.298513|3.000000,3,74482745344.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,2,10.320214|3.000000,1.8596699237823486,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,25743198208.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,3,10.320214|3.000000,1.8466260433197021,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,52216033280.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,4,10.320214|3.000000,1.8811421394348145,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,66561757184.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,5,10.320214|3.000000,1.8528430461883545,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,58992566272.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,6,10.320214|3.000000,1.9518139362335205,3.0,9.419763|3.000000,9.456949|5.000000,8.478389|5.000000,5,51776045056.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,7,10.320214|3.000000,1.8465368747711182,3.0,9.419763|3.000000,9.456949|5.000000,8.478389|5.000000,5,75957157888.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,8,10.320214|3.000000,1.9326269626617432,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,99215237120.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,9,10.320214|3.000000,1.9651861190795898,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,74463051776.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,10,10.320214|3.000000,2.1068930625915527,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,42797002752.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,11,10.320214|3.000000,2.1232120990753174,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,19173830656.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,12,10.320214|3.000000,2.145479917526245,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,85329035264.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,13,10.320214|3.000000,2.4469640254974365,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,63691423744.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,14,10.320214|3.000000,2.7327020168304443,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,43681947648.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,15,10.320214|3.000000,3.051635980606079,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,83324493824.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,16,10.320214|3.000000,3.2321770191192627,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,81884807168.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,17,10.320214|3.000000,3.043306827545166,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,89904947200.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,18,10.320214|3.000000,3.2732889652252197,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,32341129216.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,19,10.320214|3.000000,3.3809573650360107,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,75212251136.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,20,10.320214|3.000000,3.415019989013672,3.0,9.419763|3.000000,8.932714|7.000000,7.966451|7.000000,7,40295198720.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,21,10.320214|3.000000,3.2949161529541016,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,86738313216.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,22,10.320214|3.000000,3.2608699798583984,3.0,9.419763|3.000000,10.136877|7.000000,9.040632|7.000000,7,49078046720.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,23,10.320214|3.000000,3.2458808422088623,3.0,9.419763|3.000000,9.875964|11.000000,8.921452|11.000000,11,70789537792.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,24,10.320214|3.000000,3.1852219104766846,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,61998919680.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,25,10.320214|3.000000,3.2335238456726074,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,119288725504.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,26,10.320214|3.000000,3.0672969818115234,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,74588946432.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,27,10.320214|3.000000,3.09356689453125,3.0,9.419763|3.000000,8.287820|7.000000,7.104368|7.000000,7,103663247360.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,28,10.320214|3.000000,3.0829739570617676,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,27959.076172,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,29,10.320214|3.000000,3.164400100708008,3.0,9.419763|3.000000,8.287820|7.000000,7.104368|7.000000,7,70669606912.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,30,10.320214|3.000000,3.098580837249756,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,74126540800.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,31,10.320214|3.000000,3.0109968185424805,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,41455308800.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,32,10.320214|3.000000,2.9681851863861084,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,66261712896.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,33,10.320214|3.000000,3.071578025817871,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,46872272896.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,34,10.320214|3.000000,3.0351531505584717,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,69759311872.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,35,10.320214|3.000000,3.0657589435577393,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,42923171840.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,36,10.320214|3.000000,3.095302104949951,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,81061986304.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,37,10.320214|3.000000,3.186288833618164,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,91564400640.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,38,10.320214|3.000000,3.147596836090088,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,93731028992.000000,N/A,5
MOGP_GENERATIONAL,8566c4ee-ec36-11f0-939b-6e001b3eef54,Boston,74,39,10.320214|3.000000,3.2848870754241943,3.0,9.419763|3.000000,10.320214|3.000000,9.419763|3.000000,3,106668417024.000000,N/A,5
