MOGP_GENERATIONAL,ba917756-f36e-11f0-b094-6e001b3eef54,Boston,74,0,10.084611|3.000000,0.9663159847259521,3.0,10.135233|3.000000,N/A,N/A,0,243339870208.000000,N/A,5
MOGP_GENERATIONAL,ba917756-f36e-11f0-b094-6e001b3eef54,Boston,74,1,10.586743|3.000000,0.02554011344909668,3.0,11.041170|3.000000,10.586743|3.000000,11.041170|3.000000,3,90125189120.000000,N/A,5
MOGP_GENERATIONAL,ba917756-f36e-11f0-b094-6e001b3eef54,Boston,74,2,10.114962|3.000000,0.018364906311035156,3.0,10.542561|3.000000,9.723466|5.000000,10.118485|5.000000,5,45468577792.000000,N/A,5
MOGP_GENERATIONAL,ba917756-f36e-11f0-b094-6e001b3eef54,Boston,74,3,10.059022|3.000000,0.02469801902770996,3.0,10.056275|3.000000,10.059022|3.000000,10.056275|3.000000,3,74432159744.000000,N/A,5
MOGP_GENERATIONAL,ba917756-f36e-11f0-b094-6e001b3eef54,Boston,74,4,10.084611|3.000000,0.02547311782836914,3.0,10.135233|3.000000,10.037171|5.000000,10.076187|5.000000,5,72631836672.000000,N/A,5
MOGP_GENERATIONAL,ba917756-f36e-11f0-b094-6e001b3eef54,Boston,74,5,10.084611|3.000000,0.015651702880859375,3.0,10.135233|3.000000,10.084611|3.000000,10.135233|3.000000,3,74855112704.000000,N/A,5
MOGP_GENERATIONAL,ba917756-f36e-11f0-b094-6e001b3eef54,Boston,74,6,10.059022|3.000000,0.016875028610229492,3.0,10.056275|3.000000,10.059022|3.000000,10.056275|3.000000,3,58125090816.000000,N/A,5
MOGP_GENERATIONAL,ba917756-f36e-11f0-b094-6e001b3eef54,Boston,74,7,10.084611|3.000000,0.015606880187988281,3.0,10.135233|3.000000,10.084611|3.000000,10.135233|3.000000,3,88357642240.000000,N/A,5
MOGP_GENERATIONAL,ba917756-f36e-11f0-b094-6e001b3eef54,Boston,74,8,10.084611|3.000000,0.015558719635009766,3.0,10.135233|3.000000,10.084611|3.000000,10.135233|3.000000,3,110139965440.000000,N/A,5
MOGP_GENERATIONAL,ba917756-f36e-11f0-b094-6e001b3eef54,Boston,74,9,10.059022|3.000000,0.01920008659362793,3.0,10.056275|3.000000,10.059022|3.000000,10.056275|3.000000,3,75493187584.000000,N/A,5
MOGP_GENERATIONAL,ba917756-f36e-11f0-b094-6e001b3eef54,Boston,74,10,10.084611|3.000000,0.015677928924560547,3.0,10.135233|3.000000,10.084611|3.000000,10.135233|3.000000,3,75661025280.000000,N/A,5
MOGP_GENERATIONAL,ba917756-f36e-11f0-b094-6e001b3eef54,Boston,74,11,10.084611|3.000000,0.015532970428466797,3.0,10.135233|3.000000,7.999949|7.000000,7.835304|7.000000,7,25318936576.000000,N/A,5
