MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,0,9.410894|3.000000,1.0299067497253418,3.0,9.785963|3.000000,N/A,N/A,0,244138475520.000000,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,1,4.521828|3.000000,4.250615119934082,3.0,4.604887|3.000000,4.521828|3.000000,4.604887|3.000000,3,3.905017,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,2,4.521828|3.000000,3.992169141769409,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,4.093771,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,3,4.521828|3.000000,4.096720933914185,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,3.579269,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,4,4.521828|3.000000,4.059862852096558,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,2.737981,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,5,4.521828|3.000000,4.047584056854248,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,2.338390,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,6,4.521828|3.000000,4.164050102233887,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,2.325800,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,7,4.521828|3.000000,4.319814920425415,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,2.227656,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,8,4.521828|3.000000,4.684041976928711,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,1.897589,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,9,4.521828|3.000000,5.318711757659912,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,0.289451,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,10,4.521828|3.000000,6.474028825759888,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,0.000498,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,11,4.521828|3.000000,6.4723219871521,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,0.000498,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,12,4.521828|3.000000,6.908557176589966,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,0.000498,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,13,4.521828|3.000000,6.608743190765381,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,0.000498,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,14,4.521828|3.000000,6.779155969619751,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,0.000498,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,15,4.521828|3.000000,6.761289358139038,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,0.000498,N/A,5
MOGP_NSGAII,cc3ce504-f33b-11f0-94e0-6e001b3eef54,Cooling,74,16,4.521828|3.000000,6.572913885116577,3.0,4.604887|3.000000,4.511857|7.000000,5.045111|7.000000,7,0.000498,N/A,5
