MOGP_NSGAII,3fc0dad6-eb89-11f0-906c-6e001b3eef54,Toxicity,74,0,2740.102051|3.000000|0.000000,1.4571828842163086,3.0,2291.254150|3.000000|0.000000,N/A,N/A,0,158528045056.000000,N/A,5
MOGP_NSGAII,3fc0dad6-eb89-11f0-906c-6e001b3eef54,Toxicity,74,1,2600.876221|3.000000|0.000000,5.87163233757019,3.0,2155.895264|3.000000|0.000000,2320.007568|15.000000|6.000000,1769.922852|15.000000|6.000000,15,2014929.625000,N/A,5
MOGP_NSGAII,3fc0dad6-eb89-11f0-906c-6e001b3eef54,Toxicity,74,2,2148.691406|3.000000|0.000000,5.6609649658203125,3.0,1926.962402|3.000000|0.000000,2148.691406|3.000000|0.000000,1926.962402|3.000000|0.000000,3,2017377.500000,N/A,5
MOGP_NSGAII,3fc0dad6-eb89-11f0-906c-6e001b3eef54,Toxicity,74,3,2148.691406|3.000000|0.000000,5.541414022445679,3.0,1926.962402|3.000000|0.000000,2148.691406|3.000000|0.000000,1926.962402|3.000000|0.000000,3,2182301.250000,N/A,5
MOGP_NSGAII,3fc0dad6-eb89-11f0-906c-6e001b3eef54,Toxicity,74,4,2148.691406|3.000000|0.000000,5.5864577293396,3.0,1926.962402|3.000000|0.000000,2148.691406|3.000000|0.000000,1926.962402|3.000000|0.000000,3,124.679665,N/A,5
MOGP_NSGAII,3fc0dad6-eb89-11f0-906c-6e001b3eef54,Toxicity,74,5,2148.691406|3.000000|0.000000,5.951755046844482,3.0,1926.962402|3.000000|0.000000,2148.691406|3.000000|0.000000,1926.962402|3.000000|0.000000,3,135.519440,N/A,5
MOGP_NSGAII,3fc0dad6-eb89-11f0-906c-6e001b3eef54,Toxicity,74,6,2148.691406|3.000000|0.000000,5.995875835418701,3.0,1926.962402|3.000000|0.000000,2148.691406|3.000000|0.000000,1926.962402|3.000000|0.000000,3,134.029205,N/A,5
MOGP_NSGAII,3fc0dad6-eb89-11f0-906c-6e001b3eef54,Toxicity,74,7,2148.691406|3.000000|0.000000,6.083503007888794,3.0,1926.962402|3.000000|0.000000,2148.691406|3.000000|0.000000,1926.962402|3.000000|0.000000,3,139.747925,N/A,5
MOGP_NSGAII,3fc0dad6-eb89-11f0-906c-6e001b3eef54,Toxicity,74,8,2148.691406|3.000000|0.000000,6.2956953048706055,3.0,1926.962402|3.000000|0.000000,2148.691406|3.000000|0.000000,1926.962402|3.000000|0.000000,3,144.930176,N/A,5
MOGP_NSGAII,3fc0dad6-eb89-11f0-906c-6e001b3eef54,Toxicity,74,9,2148.691406|3.000000|0.000000,6.301217079162598,3.0,1926.962402|3.000000|0.000000,2148.691406|3.000000|0.000000,1926.962402|3.000000|0.000000,3,147.930084,N/A,5
MOGP_NSGAII,3fc0dad6-eb89-11f0-906c-6e001b3eef54,Toxicity,74,10,2148.691406|3.000000|0.000000,6.517625093460083,3.0,1926.962402|3.000000|0.000000,2148.691406|3.000000|0.000000,1926.962402|3.000000|0.000000,3,124.437706,N/A,5
MOGP_NSGAII,3fc0dad6-eb89-11f0-906c-6e001b3eef54,Toxicity,74,11,2148.691406|3.000000|0.000000,7.254359245300293,3.0,1926.962402|3.000000|0.000000,2148.691406|3.000000|0.000000,1926.962402|3.000000|0.000000,3,113.477501,N/A,5
