MOGP_GENERATIONAL,a373565a-f0f0-11f0-b3ac-6e001b3eef54,Cooling,74,0,9.595319|3.000000|0.000000|0.000000|0.000000,1.395401954650879,3.0,9.360374|3.000000|0.000000|0.000000|0.000000,N/A,N/A,0,244276576256.000000,9.595319|3.000000|0.000000|0.000000|0.000000,5
MOGP_GENERATIONAL,a373565a-f0f0-11f0-b3ac-6e001b3eef54,Cooling,74,1,9.595319|3.000000|0.000000|0.000000|0.000000,0.05751919746398926,3.0,9.360374|3.000000|0.000000|0.000000|0.000000,4.577525|3.000000|1.000000|0.000000|0.000000,4.475134|3.000000|1.000000|0.000000|0.000000,3,106596155392.000000,9.595319|3.000000|0.000000|0.000000|0.000000,5
MOGP_GENERATIONAL,a373565a-f0f0-11f0-b3ac-6e001b3eef54,Cooling,74,2,9.584749|3.000000|0.000000|0.000000|0.000000,0.07830119132995605,3.0,9.354374|3.000000|0.000000|0.000000|0.000000,5.859558|3.000000|1.000000|0.000000|0.000000,5.476576|3.000000|1.000000|0.000000|0.000000,3,91284504576.000000,9.595319|3.000000|0.000000|0.000000|0.000000,5
MOGP_GENERATIONAL,a373565a-f0f0-11f0-b3ac-6e001b3eef54,Cooling,74,3,9.584749|3.000000|0.000000|0.000000|0.000000,0.12749910354614258,3.0,9.354374|3.000000|0.000000|0.000000|0.000000,6.536364|5.000000|2.000000|0.000000|0.000000,6.251379|5.000000|2.000000|0.000000|0.000000,5,71720837120.000000,9.595319|3.000000|0.000000|0.000000|0.000000,5
MOGP_GENERATIONAL,a373565a-f0f0-11f0-b3ac-6e001b3eef54,Cooling,74,4,9.584749|3.000000|0.000000|0.000000|0.000000,0.06334280967712402,3.0,9.354374|3.000000|0.000000|0.000000|0.000000,4.577525|3.000000|1.000000|0.000000|0.000000,4.475134|3.000000|1.000000|0.000000|0.000000,3,95626551296.000000,9.595319|3.000000|0.000000|0.000000|0.000000,5
MOGP_GENERATIONAL,a373565a-f0f0-11f0-b3ac-6e001b3eef54,Cooling,74,5,9.584749|3.000000|0.000000|0.000000|0.000000,0.06879401206970215,3.0,9.354374|3.000000|0.000000|0.000000|0.000000,7.446757|5.000000|2.000000|0.000000|0.000000,7.545172|5.000000|2.000000|0.000000|0.000000,5,100389052416.000000,9.595319|3.000000|0.000000|0.000000|0.000000,5
MOGP_GENERATIONAL,a373565a-f0f0-11f0-b3ac-6e001b3eef54,Cooling,74,6,9.584749|3.000000|0.000000|0.000000|0.000000,0.07910299301147461,3.0,9.354374|3.000000|0.000000|0.000000|0.000000,8.045548|5.000000|2.000000|0.000000|0.000000,7.341160|5.000000|2.000000|0.000000|0.000000,5,97627021312.000000,9.595319|3.000000|0.000000|0.000000|0.000000,5
MOGP_GENERATIONAL,a373565a-f0f0-11f0-b3ac-6e001b3eef54,Cooling,74,7,9.584749|3.000000|0.000000|0.000000|0.000000,0.06659913063049316,3.0,9.354374|3.000000|0.000000|0.000000|0.000000,9.584749|3.000000|0.000000|0.000000|0.000000,9.354374|3.000000|0.000000|0.000000|0.000000,3,98822504448.000000,9.595319|3.000000|0.000000|0.000000|0.000000,5
MOGP_GENERATIONAL,a373565a-f0f0-11f0-b3ac-6e001b3eef54,Cooling,74,8,9.584749|3.000000|0.000000|0.000000|0.000000,0.06513309478759766,3.0,9.354374|3.000000|0.000000|0.000000|0.000000,5.859558|7.000000|1.000000|0.000000|0.000000,5.476576|7.000000|1.000000|0.000000|0.000000,7,73776635904.000000,9.595319|3.000000|0.000000|0.000000|0.000000,5
MOGP_GENERATIONAL,a373565a-f0f0-11f0-b3ac-6e001b3eef54,Cooling,74,9,9.584749|3.000000|0.000000|0.000000|0.000000,0.0657339096069336,3.0,9.354374|3.000000|0.000000|0.000000|0.000000,5.859558|7.000000|1.000000|0.000000|0.000000,5.476576|7.000000|1.000000|0.000000|0.000000,7,60727492608.000000,9.595319|3.000000|0.000000|0.000000|0.000000,5
MOGP_GENERATIONAL,a373565a-f0f0-11f0-b3ac-6e001b3eef54,Cooling,74,10,9.584749|3.000000|0.000000|0.000000|0.000000,0.07048916816711426,3.0,9.354374|3.000000|0.000000|0.000000|0.000000,4.475556|5.000000|1.000000|0.000000|0.000000,4.153815|5.000000|1.000000|0.000000|0.000000,5,102138298368.000000,9.595319|3.000000|0.000000|0.000000|0.000000,5
