MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,0,10.057483|3.000000,0.7791621685028076,3.0,10.197821|3.000000,N/A,N/A,0,242463866880.000000,N/A,5
MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,1,10.057483|3.000000,0.018784046173095703,3.0,10.197821|3.000000,10.057483|3.000000,10.197821|3.000000,3,89553051648.000000,N/A,5
MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,2,9.997134|5.000000,0.018025875091552734,5.0,10.168463|5.000000,9.997134|5.000000,10.168463|5.000000,5,83842842624.000000,N/A,5
MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,3,9.997134|5.000000,0.01731085777282715,5.0,10.168463|5.000000,9.997134|5.000000,10.168463|5.000000,5,113578000384.000000,N/A,5
MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,4,9.984059|3.000000,0.016560077667236328,3.0,10.738124|3.000000,9.984059|3.000000,10.738124|3.000000,3,56879190016.000000,N/A,5
MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,5,9.984059|3.000000,0.017112016677856445,3.0,10.738124|3.000000,9.984059|3.000000,10.738124|3.000000,3,56001630208.000000,N/A,5
MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,6,9.341909|3.000000,0.01612114906311035,3.0,9.901591|3.000000,9.341909|3.000000,9.901591|3.000000,3,72126464000.000000,N/A,5
MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,7,8.623509|3.000000,0.016858816146850586,3.0,8.836260|3.000000,8.623509|3.000000,8.836260|3.000000,3,87510491136.000000,N/A,5
MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,8,8.623509|3.000000,0.016119956970214844,3.0,8.836260|3.000000,8.623509|3.000000,8.836260|3.000000,3,69576769536.000000,N/A,5
MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,9,6.744547|7.000000,0.01546621322631836,7.0,7.861723|7.000000,6.744547|7.000000,7.861723|7.000000,7,79799664640.000000,N/A,5
MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,10,6.744547|7.000000,0.015505075454711914,7.0,7.861723|7.000000,6.744547|7.000000,7.861723|7.000000,7,68491599872.000000,N/A,5
MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,11,6.744547|7.000000,0.015949010848999023,7.0,7.861723|7.000000,6.744547|7.000000,7.861723|7.000000,7,76899434496.000000,N/A,5
MOGP_GENERATIONAL,b64b2f5c-f378-11f0-b6d3-6e001b3eef54,Boston,74,12,6.744547|7.000000,0.015896081924438477,7.0,7.861723|7.000000,6.744547|7.000000,7.861723|7.000000,7,30028197888.000000,N/A,5
