MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,0,2605.660400|3.000000|0.000000,1.1362419128417969,3.0,2626.747070|3.000000|0.000000,N/A,N/A,0,159340298240.000000,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,1,2466.593018|3.000000|0.000000,4.487271070480347,3.0,2492.008057|3.000000|0.000000,2156.678467|15.000000|6.000000,2193.453125|15.000000|6.000000,15,2014940.625000,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,2,2108.182129|3.000000|0.000000,4.249722003936768,3.0,2150.449219|3.000000|0.000000,2108.182129|3.000000|0.000000,2150.449219|3.000000|0.000000,3,2014930.750000,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,3,2108.182129|3.000000|0.000000,4.25802206993103,3.0,2150.449219|3.000000|0.000000,2108.182129|3.000000|0.000000,2150.449219|3.000000|0.000000,3,2180144.750000,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,4,2108.182129|3.000000|0.000000,4.226990222930908,3.0,2150.449219|3.000000|0.000000,2073.020752|7.000000|1.000000,2091.542969|7.000000|1.000000,7,132.682312,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,5,2064.866699|3.000000|0.000000,4.55938196182251,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,133.735718,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,6,2064.866699|3.000000|0.000000,4.528223991394043,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,132.281754,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,7,2064.866699|3.000000|0.000000,4.812776327133179,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,141.450241,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,8,2064.866699|3.000000|0.000000,5.244369029998779,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,147.322906,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,9,2064.866699|3.000000|0.000000,6.210700035095215,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,161.395325,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,10,2064.866699|3.000000|0.000000,5.781062126159668,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,168.649902,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,11,2064.866699|3.000000|0.000000,5.3146820068359375,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,149.818741,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,12,2064.866699|3.000000|0.000000,5.420188903808594,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,75.144547,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,13,2064.866699|3.000000|0.000000,6.5575408935546875,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,36.412106,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,14,2064.866699|3.000000|0.000000,7.418910980224609,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,40.929539,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,15,2064.866699|3.000000|0.000000,7.258277177810669,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,48.278358,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,16,2064.866699|3.000000|0.000000,7.090101957321167,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,57.624943,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,17,2064.866699|3.000000|0.000000,6.496937990188599,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,69.186745,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,18,2064.866699|3.000000|0.000000,5.97422981262207,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,75.627113,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,19,2064.866699|3.000000|0.000000,6.148366928100586,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,60.280640,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,20,2064.866699|3.000000|0.000000,7.031933069229126,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,0.000244,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,21,2064.866699|3.000000|0.000000,8.344886779785156,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,0.000244,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,22,2064.866699|3.000000|0.000000,8.065063953399658,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,0.000244,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,23,2064.866699|3.000000|0.000000,8.29498291015625,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,0.000244,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,24,2064.866699|3.000000|0.000000,8.544423341751099,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,0.000244,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,25,2064.866699|3.000000|0.000000,8.114251136779785,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,0.000244,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,26,2064.866699|3.000000|0.000000,8.64989686012268,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,0.000244,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,27,2064.866699|3.000000|0.000000,8.19077205657959,3.0,2126.981934|3.000000|0.000000,2064.866699|3.000000|0.000000,2126.981934|3.000000|0.000000,3,0.000244,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,28,2064.866699|3.000000|0.000000,8.270254135131836,3.0,2126.981934|3.000000|0.000000,2043.922607|5.000000|1.000000,2149.936768|5.000000|1.000000,5,1.045895,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,29,2064.866699|3.000000|0.000000,8.438970804214478,3.0,2126.981934|3.000000|0.000000,2043.922607|5.000000|1.000000,2149.936768|5.000000|1.000000,5,1.045895,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,30,2064.866699|3.000000|0.000000,8.315248012542725,3.0,2126.981934|3.000000|0.000000,2043.922607|5.000000|1.000000,2149.936768|5.000000|1.000000,5,1.045895,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,31,2064.866699|3.000000|0.000000,8.148056983947754,3.0,2126.981934|3.000000|0.000000,2043.922607|5.000000|1.000000,2149.936768|5.000000|1.000000,5,1.045895,N/A,5
MOGP_NSGAII,d3e969f4-f236-11f0-b8d8-6e001b3eef54,Toxicity,74,32,2064.866699|3.000000|0.000000,8.19481372833252,3.0,2126.981934|3.000000|0.000000,2043.922607|5.000000|1.000000,2149.936768|5.000000|1.000000,5,1.045895,N/A,5
