MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,0,10.002121|3.000000,1.2184398174285889,3.0,10.323853|3.000000,N/A,N/A,0,243509788672.000000,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,1,9.914573|3.000000,4.870687961578369,3.0,10.384994|3.000000,9.914573|3.000000,10.384994|3.000000,3,3.424521,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,2,9.914573|3.000000,4.717972993850708,3.0,10.384994|3.000000,8.761148|9.000000,9.184683|9.000000,9,3.255278,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,3,9.914573|3.000000,4.656659126281738,3.0,10.384994|3.000000,8.761148|9.000000,9.184683|9.000000,9,2.701722,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,4,7.772037|3.000000,4.619468688964844,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,2.342487,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,5,7.772037|3.000000,4.648587703704834,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,1.664810,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,6,7.772037|3.000000,4.737035036087036,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,0.863068,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,7,7.772037|3.000000,4.78250789642334,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,0.599596,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,8,7.772037|3.000000,4.8378050327301025,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,0.531227,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,9,7.772037|3.000000,5.047719240188599,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,0.428201,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,10,7.772037|3.000000,5.50429368019104,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,0.388282,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,11,7.772037|3.000000,6.000840902328491,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,0.384809,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,12,7.772037|3.000000,6.8970723152160645,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,0.395445,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,13,7.772037|3.000000,6.917412281036377,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,0.437052,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,14,7.772037|3.000000,7.179035186767578,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,0.466380,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,15,7.772037|3.000000,6.726394891738892,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,0.502378,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,16,7.772037|3.000000,6.605875015258789,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,0.528346,N/A,5
MOGP_NSGAII,bd85e806-eacd-11f0-bd89-6e001b3eef54,Boston,74,17,7.772037|3.000000,6.799599885940552,3.0,8.352465|3.000000,7.772037|3.000000,8.352465|3.000000,3,0.645776,N/A,5
