MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,0,10.630888|3.000000,0.9392688274383545,3.0,8.738861|3.000000,N/A,N/A,0,242323357696.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,1,11.378238|3.000000,0.017516136169433594,3.0,11.590651|3.000000,11.378238|3.000000,11.590651|3.000000,3,68612784128.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,2,10.630888|3.000000,0.028171062469482422,3.0,8.738861|3.000000,10.630888|3.000000,8.738861|3.000000,3,102425346048.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,3,10.630888|3.000000,0.017138004302978516,3.0,8.738861|3.000000,10.630888|3.000000,8.738861|3.000000,3,42072285184.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,4,9.194775|3.000000,0.01614999771118164,3.0,7.373816|3.000000,9.194775|3.000000,7.373816|3.000000,3,59799683072.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,5,10.514915|3.000000,0.02263784408569336,3.0,9.523428|3.000000,10.514915|3.000000,9.523428|3.000000,3,79195897856.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,6,9.837084|3.000000,0.01665186882019043,3.0,8.713416|3.000000,9.837084|3.000000,8.713416|3.000000,3,60106190848.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,7,10.514915|3.000000,0.0221250057220459,3.0,9.523428|3.000000,10.514915|3.000000,9.523428|3.000000,3,84272652288.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,8,10.514915|3.000000,0.01728510856628418,3.0,9.523428|3.000000,10.514915|3.000000,9.523428|3.000000,3,85679169536.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,9,10.514915|3.000000,0.015136003494262695,3.0,9.523428|3.000000,10.514915|3.000000,9.523428|3.000000,3,48450641920.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,10,10.514915|3.000000,0.014726877212524414,3.0,9.523428|3.000000,10.514915|3.000000,9.523428|3.000000,3,49995145216.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,11,10.514915|3.000000,0.015336036682128906,3.0,9.523428|3.000000,10.514915|3.000000,9.523428|3.000000,3,96097124352.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,12,10.514915|3.000000,0.015542030334472656,3.0,9.523428|3.000000,10.514915|3.000000,9.523428|3.000000,3,73036963840.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,13,10.514915|3.000000,0.02295398712158203,3.0,9.523428|3.000000,10.514915|3.000000,9.523428|3.000000,3,110153818112.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,14,10.514915|3.000000,0.019906997680664062,3.0,9.523428|3.000000,10.514915|3.000000,9.523428|3.000000,3,78506188800.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,15,10.514915|3.000000,0.01456904411315918,3.0,9.523428|3.000000,7.330043|7.000000,6.527996|7.000000,7,47839940608.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,16,10.630888|3.000000,0.024363040924072266,3.0,8.738861|3.000000,8.681686|7.000000,7.234715|7.000000,7,67916288000.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,17,10.887359|3.000000,0.022642850875854492,3.0,9.516112|3.000000,10.132589|7.000000,7.954389|7.000000,7,91867136000.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,18,10.910078|3.000000,0.01594710350036621,3.0,8.497751|3.000000,10.910078|3.000000,8.497751|3.000000,3,93068681216.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,19,10.910078|3.000000,0.02407217025756836,3.0,8.497751|3.000000,10.910078|3.000000,8.497751|3.000000,3,47691280384.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,20,10.910078|3.000000,0.01578497886657715,3.0,8.497751|3.000000,10.910078|3.000000,8.497751|3.000000,3,56390905856.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,21,10.910078|3.000000,0.015356063842773438,3.0,8.497751|3.000000,10.910078|3.000000,8.497751|3.000000,3,77178822656.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,22,10.910078|3.000000,0.0157468318939209,3.0,8.497751|3.000000,10.910078|3.000000,8.497751|3.000000,3,89488506880.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,23,10.910078|3.000000,0.022504091262817383,3.0,8.497751|3.000000,10.910078|3.000000,8.497751|3.000000,3,71245094912.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,24,10.910078|3.000000,0.014828920364379883,3.0,8.497751|3.000000,10.910078|3.000000,8.497751|3.000000,3,53737566208.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,25,10.910078|3.000000,0.01591777801513672,3.0,8.497751|3.000000,8.148418|7.000000,7.470492|7.000000,7,110317125632.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,26,10.910078|3.000000,0.015841960906982422,3.0,8.497751|3.000000,10.910078|3.000000,8.497751|3.000000,3,97959190528.000000,N/A,5
MOGP_GENERATIONAL,e8a76a62-f0f1-11f0-894a-6e001b3eef54,Boston,74,27,10.910078|3.000000,0.028855085372924805,3.0,8.497751|3.000000,10.910078|3.000000,8.497751|3.000000,3,49299566592.000000,N/A,5
