MOGP_GENERATIONAL,0c490852-ec7b-11f0-8585-6e001b3eef54,Boston,74,0,10.222268|3.000000,1.191422939300537,3.0,9.808805|3.000000,N/A,N/A,0,243307806720.000000,10.222268|3.000000,5
MOGP_GENERATIONAL,0c490852-ec7b-11f0-8585-6e001b3eef54,Boston,74,1,10.222268|3.000000,0.030393123626708984,3.0,9.808805|3.000000,10.222268|3.000000,9.808805|3.000000,3,70101278720.000000,10.222268|3.000000,5
MOGP_GENERATIONAL,0c490852-ec7b-11f0-8585-6e001b3eef54,Boston,74,2,10.022025|3.000000,0.025976896286010742,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,26018545664.000000,10.222268|3.000000,5
MOGP_GENERATIONAL,0c490852-ec7b-11f0-8585-6e001b3eef54,Boston,74,3,10.022025|3.000000,0.033844947814941406,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,51922087936.000000,10.222268|3.000000,5
MOGP_GENERATIONAL,0c490852-ec7b-11f0-8585-6e001b3eef54,Boston,74,4,10.022025|3.000000,0.018676042556762695,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,81887387648.000000,10.222268|3.000000,5
MOGP_GENERATIONAL,0c490852-ec7b-11f0-8585-6e001b3eef54,Boston,74,5,10.022025|3.000000,0.028090715408325195,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,315.520844,10.222268|3.000000,5
MOGP_GENERATIONAL,0c490852-ec7b-11f0-8585-6e001b3eef54,Boston,74,6,10.022025|3.000000,0.024791240692138672,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,56182751232.000000,10.222268|3.000000,5
MOGP_GENERATIONAL,0c490852-ec7b-11f0-8585-6e001b3eef54,Boston,74,7,10.022025|3.000000,0.021589040756225586,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,103319601152.000000,10.222268|3.000000,5
MOGP_GENERATIONAL,0c490852-ec7b-11f0-8585-6e001b3eef54,Boston,74,8,10.022025|3.000000,0.020857810974121094,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,84690460672.000000,10.222268|3.000000,5
MOGP_GENERATIONAL,0c490852-ec7b-11f0-8585-6e001b3eef54,Boston,74,9,10.022025|3.000000,0.01731109619140625,3.0,10.141938|3.000000,9.198658|5.000000,9.214591|5.000000,5,87456956416.000000,10.222268|3.000000,5
MOGP_GENERATIONAL,0c490852-ec7b-11f0-8585-6e001b3eef54,Boston,74,10,10.022025|3.000000,0.020298004150390625,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,76471672832.000000,10.222268|3.000000,5
MOGP_GENERATIONAL,0c490852-ec7b-11f0-8585-6e001b3eef54,Boston,74,11,10.022025|3.000000,0.01608109474182129,3.0,10.141938|3.000000,10.022025|3.000000,10.141938|3.000000,3,58294145024.000000,10.222268|3.000000,5
