MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,0,9.701890|5.000000,1.1641879081726074,5.0,11.121959|5.000000,N/A,N/A,0,244178026496.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,1,9.701890|5.000000,0.03504371643066406,5.0,11.121959|5.000000,9.701890|5.000000,11.121959|5.000000,5,92207808512.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,2,8.660140|5.000000,0.02585124969482422,5.0,10.773922|5.000000,8.660140|5.000000,10.773922|5.000000,5,115555844096.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,3,8.660140|5.000000,0.025331974029541016,5.0,10.773922|5.000000,8.660140|5.000000,10.773922|5.000000,5,69960720384.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,4,8.660140|5.000000,0.027219057083129883,5.0,10.773922|5.000000,8.660140|5.000000,10.773922|5.000000,5,56182456320.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,5,8.660140|5.000000,0.024925947189331055,5.0,10.773922|5.000000,8.660140|5.000000,10.773922|5.000000,5,70590562304.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,6,8.660140|5.000000,0.022275924682617188,5.0,10.773922|5.000000,8.660140|5.000000,10.773922|5.000000,5,55737761792.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,7,8.660140|5.000000,0.016691207885742188,5.0,10.773922|5.000000,8.660140|5.000000,10.773922|5.000000,5,69036703744.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,8,8.660140|5.000000,0.02421092987060547,5.0,10.773922|5.000000,8.660140|5.000000,10.773922|5.000000,5,105893814272.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,9,8.660140|5.000000,0.023096084594726562,5.0,10.773922|5.000000,8.660140|5.000000,10.773922|5.000000,5,50924400640.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,10,8.660140|5.000000,0.024610042572021484,5.0,10.773922|5.000000,8.660140|5.000000,10.773922|5.000000,5,95839696.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,11,8.660140|5.000000,0.023839950561523438,5.0,10.773922|5.000000,8.660140|5.000000,10.773922|5.000000,5,69518008320.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,12,8.660140|5.000000,0.02274322509765625,5.0,10.773922|5.000000,8.660140|5.000000,10.773922|5.000000,5,67819155456.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,13,7.751232|15.000000,0.018337011337280273,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,79377727488.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,14,7.751232|15.000000,0.016743898391723633,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,76471115776.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,15,7.751232|15.000000,0.02298116683959961,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,80873578496.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,16,7.751232|15.000000,0.0233461856842041,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,90287218688.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,17,7.751232|15.000000,0.02011275291442871,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,88990367744.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,18,7.751232|15.000000,0.02422809600830078,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,99727392768.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,19,7.751232|15.000000,0.023310184478759766,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,59029753856.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,20,7.751232|15.000000,0.023808956146240234,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,74222436352.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,21,7.751232|15.000000,0.024660110473632812,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,26140307456.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,22,7.751232|15.000000,0.024143218994140625,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,116810448896.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,23,7.751232|15.000000,0.02265024185180664,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,107010.851562,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,24,7.751232|15.000000,0.023827075958251953,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,68079710208.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,25,7.751232|15.000000,0.024713993072509766,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,69663842304.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,26,7.751232|15.000000,0.01636505126953125,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,62714904576.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,27,7.751232|15.000000,0.02281808853149414,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,66210476032.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,28,7.751232|15.000000,0.023260116577148438,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,1440812.250000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,29,7.751232|15.000000,0.027179956436157227,15.0,7.879416|15.000000,7.751232|15.000000,7.879416|15.000000,15,68741496832.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,30,7.201349|7.000000,0.02428412437438965,7.0,6.853476|7.000000,7.201349|7.000000,6.853476|7.000000,7,93060415488.000000,N/A,5
MOGP_GENERATIONAL,282734ec-f24b-11f0-b61d-6e001b3eef54,Boston,74,31,7.201349|7.000000,0.02294301986694336,7.0,6.853476|7.000000,7.201349|7.000000,6.853476|7.000000,7,71316488192.000000,N/A,5
