MOGP_NSGAII,4e5bdaa6-eb38-11f0-8f16-6e001b3eef54,Toxicity,74,0,2613.955078|3.000000|0.000000,1.4990978240966797,3.0,2607.758545|3.000000|0.000000,N/A,N/A,0,159240716288.000000,N/A,5
MOGP_NSGAII,4e5bdaa6-eb38-11f0-8f16-6e001b3eef54,Toxicity,74,1,2480.992188|3.000000|0.000000,5.94045615196228,3.0,2458.973633|3.000000|0.000000,2187.691406|15.000000|6.000000,2121.773682|15.000000|6.000000,15,2014942.750000,N/A,5
MOGP_NSGAII,4e5bdaa6-eb38-11f0-8f16-6e001b3eef54,Toxicity,74,2,2147.515137|3.000000|0.000000,5.704479932785034,3.0,2059.160889|3.000000|0.000000,2147.515137|3.000000|0.000000,2059.160889|3.000000|0.000000,3,2014939.625000,N/A,5
MOGP_NSGAII,4e5bdaa6-eb38-11f0-8f16-6e001b3eef54,Toxicity,74,3,2147.515137|3.000000|0.000000,5.630619049072266,3.0,2059.160889|3.000000|0.000000,2127.722656|3.000000|1.000000,2217.306885|3.000000|1.000000,3,2014924.875000,N/A,5
MOGP_NSGAII,4e5bdaa6-eb38-11f0-8f16-6e001b3eef54,Toxicity,74,4,2138.746826|3.000000|0.000000,5.746690034866333,3.0,1952.195312|3.000000|0.000000,2127.722656|3.000000|1.000000,2217.306885|3.000000|1.000000,3,143.656494,N/A,5
MOGP_NSGAII,4e5bdaa6-eb38-11f0-8f16-6e001b3eef54,Toxicity,74,5,2138.746826|3.000000|0.000000,6.1688392162323,3.0,1952.195312|3.000000|0.000000,2127.722656|3.000000|1.000000,2217.306885|3.000000|1.000000,3,150.216812,N/A,5
MOGP_NSGAII,4e5bdaa6-eb38-11f0-8f16-6e001b3eef54,Toxicity,74,6,2138.746826|3.000000|0.000000,6.257637023925781,3.0,1952.195312|3.000000|0.000000,2127.722656|3.000000|1.000000,2217.306885|3.000000|1.000000,3,148.179871,N/A,5
MOGP_NSGAII,4e5bdaa6-eb38-11f0-8f16-6e001b3eef54,Toxicity,74,7,2138.746826|3.000000|0.000000,6.172388076782227,3.0,1952.195312|3.000000|0.000000,2127.722656|3.000000|1.000000,2217.306885|3.000000|1.000000,3,149.283508,N/A,5
MOGP_NSGAII,4e5bdaa6-eb38-11f0-8f16-6e001b3eef54,Toxicity,74,8,2138.746826|3.000000|0.000000,6.459857940673828,3.0,1952.195312|3.000000|0.000000,2127.722656|3.000000|1.000000,2217.306885|3.000000|1.000000,3,157.116043,N/A,5
MOGP_NSGAII,4e5bdaa6-eb38-11f0-8f16-6e001b3eef54,Toxicity,74,9,2138.746826|3.000000|0.000000,6.5795769691467285,3.0,1952.195312|3.000000|0.000000,2127.722656|3.000000|1.000000,2217.306885|3.000000|1.000000,3,158.050690,N/A,5
MOGP_NSGAII,4e5bdaa6-eb38-11f0-8f16-6e001b3eef54,Toxicity,74,10,2138.746826|3.000000|0.000000,6.800161123275757,3.0,1952.195312|3.000000|0.000000,2127.722656|3.000000|1.000000,2217.306885|3.000000|1.000000,3,159.396866,N/A,5
MOGP_NSGAII,4e5bdaa6-eb38-11f0-8f16-6e001b3eef54,Toxicity,74,11,2138.746826|3.000000|0.000000,6.333785057067871,3.0,1952.195312|3.000000|0.000000,2127.722656|3.000000|1.000000,2217.306885|3.000000|1.000000,3,144.562332,N/A,5
