MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,0,2222.380127|3.000000,0.9524409770965576,3.0,2548.802979|3.000000,N/A,N/A,0,159267536896.000000,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,1,2222.380127|3.000000,3.854541778564453,3.0,2548.802979|3.000000,2024.459839|13.000000,2465.137207|13.000000,13,57.497684,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,2,2165.011963|3.000000,3.356142997741699,3.0,2441.455078|3.000000,2023.006592|17.000000,2472.874756|17.000000,17,79.323517,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,3,2103.500977|3.000000,4.045891046524048,3.0,2319.932861|3.000000,2023.006592|17.000000,2472.874756|17.000000,17,83.006630,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,4,2103.500977|3.000000,4.953562021255493,3.0,2319.932861|3.000000,1919.694580|5.000000,2231.050293|5.000000,5,85.587349,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,5,2079.000488|3.000000,3.991119861602783,3.0,2340.260986|3.000000,1919.694580|5.000000,2231.050293|5.000000,5,86.954330,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,6,2079.000488|3.000000,4.05436897277832,3.0,2340.260986|3.000000,1919.694580|5.000000,2231.050293|5.000000,5,77.223419,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,7,2075.509033|3.000000,3.204061985015869,3.0,2362.475830|3.000000,1919.694580|5.000000,2231.050293|5.000000,5,73.509499,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,8,2075.509033|3.000000,3.719589948654175,3.0,2362.475830|3.000000,1876.417358|17.000000,2331.819580|17.000000,17,70.520287,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,9,2075.509033|3.000000,4.868708848953247,3.0,2362.475830|3.000000,1876.417358|17.000000,2331.819580|17.000000,17,66.107498,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,10,2075.509033|3.000000,3.9653539657592773,3.0,2362.475830|3.000000,1876.160278|13.000000,2331.787109|13.000000,13,59.365585,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,11,2075.509033|3.000000,3.6926538944244385,3.0,2362.475830|3.000000,1876.005371|19.000000,2331.712891|19.000000,19,63.692120,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,12,2075.509033|3.000000,3.7604846954345703,3.0,2362.475830|3.000000,1876.005371|19.000000,2331.712891|19.000000,19,68.586548,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,13,2075.509033|3.000000,3.7362828254699707,3.0,2362.475830|3.000000,1876.005371|19.000000,2331.712891|19.000000,19,71.210991,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,14,2075.509033|3.000000,3.6953611373901367,3.0,2362.475830|3.000000,1860.565186|15.000000,2327.975098|15.000000,15,77.615555,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,15,2075.509033|3.000000,3.7738840579986572,3.0,2362.475830|3.000000,1860.565186|15.000000,2327.975098|15.000000,15,82.748886,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,16,2075.509033|3.000000,3.7261838912963867,3.0,2362.475830|3.000000,1860.565186|15.000000,2327.975098|15.000000,15,81.121948,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,17,2075.509033|3.000000,3.9543070793151855,3.0,2362.475830|3.000000,1860.565186|15.000000,2327.975098|15.000000,15,71.555000,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,18,2075.509033|3.000000,4.2338879108428955,3.0,2362.475830|3.000000,1860.565186|15.000000,2327.975098|15.000000,15,71.907784,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,19,2075.509033|3.000000,4.58229398727417,3.0,2362.475830|3.000000,1860.565186|15.000000,2327.975098|15.000000,15,54.468468,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,20,2075.509033|3.000000,5.117849826812744,3.0,2362.475830|3.000000,1860.565186|15.000000,2327.975098|15.000000,15,56.596375,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,21,2075.509033|3.000000,4.859127044677734,3.0,2362.475830|3.000000,1860.565186|15.000000,2327.975098|15.000000,15,58.599503,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,22,2075.509033|3.000000,4.589025020599365,3.0,2362.475830|3.000000,1860.565186|15.000000,2327.975098|15.000000,15,60.486462,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,23,2075.509033|3.000000,4.441103219985962,3.0,2362.475830|3.000000,1856.923950|15.000000,2324.483398|15.000000,15,48.411980,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,24,2075.509033|3.000000,4.335216760635376,3.0,2362.475830|3.000000,1856.923950|15.000000,2324.483398|15.000000,15,49.555458,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,25,2075.509033|3.000000,4.5033111572265625,3.0,2362.475830|3.000000,1856.923950|15.000000,2324.483398|15.000000,15,50.932796,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,26,2075.509033|3.000000,4.674132823944092,3.0,2362.475830|3.000000,1856.923950|15.000000,2324.483398|15.000000,15,43.659851,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,27,2075.509033|3.000000,5.461824893951416,3.0,2362.475830|3.000000,1856.923950|15.000000,2324.483398|15.000000,15,44.392746,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,28,2075.509033|3.000000,5.4260358810424805,3.0,2362.475830|3.000000,1856.734375|17.000000,2337.148682|17.000000,17,45.904644,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,29,2075.509033|3.000000,5.283545017242432,3.0,2362.475830|3.000000,1856.734375|17.000000,2337.148682|17.000000,17,48.794647,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,30,2075.509033|3.000000,5.219858884811401,3.0,2362.475830|3.000000,1856.734375|17.000000,2337.148682|17.000000,17,50.033176,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,31,2075.509033|3.000000,4.9820780754089355,3.0,2362.475830|3.000000,1856.734375|17.000000,2337.148682|17.000000,17,51.237099,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,32,2064.235352|3.000000,4.919583082199097,3.0,2373.541748|3.000000,1807.408325|13.000000,2337.726318|13.000000,13,58.273991,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,33,2064.235352|3.000000,4.631500005722046,3.0,2373.541748|3.000000,1807.408325|13.000000,2337.726318|13.000000,13,64.169136,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,34,2064.235352|3.000000,4.418569087982178,3.0,2373.541748|3.000000,1807.408325|13.000000,2337.726318|13.000000,13,67.690262,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,35,2064.235352|3.000000,4.560135841369629,3.0,2373.541748|3.000000,1807.408325|13.000000,2337.726318|13.000000,13,70.075401,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,36,2064.235352|3.000000,4.157858848571777,3.0,2373.541748|3.000000,1807.408325|13.000000,2337.726318|13.000000,13,70.717934,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,37,2064.235352|3.000000,4.361889600753784,3.0,2373.541748|3.000000,1785.550171|13.000000,2342.210693|13.000000,13,66.033478,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,38,2064.235352|3.000000,5.261379957199097,3.0,2373.541748|3.000000,1785.550171|13.000000,2342.210693|13.000000,13,35.493904,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,39,2064.235352|3.000000,5.448267936706543,3.0,2373.541748|3.000000,1785.550171|13.000000,2342.210693|13.000000,13,39.500683,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,40,2064.235352|3.000000,5.014281988143921,3.0,2373.541748|3.000000,1781.992065|13.000000,2341.535400|13.000000,13,38.717110,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,41,2064.235352|3.000000,4.690694332122803,3.0,2373.541748|3.000000,1781.992065|13.000000,2341.535400|13.000000,13,41.716003,N/A,5
MOGP_NSGAII,f7209af6-f04b-11f0-a0ff-6e001b3eef54,Toxicity,74,42,2064.235352|3.000000,4.839399814605713,3.0,2373.541748|3.000000,1781.992065|13.000000,2341.535400|13.000000,13,41.723774,N/A,5
