MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,0,19.242271|3.000000|0.000000,1.4020438194274902,3.0,21.024189|3.000000|0.000000,N/A,N/A,0,244178026496.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,1,9.317049|3.000000|0.000000,1.3521149158477783,3.0,9.955996|3.000000|0.000000,9.317049|3.000000|0.000000,9.955996|3.000000|0.000000,3,125637599232.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,2,9.054296|3.000000|0.000000,1.3996050357818604,3.0,9.862382|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,73636814848.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,3,9.054296|3.000000|0.000000,1.4325480461120605,3.0,9.862382|3.000000|0.000000,9.054296|3.000000|0.000000,9.862382|3.000000|0.000000,3,98865733632.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,4,9.054296|3.000000|0.000000,1.4999198913574219,3.0,9.862382|3.000000|0.000000,9.054296|3.000000|0.000000,9.862382|3.000000|0.000000,3,72919670784.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,5,9.054296|3.000000|0.000000,1.4719760417938232,3.0,9.862382|3.000000|0.000000,9.054296|3.000000|0.000000,9.862382|3.000000|0.000000,3,28576884736.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,6,9.054296|3.000000|0.000000,1.6026177406311035,3.0,9.862382|3.000000|0.000000,9.054296|3.000000|0.000000,9.862382|3.000000|0.000000,3,57766498304.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,7,9.054296|3.000000|0.000000,1.594322919845581,3.0,9.862382|3.000000|0.000000,9.054296|3.000000|0.000000,9.862382|3.000000|0.000000,3,86202253312.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,8,9.054296|3.000000|0.000000,1.573441982269287,3.0,9.862382|3.000000|0.000000,9.054296|3.000000|0.000000,9.862382|3.000000|0.000000,3,72962686976.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,9,8.916218|3.000000|0.000000,1.6388201713562012,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,64664109056.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,10,8.916218|3.000000|0.000000,1.7425098419189453,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,66178588672.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,11,8.916218|3.000000|0.000000,1.8358409404754639,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,63057936384.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,12,8.916218|3.000000|0.000000,2.2184958457946777,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,82690367488.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,13,8.916218|3.000000|0.000000,2.6121890544891357,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,96162611200.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,14,8.916218|3.000000|0.000000,2.8878140449523926,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,70527467520.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,15,8.916218|3.000000|0.000000,3.0879170894622803,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,68983365632.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,16,8.916218|3.000000|0.000000,3.2283120155334473,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,56414609408.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,17,8.916218|3.000000|0.000000,3.2652220726013184,3.0,10.183358|3.000000|0.000000,8.234361|7.000000|1.000000,8.500808|7.000000|1.000000,7,91399651328.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,18,8.916218|3.000000|0.000000,3.034365177154541,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,26140305408.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,19,8.916218|3.000000|0.000000,3.2512969970703125,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,940.387939,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,20,8.916218|3.000000|0.000000,3.2575297355651855,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,54094176256.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,21,8.916218|3.000000|0.000000,3.297109842300415,3.0,10.183358|3.000000|0.000000,8.512265|7.000000|2.000000,8.974770|7.000000|2.000000,7,43737362432.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,22,8.916218|3.000000|0.000000,3.1078879833221436,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,96725417984.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,23,8.916218|3.000000|0.000000,3.217108964920044,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,85736235008.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,24,8.916218|3.000000|0.000000,3.1072471141815186,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,61110951936.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,25,8.916218|3.000000|0.000000,3.1017370223999023,3.0,10.183358|3.000000|0.000000,8.380405|7.000000|1.000000,8.838232|7.000000|1.000000,7,51734749184.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,26,8.916218|3.000000|0.000000,3.1161677837371826,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,75994537984.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,27,8.916218|3.000000|0.000000,3.2008678913116455,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,38900760576.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,28,8.916218|3.000000|0.000000,3.182111978530884,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,22533476352.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,29,8.916218|3.000000|0.000000,3.2087910175323486,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,98187968512.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,30,8.916218|3.000000|0.000000,3.091456890106201,3.0,10.183358|3.000000|0.000000,8.034352|7.000000|1.000000,8.805813|7.000000|1.000000,7,112362561536.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,31,8.916218|3.000000|0.000000,3.1153151988983154,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,18828630016.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,32,8.916218|3.000000|0.000000,3.107555866241455,3.0,10.183358|3.000000|0.000000,8.850200|7.000000|0.000000,9.977777|7.000000|0.000000,7,58444177408.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,33,8.916218|3.000000|0.000000,3.132075071334839,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,85287075840.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,34,8.916218|3.000000|0.000000,3.0753068923950195,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,89007202304.000000,N/A,5
MOGP_GENERATIONAL,6674ab9c-f248-11f0-b54a-6e001b3eef54,Boston,74,35,8.916218|3.000000|0.000000,3.1433968544006348,3.0,10.183358|3.000000|0.000000,8.916218|3.000000|0.000000,10.183358|3.000000|0.000000,3,57926860800.000000,N/A,5
