MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,0,10.381579|3.000000,1.0328960418701172,3.0,9.411060|3.000000,N/A,N/A,0,243397705728.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,1,10.381579|3.000000,1.03059983253479,3.0,9.411060|3.000000,10.381579|3.000000,9.411060|3.000000,3,69320220672.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,2,10.307343|3.000000,1.1179077625274658,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,26290984960.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,3,10.307343|3.000000,1.088007926940918,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,52246339584.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,4,10.307343|3.000000,1.1189560890197754,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,65898962944.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,5,10.307343|3.000000,1.095569133758545,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,57985413120.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,6,10.307343|3.000000,1.1071417331695557,3.0,9.452528|3.000000,9.362617|5.000000,8.718807|5.000000,5,62953033728.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,7,10.307343|3.000000,1.1099848747253418,3.0,9.452528|3.000000,9.197011|5.000000,8.523029|5.000000,5,62177431552.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,8,10.307343|3.000000,1.1100208759307861,3.0,9.452528|3.000000,9.750780|5.000000,8.675707|5.000000,5,31116681216.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,9,10.307343|3.000000,1.116729736328125,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,25471877120.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,10,10.307343|3.000000,1.134227991104126,3.0,9.452528|3.000000,8.113361|7.000000,7.558832|7.000000,7,79784591360.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,11,10.307343|3.000000,1.1487231254577637,3.0,9.452528|3.000000,9.352217|7.000000,8.782649|7.000000,7,86313828352.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,12,10.307343|3.000000,1.1625099182128906,3.0,9.452528|3.000000,8.275216|5.000000,8.430040|5.000000,5,71782965248.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,13,10.307343|3.000000,1.172806978225708,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,58663350272.000000,N/A,5
MOGP_GENERATIONAL,473b079e-ebea-11f0-8585-6e001b3eef54,Boston,74,14,10.307343|3.000000,1.2190768718719482,3.0,9.452528|3.000000,10.296622|7.000000,10.163390|7.000000,7,72484569088.000000,N/A,5
