MOGP_GENERATIONAL,dd11faaa-ec28-11f0-ade0-6e001b3eef54,Toxicity,74,0,2320.828125|3.000000,1.9713037014007568,3.0,2338.710205|3.000000,N/A,N/A,0,159240716288.000000,N/A,5
MOGP_GENERATIONAL,dd11faaa-ec28-11f0-ade0-6e001b3eef54,Toxicity,74,1,2234.552979|3.000000,1.8420369625091553,3.0,2253.128906|3.000000,2187.691406|15.000000,2121.773682|15.000000,15,52142624768.000000,N/A,5
MOGP_GENERATIONAL,dd11faaa-ec28-11f0-ade0-6e001b3eef54,Toxicity,74,2,2155.087402|3.000000,1.9219672679901123,3.0,2294.320801|3.000000,2155.087402|3.000000,2294.320801|3.000000,3,5573432832.000000,N/A,5
MOGP_GENERATIONAL,dd11faaa-ec28-11f0-ade0-6e001b3eef54,Toxicity,74,3,2155.087402|3.000000,1.89827299118042,3.0,2294.320801|3.000000,2125.647217|5.000000,2217.715088|5.000000,5,48441032704.000000,N/A,5
MOGP_GENERATIONAL,dd11faaa-ec28-11f0-ade0-6e001b3eef54,Toxicity,74,4,2155.087402|3.000000,1.9245610237121582,3.0,2294.320801|3.000000,2155.087402|3.000000,2294.320801|3.000000,3,58793238528.000000,N/A,5
MOGP_GENERATIONAL,dd11faaa-ec28-11f0-ade0-6e001b3eef54,Toxicity,74,5,2155.087402|3.000000,1.885833978652954,3.0,2294.320801|3.000000,2155.087402|3.000000,2294.320801|3.000000,3,37266886656.000000,N/A,5
MOGP_GENERATIONAL,dd11faaa-ec28-11f0-ade0-6e001b3eef54,Toxicity,74,6,2155.087402|3.000000,1.8877391815185547,3.0,2294.320801|3.000000,2155.087402|3.000000,2294.320801|3.000000,3,71128481792.000000,N/A,5
MOGP_GENERATIONAL,dd11faaa-ec28-11f0-ade0-6e001b3eef54,Toxicity,74,7,2127.722656|3.000000,1.87320876121521,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,9642315776.000000,N/A,5
MOGP_GENERATIONAL,dd11faaa-ec28-11f0-ade0-6e001b3eef54,Toxicity,74,8,2127.722656|3.000000,1.9219839572906494,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,49630158848.000000,N/A,5
MOGP_GENERATIONAL,dd11faaa-ec28-11f0-ade0-6e001b3eef54,Toxicity,74,9,2127.722656|3.000000,1.8964049816131592,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,7822806528.000000,N/A,5
MOGP_GENERATIONAL,dd11faaa-ec28-11f0-ade0-6e001b3eef54,Toxicity,74,10,2127.722656|3.000000,1.8963592052459717,3.0,2217.306885|3.000000,2120.259033|5.000000,2177.984375|5.000000,5,55021887488.000000,N/A,5
MOGP_GENERATIONAL,dd11faaa-ec28-11f0-ade0-6e001b3eef54,Toxicity,74,11,2127.722656|3.000000,1.903106927871704,3.0,2217.306885|3.000000,2127.722656|3.000000,2217.306885|3.000000,3,37618888704.000000,N/A,5
