MOGP_NSGAII,2f4aae0c-f011-11f0-b9e8-6e001b3eef54,Boston,74,0,10.288237|3.000000,0.966264009475708,3.0,9.646839|3.000000,N/A,N/A,0,243726123008.000000,N/A,5
MOGP_NSGAII,2f4aae0c-f011-11f0-b9e8-6e001b3eef54,Boston,74,1,10.288237|3.000000,3.9340250492095947,3.0,9.646839|3.000000,9.592007|5.000000,11.341761|5.000000,5,3.081796,N/A,5
MOGP_NSGAII,2f4aae0c-f011-11f0-b9e8-6e001b3eef54,Boston,74,2,9.671574|3.000000,3.770319938659668,3.0,9.134744|3.000000,9.542358|5.000000,9.160194|5.000000,5,3.310630,N/A,5
MOGP_NSGAII,2f4aae0c-f011-11f0-b9e8-6e001b3eef54,Boston,74,3,9.671574|3.000000,3.7733678817749023,3.0,9.134744|3.000000,9.542358|5.000000,9.160194|5.000000,5,2.737391,N/A,5
MOGP_NSGAII,2f4aae0c-f011-11f0-b9e8-6e001b3eef54,Boston,74,4,9.671574|3.000000,3.7886900901794434,3.0,9.134744|3.000000,9.542358|5.000000,9.160194|5.000000,5,2.025598,N/A,5
MOGP_NSGAII,2f4aae0c-f011-11f0-b9e8-6e001b3eef54,Boston,74,5,9.671574|3.000000,3.8325681686401367,3.0,9.134744|3.000000,9.542358|5.000000,9.160194|5.000000,5,1.021972,N/A,5
MOGP_NSGAII,2f4aae0c-f011-11f0-b9e8-6e001b3eef54,Boston,74,6,9.671574|3.000000,3.7550148963928223,3.0,9.134744|3.000000,9.542358|5.000000,9.160194|5.000000,5,0.468497,N/A,5
MOGP_NSGAII,2f4aae0c-f011-11f0-b9e8-6e001b3eef54,Boston,74,7,9.671574|3.000000,3.8518190383911133,3.0,9.134744|3.000000,9.542358|5.000000,9.160194|5.000000,5,0.366768,N/A,5
MOGP_NSGAII,2f4aae0c-f011-11f0-b9e8-6e001b3eef54,Boston,74,8,9.671574|3.000000,3.9539358615875244,3.0,9.134744|3.000000,9.542358|5.000000,9.160194|5.000000,5,0.224787,N/A,5
MOGP_NSGAII,2f4aae0c-f011-11f0-b9e8-6e001b3eef54,Boston,74,9,9.671574|3.000000,4.288425922393799,3.0,9.134744|3.000000,8.721512|5.000000,8.225554|5.000000,5,0.136712,N/A,5
MOGP_NSGAII,2f4aae0c-f011-11f0-b9e8-6e001b3eef54,Boston,74,10,9.671574|3.000000,5.038938760757446,3.0,9.134744|3.000000,8.721512|5.000000,8.225554|5.000000,5,0.109995,N/A,5
MOGP_NSGAII,2f4aae0c-f011-11f0-b9e8-6e001b3eef54,Boston,74,11,9.671574|3.000000,5.863825082778931,3.0,9.134744|3.000000,8.721512|5.000000,8.225554|5.000000,5,0.109995,N/A,5
