MOGP_GENERATIONAL,f21e5b48-f194-11f0-9cc4-6e001b3eef54,Toxicity,74,0,2436.964355|3.000000,1.2124381065368652,3.0,2049.641602|3.000000,N/A,N/A,0,159356289024.000000,N/A,5
MOGP_GENERATIONAL,f21e5b48-f194-11f0-9cc4-6e001b3eef54,Toxicity,74,1,2358.052490|3.000000,0.028483152389526367,3.0,1942.797119|3.000000,2358.052490|3.000000,1942.797119|3.000000,3,42215342080.000000,N/A,5
MOGP_GENERATIONAL,f21e5b48-f194-11f0-9cc4-6e001b3eef54,Toxicity,74,2,2420.924316|3.000000,0.07919788360595703,3.0,1993.023804|3.000000,2420.924316|3.000000,1993.023804|3.000000,3,88937111552.000000,N/A,5
MOGP_GENERATIONAL,f21e5b48-f194-11f0-9cc4-6e001b3eef54,Toxicity,74,3,2351.039795|3.000000,0.027612924575805664,3.0,1973.318848|3.000000,2351.039795|3.000000,1973.318848|3.000000,3,64791465984.000000,N/A,5
MOGP_GENERATIONAL,f21e5b48-f194-11f0-9cc4-6e001b3eef54,Toxicity,74,4,2331.046143|3.000000,0.02042698860168457,3.0,1926.027100|3.000000,2331.046143|3.000000,1926.027100|3.000000,3,57047998464.000000,N/A,5
MOGP_GENERATIONAL,f21e5b48-f194-11f0-9cc4-6e001b3eef54,Toxicity,74,5,2279.981689|3.000000,0.02686023712158203,3.0,1905.827148|3.000000,2279.981689|3.000000,1905.827148|3.000000,3,13159429120.000000,N/A,5
MOGP_GENERATIONAL,f21e5b48-f194-11f0-9cc4-6e001b3eef54,Toxicity,74,6,2279.981689|3.000000,0.03667807579040527,3.0,1905.827148|3.000000,2279.981689|3.000000,1905.827148|3.000000,3,106271997952.000000,N/A,5
MOGP_GENERATIONAL,f21e5b48-f194-11f0-9cc4-6e001b3eef54,Toxicity,74,7,2279.981689|3.000000,0.0196230411529541,3.0,1905.827148|3.000000,2279.981689|3.000000,1905.827148|3.000000,3,50006704128.000000,N/A,5
MOGP_GENERATIONAL,f21e5b48-f194-11f0-9cc4-6e001b3eef54,Toxicity,74,8,2279.981689|3.000000,0.020360946655273438,3.0,1905.827148|3.000000,2279.981689|3.000000,1905.827148|3.000000,3,38353281024.000000,N/A,5
MOGP_GENERATIONAL,f21e5b48-f194-11f0-9cc4-6e001b3eef54,Toxicity,74,9,2279.981689|3.000000,0.023080825805664062,3.0,1905.827148|3.000000,2279.981689|3.000000,1905.827148|3.000000,3,54415794176.000000,N/A,5
MOGP_GENERATIONAL,f21e5b48-f194-11f0-9cc4-6e001b3eef54,Toxicity,74,10,2279.981689|3.000000,0.03818917274475098,3.0,1905.827148|3.000000,2279.981689|3.000000,1905.827148|3.000000,3,92046237696.000000,N/A,5
MOGP_GENERATIONAL,f21e5b48-f194-11f0-9cc4-6e001b3eef54,Toxicity,74,11,2299.870850|3.000000,0.026920318603515625,3.0,1986.828003|3.000000,2247.538330|7.000000,1906.546021|7.000000,7,49630158848.000000,N/A,5
