MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,0,2511.405762|3.000000|0.000000,1.2580711841583252,3.0,2829.676514|3.000000|0.000000,N/A,N/A,0,160188727296.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,1,2376.116699|3.000000|0.000000,1.3094098567962646,3.0,2686.261230|3.000000|0.000000,2265.685547|3.000000|1.000000,2541.933594|3.000000|1.000000,3,106689830912.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,2,2235.125000|3.000000|0.000000,1.2190449237823486,3.0,2532.190674|3.000000|0.000000,2112.875000|3.000000|1.000000,2375.942383|3.000000|1.000000,3,95183282176.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,3,2139.340332|3.000000|0.000000,1.2068800926208496,3.0,2422.573730|3.000000|0.000000,2093.507568|3.000000|1.000000,2307.968018|3.000000|1.000000,3,128482508800.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,4,2139.340332|3.000000|0.000000,1.2335481643676758,3.0,2422.573730|3.000000|0.000000,2134.707275|7.000000|1.000000,2352.179932|7.000000|1.000000,7,103733403648.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,5,2039.166748|3.000000|0.000000,1.2288529872894287,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,52459753472.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,6,2039.166748|3.000000|0.000000,1.2556049823760986,3.0,2298.162842|3.000000|0.000000,2028.275635|7.000000|2.000000,2720.520752|7.000000|2.000000,7,40976408576.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,7,2039.166748|3.000000|0.000000,1.3509278297424316,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,42346663936.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,8,2039.166748|3.000000|0.000000,1.3614239692687988,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,27908155392.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,9,2039.166748|3.000000|0.000000,1.472844123840332,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,19609532416.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,10,2039.166748|3.000000|0.000000,1.676581859588623,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,7814169600.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,11,2039.166748|3.000000|0.000000,1.9178681373596191,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,93652598784.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,12,2039.166748|3.000000|0.000000,2.225231885910034,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,97878441984.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,13,2039.166748|3.000000|0.000000,2.4515719413757324,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,6811577856.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,14,2039.166748|3.000000|0.000000,2.768136978149414,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,1482988288.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,15,2039.166748|3.000000|0.000000,2.6692240238189697,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,54401437696.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,16,2039.166748|3.000000|0.000000,2.861698865890503,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,66292957184.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,17,2039.166748|3.000000|0.000000,2.6732540130615234,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,49454415872.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,18,2039.166748|3.000000|0.000000,2.702582836151123,3.0,2298.162842|3.000000|0.000000,2014.935303|7.000000|1.000000,2162.794922|7.000000|1.000000,7,4203181056.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,19,2039.166748|3.000000|0.000000,2.627707004547119,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,65671553024.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,20,2039.166748|3.000000|0.000000,2.769176959991455,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,85734113280.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,21,2039.166748|3.000000|0.000000,2.6717591285705566,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,78960689152.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,22,2039.166748|3.000000|0.000000,2.6811628341674805,3.0,2298.162842|3.000000|0.000000,1960.257324|7.000000|0.000000,2153.253418|7.000000|0.000000,7,68295143424.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,23,2039.166748|3.000000|0.000000,2.670159101486206,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,49937424384.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,24,2039.166748|3.000000|0.000000,3.2881081104278564,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,51708829696.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,25,2039.166748|3.000000|0.000000,2.8266499042510986,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,67640569856.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,26,2039.166748|3.000000|0.000000,2.6988720893859863,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,38481117184.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,27,2039.166748|3.000000|0.000000,2.931759834289551,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,73624813568.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,28,2039.166748|3.000000|0.000000,2.7570950984954834,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,68361129984.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,29,2039.166748|3.000000|0.000000,2.7824201583862305,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,56227880960.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,30,2039.166748|3.000000|0.000000,2.7565128803253174,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,64432394240.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,31,2039.166748|3.000000|0.000000,2.8088619709014893,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,49784045568.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,32,2039.166748|3.000000|0.000000,2.8927669525146484,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,92179734528.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,33,2039.166748|3.000000|0.000000,2.699960708618164,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,49165582336.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,34,2039.166748|3.000000|0.000000,2.7340471744537354,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,72553938944.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,35,2039.166748|3.000000|0.000000,3.4602701663970947,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,60961026048.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,36,2039.166748|3.000000|0.000000,3.1478378772735596,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,80013369344.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,37,2039.166748|3.000000|0.000000,2.7656428813934326,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,40092164096.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,38,2039.166748|3.000000|0.000000,2.88918399810791,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,53554659328.000000,N/A,5
MOGP_GENERATIONAL,5df9bda2-efa2-11f0-82d9-6e001b3eef54,Toxicity,74,39,2039.166748|3.000000|0.000000,2.60331392288208,3.0,2298.162842|3.000000|0.000000,2039.166748|3.000000|0.000000,2298.162842|3.000000|0.000000,3,99346046976.000000,N/A,5
