MOGP_GENERATIONAL,cb84df0a-eacf-11f0-81bf-6e001b3eef54,Boston,74,0,10.194349|3.000000,0.925767183303833,3.0,9.876244|3.000000,N/A,N/A,0,242997575680.000000,N/A,5
MOGP_GENERATIONAL,cb84df0a-eacf-11f0-81bf-6e001b3eef54,Boston,74,1,10.194349|3.000000,0.01942586898803711,3.0,9.876244|3.000000,10.194349|3.000000,9.876244|3.000000,3,93485031424.000000,N/A,5
MOGP_GENERATIONAL,cb84df0a-eacf-11f0-81bf-6e001b3eef54,Boston,74,2,9.693395|3.000000,0.018165111541748047,3.0,9.080716|3.000000,9.693395|3.000000,9.080716|3.000000,3,85656731648.000000,N/A,5
MOGP_GENERATIONAL,cb84df0a-eacf-11f0-81bf-6e001b3eef54,Boston,74,3,9.693395|3.000000,0.017726898193359375,3.0,9.080716|3.000000,9.693395|3.000000,9.080716|3.000000,3,77170999296.000000,N/A,5
MOGP_GENERATIONAL,cb84df0a-eacf-11f0-81bf-6e001b3eef54,Boston,74,4,9.693395|3.000000,0.018740177154541016,3.0,9.080716|3.000000,9.693395|3.000000,9.080716|3.000000,3,84671905792.000000,N/A,5
MOGP_GENERATIONAL,cb84df0a-eacf-11f0-81bf-6e001b3eef54,Boston,74,5,8.724792|3.000000,0.01662588119506836,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,63724838912.000000,N/A,5
MOGP_GENERATIONAL,cb84df0a-eacf-11f0-81bf-6e001b3eef54,Boston,74,6,8.724792|3.000000,0.016618013381958008,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,85870026752.000000,N/A,5
MOGP_GENERATIONAL,cb84df0a-eacf-11f0-81bf-6e001b3eef54,Boston,74,7,8.724792|3.000000,0.017332792282104492,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,75370291200.000000,N/A,5
MOGP_GENERATIONAL,cb84df0a-eacf-11f0-81bf-6e001b3eef54,Boston,74,8,8.724792|3.000000,0.016196250915527344,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,100390699008.000000,N/A,5
MOGP_GENERATIONAL,cb84df0a-eacf-11f0-81bf-6e001b3eef54,Boston,74,9,8.724792|3.000000,0.015592813491821289,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,56681197568.000000,N/A,5
MOGP_GENERATIONAL,cb84df0a-eacf-11f0-81bf-6e001b3eef54,Boston,74,10,8.724792|3.000000,0.01538991928100586,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,89341804544.000000,N/A,5
MOGP_GENERATIONAL,cb84df0a-eacf-11f0-81bf-6e001b3eef54,Boston,74,11,8.724792|3.000000,0.022716045379638672,3.0,7.713575|3.000000,8.724792|3.000000,7.713575|3.000000,3,35564457984.000000,N/A,5
