MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,0,9.708685|3.000000,1.269435167312622,3.0,10.956835|3.000000,N/A,N/A,0,244178026496.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,1,9.708685|3.000000,1.1660821437835693,3.0,10.956835|3.000000,9.708685|3.000000,10.956835|3.000000,3,92207808512.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,2,9.708685|3.000000,1.2133369445800781,3.0,10.956835|3.000000,8.660140|5.000000,10.773922|5.000000,5,113930960896.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,3,9.708067|3.000000,1.3017830848693848,3.0,10.829839|3.000000,9.708067|3.000000,10.829839|3.000000,3,56028516352.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,4,9.317049|3.000000,1.290006160736084,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,83452608512.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,5,9.317049|3.000000,1.2161879539489746,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,95029821440.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,6,9.317049|3.000000,1.246236801147461,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,37030727680.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,7,9.317049|3.000000,1.2453081607818604,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,96248963072.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,8,9.317049|3.000000,1.2505080699920654,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,109411557376.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,9,9.317049|3.000000,1.257336139678955,3.0,9.955996|3.000000,9.229838|5.000000,9.914437|5.000000,5,7600.400879,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,10,9.317049|3.000000,1.2441799640655518,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,53991399424.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,11,9.317049|3.000000,1.33837890625,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,56535638016.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,12,9.317049|3.000000,1.3232462406158447,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,76795830272.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,13,9.317049|3.000000,1.3808009624481201,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,54940422144.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,14,9.317049|3.000000,1.5676398277282715,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,72595406848.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,15,9.317049|3.000000,1.7284588813781738,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,56522530816.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,16,9.317049|3.000000,2.0127151012420654,3.0,9.955996|3.000000,8.257778|11.000000,8.888638|11.000000,11,44421521408.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,17,9.317049|3.000000,2.201606273651123,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,51231825920.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,18,9.317049|3.000000,2.300081253051758,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,87063617536.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,19,9.317049|3.000000,2.43516206741333,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,60425678848.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,20,9.317049|3.000000,2.250723123550415,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,61546160128.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,21,9.317049|3.000000,2.349976062774658,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,58572054528.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,22,9.317049|3.000000,2.2479000091552734,3.0,9.955996|3.000000,9.038034|11.000000,11.358815|11.000000,11,67987267584.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,23,9.317049|3.000000,2.2336819171905518,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,93040754688.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,24,9.317049|3.000000,2.3193328380584717,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,93797842944.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,25,9.317049|3.000000,2.2712738513946533,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,66892492800.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,26,9.317049|3.000000,2.264328956604004,3.0,9.955996|3.000000,7.903931|7.000000,8.059058|7.000000,7,86185517056.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,27,9.317049|3.000000,2.3770480155944824,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,80461422592.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,28,9.317049|3.000000,2.385193109512329,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,49716932608.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,29,9.317049|3.000000,2.341355800628662,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,33683781632.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,30,9.317049|3.000000,2.3331546783447266,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,49937428480.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,31,9.317049|3.000000,2.3050289154052734,3.0,9.955996|3.000000,7.903931|7.000000,8.059058|7.000000,7,114736996352.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,32,9.317049|3.000000,2.2165651321411133,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,61315977216.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,33,9.317049|3.000000,2.333573818206787,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,49103990784.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,34,9.317049|3.000000,2.387443780899048,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,62902751232.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,35,9.317049|3.000000,2.2678122520446777,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,107525439488.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,36,9.317049|3.000000,2.2114248275756836,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,74241990656.000000,N/A,5
MOGP_GENERATIONAL,9207efa2-f23f-11f0-b54a-6e001b3eef54,Boston,74,37,9.317049|3.000000,2.2881479263305664,3.0,9.955996|3.000000,9.317049|3.000000,9.955996|3.000000,3,85624832000.000000,N/A,5
