MOGP_GENERATIONAL,d39b220c-f23c-11f0-a4fb-6e001b3eef54,Toxicity,74,0,2280.793213|3.000000,1.0532481670379639,3.0,2427.448242|3.000000,N/A,N/A,0,159955009536.000000,N/A,5
MOGP_GENERATIONAL,d39b220c-f23c-11f0-a4fb-6e001b3eef54,Toxicity,74,1,2177.845947|3.000000,0.028712987899780273,3.0,2377.187744|3.000000,2177.845947|3.000000,2377.187744|3.000000,3,53611991040.000000,N/A,5
MOGP_GENERATIONAL,d39b220c-f23c-11f0-a4fb-6e001b3eef54,Toxicity,74,2,2106.697510|3.000000,0.020630836486816406,3.0,2262.927734|3.000000,2106.697510|3.000000,2262.927734|3.000000,3,53940465664.000000,N/A,5
MOGP_GENERATIONAL,d39b220c-f23c-11f0-a4fb-6e001b3eef54,Toxicity,74,3,2106.697510|3.000000,0.03044605255126953,3.0,2262.927734|3.000000,2106.697510|3.000000,2262.927734|3.000000,3,56157401088.000000,N/A,5
MOGP_GENERATIONAL,d39b220c-f23c-11f0-a4fb-6e001b3eef54,Toxicity,74,4,2135.070557|3.000000,0.02927708625793457,3.0,2328.461182|3.000000,2104.043945|5.000000,2258.656250|5.000000,5,25374382080.000000,N/A,5
MOGP_GENERATIONAL,d39b220c-f23c-11f0-a4fb-6e001b3eef54,Toxicity,74,5,2105.489502|3.000000,0.020206689834594727,3.0,2285.246338|3.000000,2105.489502|3.000000,2285.246338|3.000000,3,47099535360.000000,N/A,5
MOGP_GENERATIONAL,d39b220c-f23c-11f0-a4fb-6e001b3eef54,Toxicity,74,6,2156.722168|3.000000,0.021866321563720703,3.0,2331.123291|3.000000,2145.143066|5.000000,2258.373047|5.000000,5,53711003648.000000,N/A,5
MOGP_GENERATIONAL,d39b220c-f23c-11f0-a4fb-6e001b3eef54,Toxicity,74,7,2159.443115|3.000000,0.021821260452270508,3.0,2284.899170|3.000000,2159.443115|3.000000,2284.899170|3.000000,3,45656121344.000000,N/A,5
MOGP_GENERATIONAL,d39b220c-f23c-11f0-a4fb-6e001b3eef54,Toxicity,74,8,2106.697510|3.000000,0.021928071975708008,3.0,2262.927734|3.000000,2106.697510|3.000000,2262.927734|3.000000,3,45619126272.000000,N/A,5
MOGP_GENERATIONAL,d39b220c-f23c-11f0-a4fb-6e001b3eef54,Toxicity,74,9,2105.489502|3.000000,0.03773379325866699,3.0,2285.246338|3.000000,2105.489502|3.000000,2285.246338|3.000000,3,688366.500000,N/A,5
MOGP_GENERATIONAL,d39b220c-f23c-11f0-a4fb-6e001b3eef54,Toxicity,74,10,2106.697510|3.000000,0.02203226089477539,3.0,2262.927734|3.000000,2106.697510|3.000000,2262.927734|3.000000,3,59580817408.000000,N/A,5
MOGP_GENERATIONAL,d39b220c-f23c-11f0-a4fb-6e001b3eef54,Toxicity,74,11,2133.064453|3.000000,0.017675161361694336,3.0,2257.110840|3.000000,2133.064453|3.000000,2257.110840|3.000000,3,51646554112.000000,N/A,5
