MOGP_GENERATIONAL,b6d237ce-ec28-11f0-9443-6e001b3eef54,Toxicity,74,0,2421.651855|3.000000,1.845710039138794,3.0,2090.892578|3.000000,N/A,N/A,0,159291277312.000000,N/A,5
MOGP_GENERATIONAL,b6d237ce-ec28-11f0-9443-6e001b3eef54,Toxicity,74,1,2375.791260|3.000000,1.745880126953125,3.0,1892.532227|3.000000,2300.621826|15.000000,1827.093506|15.000000,15,51894566912.000000,N/A,5
MOGP_GENERATIONAL,b6d237ce-ec28-11f0-9443-6e001b3eef54,Toxicity,74,2,2280.620850|3.000000,1.8685390949249268,3.0,1897.204590|3.000000,2280.620850|3.000000,1897.204590|3.000000,3,52266831872.000000,N/A,5
MOGP_GENERATIONAL,b6d237ce-ec28-11f0-9443-6e001b3eef54,Toxicity,74,3,2280.620850|3.000000,1.788701057434082,3.0,1897.204590|3.000000,2280.620850|3.000000,1897.204590|3.000000,3,50707124224.000000,N/A,5
MOGP_GENERATIONAL,b6d237ce-ec28-11f0-9443-6e001b3eef54,Toxicity,74,4,2280.620850|3.000000,1.8048679828643799,3.0,1897.204590|3.000000,2280.620850|3.000000,1897.204590|3.000000,3,23423813632.000000,N/A,5
MOGP_GENERATIONAL,b6d237ce-ec28-11f0-9443-6e001b3eef54,Toxicity,74,5,2272.659668|3.000000,1.789179801940918,3.0,1858.024780|3.000000,2272.659668|3.000000,1858.024780|3.000000,3,5889262080.000000,N/A,5
MOGP_GENERATIONAL,b6d237ce-ec28-11f0-9443-6e001b3eef54,Toxicity,74,6,2272.659668|3.000000,1.8542888164520264,3.0,1858.024780|3.000000,2272.659668|3.000000,1858.024780|3.000000,3,51119616000.000000,N/A,5
MOGP_GENERATIONAL,b6d237ce-ec28-11f0-9443-6e001b3eef54,Toxicity,74,7,2272.659668|3.000000,1.773305892944336,3.0,1858.024780|3.000000,2272.659668|3.000000,1858.024780|3.000000,3,40056266752.000000,N/A,5
MOGP_GENERATIONAL,b6d237ce-ec28-11f0-9443-6e001b3eef54,Toxicity,74,8,2272.659668|3.000000,1.7669010162353516,3.0,1858.024780|3.000000,2272.659668|3.000000,1858.024780|3.000000,3,83596496.000000,N/A,5
MOGP_GENERATIONAL,b6d237ce-ec28-11f0-9443-6e001b3eef54,Toxicity,74,9,2272.659668|3.000000,1.8041479587554932,3.0,1858.024780|3.000000,2272.659668|3.000000,1858.024780|3.000000,3,55369666560.000000,N/A,5
MOGP_GENERATIONAL,b6d237ce-ec28-11f0-9443-6e001b3eef54,Toxicity,74,10,2272.659668|3.000000,1.8926589488983154,3.0,1858.024780|3.000000,2272.659668|3.000000,1858.024780|3.000000,3,75235041280.000000,N/A,5
MOGP_GENERATIONAL,b6d237ce-ec28-11f0-9443-6e001b3eef54,Toxicity,74,11,2272.659668|3.000000,1.860534906387329,3.0,1858.024780|3.000000,2272.659668|3.000000,1858.024780|3.000000,3,84802.609375,N/A,5
