MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,0,10.084611|3.000000,0.7648522853851318,3.0,10.135233|3.000000,N/A,N/A,0,243339870208.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,1,10.084611|3.000000,0.021802902221679688,3.0,10.135233|3.000000,10.084611|3.000000,10.135233|3.000000,3,90125189120.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,2,9.483975|3.000000,0.0180661678314209,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,92949667840.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,3,9.483975|3.000000,0.017665863037109375,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,114139627520.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,4,9.483975|3.000000,0.017893075942993164,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,69511356416.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,5,9.483975|3.000000,0.01595592498779297,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,56900276224.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,6,9.483975|3.000000,0.015594959259033203,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,56829841408.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,7,9.483975|3.000000,0.015451192855834961,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,103861297152.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,8,9.483975|3.000000,0.01491403579711914,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,71331733504.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,9,9.483975|3.000000,0.015097856521606445,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,84524228608.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,10,9.483975|3.000000,0.01486825942993164,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,78711791616.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,11,9.483975|3.000000,0.016561031341552734,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,96216784896.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,12,9.483975|3.000000,0.015230178833007812,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,35661275136.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,13,9.483975|3.000000,0.015784025192260742,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,61992816640.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,14,9.483975|3.000000,0.015208959579467773,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,86718963712.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,15,9.483975|3.000000,0.014234066009521484,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,95453200384.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,16,9.483975|3.000000,0.016079187393188477,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,93504339968.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,17,9.483975|3.000000,0.01502680778503418,3.0,9.581894|3.000000,9.483975|3.000000,9.581894|3.000000,3,106470129664.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,18,9.104964|7.000000,0.015150785446166992,7.0,9.332700|7.000000,9.104964|7.000000,9.332700|7.000000,7,71989452800.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,19,8.802000|7.000000,0.01448512077331543,7.0,8.298389|7.000000,8.802000|7.000000,8.298389|7.000000,7,69654749184.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,20,8.802000|7.000000,0.015474081039428711,7.0,8.298389|7.000000,8.802000|7.000000,8.298389|7.000000,7,76804112384.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,21,8.802000|7.000000,0.015173912048339844,7.0,8.298389|7.000000,8.802000|7.000000,8.298389|7.000000,7,113576370176.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,22,8.802000|7.000000,0.015246152877807617,7.0,8.298389|7.000000,8.802000|7.000000,8.298389|7.000000,7,94664966144.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,23,8.802000|7.000000,0.015306711196899414,7.0,8.298389|7.000000,8.802000|7.000000,8.298389|7.000000,7,69093638144.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,24,8.802000|7.000000,0.014996051788330078,7.0,8.298389|7.000000,8.802000|7.000000,8.298389|7.000000,7,91225866240.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,25,8.802000|7.000000,0.015464305877685547,7.0,8.298389|7.000000,8.802000|7.000000,8.298389|7.000000,7,107125809152.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,26,8.802000|7.000000,0.01539301872253418,7.0,8.298389|7.000000,8.802000|7.000000,8.298389|7.000000,7,86199599104.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,27,8.802000|7.000000,0.014760017395019531,7.0,8.298389|7.000000,8.802000|7.000000,8.298389|7.000000,7,80713048064.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,28,8.802000|7.000000,0.014110326766967773,7.0,8.298389|7.000000,8.802000|7.000000,8.298389|7.000000,7,26384044032.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,29,8.802000|7.000000,0.015300989151000977,7.0,8.298389|7.000000,8.802000|7.000000,8.298389|7.000000,7,50883411968.000000,N/A,5
MOGP_GENERATIONAL,886c1c30-f3a6-11f0-b6d3-6e001b3eef54,Boston,74,30,8.802000|7.000000,0.01512289047241211,7.0,8.298389|7.000000,8.802000|7.000000,8.298389|7.000000,7,99608961024.000000,N/A,5
