MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,0,9.911528|3.000000,0.995819091796875,3.0,10.525371|3.000000,N/A,N/A,0,243042222080.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,1,9.911528|3.000000,0.02585768699645996,3.0,10.525371|3.000000,9.911528|3.000000,10.525371|3.000000,3,74362675200.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,2,9.875564|3.000000,0.023277997970581055,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,25881239552.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,3,9.875564|3.000000,0.02096700668334961,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,51842306048.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,4,9.875564|3.000000,0.018640995025634766,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,84418199552.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,5,9.875564|3.000000,0.024213075637817383,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,53050236928.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,6,9.875564|3.000000,0.01808786392211914,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,88331214848.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,7,9.875564|3.000000,0.021854877471923828,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,49654636544.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,8,9.875564|3.000000,0.019748926162719727,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,86988472320.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,9,9.875564|3.000000,0.01921367645263672,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,91826143232.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,10,9.875564|3.000000,0.016781091690063477,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,56738246656.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,11,9.875564|3.000000,0.017612218856811523,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,94361534464.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,12,9.875564|3.000000,0.022922992706298828,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,94032568320.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,13,9.875564|3.000000,0.016944169998168945,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,52922150912.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,14,9.875564|3.000000,0.015455007553100586,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,62478368768.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,15,9.875564|3.000000,0.01659107208251953,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,43955441664.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,16,9.875564|3.000000,0.01756119728088379,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,66535481344.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,17,9.875564|3.000000,0.01689910888671875,3.0,10.471199|3.000000,9.302883|11.000000,9.663922|11.000000,11,97368252416.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,18,9.875564|3.000000,0.01630997657775879,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,76653379584.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,19,9.875564|3.000000,0.02318406105041504,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,79943647232.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,20,9.875564|3.000000,0.018494844436645508,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,353.002533,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,21,9.875564|3.000000,0.016904115676879883,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,92853248000.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,22,9.875564|3.000000,0.027945995330810547,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,74351190016.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,23,9.875564|3.000000,0.022709131240844727,3.0,10.471199|3.000000,9.085590|7.000000,9.376570|7.000000,7,35592273920.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,24,9.875564|3.000000,0.016244888305664062,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,63025180672.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,25,9.875564|3.000000,0.01972198486328125,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,101141954560.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,26,9.875564|3.000000,0.020867109298706055,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,50314952704.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,27,9.875564|3.000000,0.01581406593322754,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,71373053952.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,28,9.875564|3.000000,0.025562763214111328,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,57442398208.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,29,9.875564|3.000000,0.016490936279296875,3.0,10.471199|3.000000,8.161251|7.000000,8.529704|7.000000,7,25858078720.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,30,9.875564|3.000000,0.024441957473754883,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,117855723520.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,31,9.875564|3.000000,0.023172855377197266,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,52666159104.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,32,9.875564|3.000000,0.014611005783081055,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,45573013504.000000,9.911528|3.000000,5
MOGP_GENERATIONAL,801c81c6-f33a-11f0-b094-6e001b3eef54,Boston,74,33,9.875564|3.000000,0.021919965744018555,3.0,10.471199|3.000000,9.875564|3.000000,10.471199|3.000000,3,89219473408.000000,9.911528|3.000000,5
