MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,0,9.889458|3.000000,0.9419741630554199,3.0,10.573609|3.000000,N/A,N/A,0,243894075392.000000,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,1,9.622578|3.000000,3.7219481468200684,3.0,11.006098|3.000000,9.285441|5.000000,11.921140|5.000000,5,3.404366,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,2,9.031888|3.000000,4.205159902572632,3.0,9.943125|3.000000,9.031888|3.000000,9.943125|3.000000,3,3.338538,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,3,9.031888|3.000000,3.8076815605163574,3.0,9.943125|3.000000,9.031888|3.000000,9.943125|3.000000,3,2.527680,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,4,7.874433|3.000000,3.7251858711242676,3.0,8.126031|3.000000,7.870590|5.000000,8.440016|5.000000,5,2.066794,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,5,7.874433|3.000000,3.728365898132324,3.0,8.126031|3.000000,7.870590|5.000000,8.440016|5.000000,5,1.141590,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,6,7.874433|3.000000,3.7957959175109863,3.0,8.126031|3.000000,7.870590|5.000000,8.440016|5.000000,5,0.683376,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,7,7.874433|3.000000,3.64861798286438,3.0,8.126031|3.000000,7.870590|5.000000,8.440016|5.000000,5,0.615562,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,8,7.874433|3.000000,3.726503849029541,3.0,8.126031|3.000000,7.756059|5.000000,8.410425|5.000000,5,0.622165,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,9,7.874433|3.000000,3.9813780784606934,3.0,8.126031|3.000000,7.756059|5.000000,8.410425|5.000000,5,0.673638,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,10,7.874433|3.000000,4.152354717254639,3.0,8.126031|3.000000,7.445478|5.000000,8.110389|5.000000,5,0.750418,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,11,7.874433|3.000000,4.539710998535156,3.0,8.126031|3.000000,7.445478|5.000000,8.110389|5.000000,5,0.848925,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,12,7.874433|3.000000,4.2492969036102295,3.0,8.126031|3.000000,7.445478|5.000000,8.110389|5.000000,5,0.928059,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,13,7.874433|3.000000,4.001193284988403,3.0,8.126031|3.000000,7.445478|5.000000,8.110389|5.000000,5,0.964516,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,14,7.874433|3.000000,3.8917558193206787,3.0,8.126031|3.000000,7.445478|5.000000,8.110389|5.000000,5,0.850689,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,15,7.874433|3.000000,3.7158150672912598,3.0,8.126031|3.000000,7.445478|5.000000,8.110389|5.000000,5,0.499324,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,16,7.874433|3.000000,3.9129798412323,3.0,8.126031|3.000000,7.445478|5.000000,8.110389|5.000000,5,0.539898,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,17,7.874433|3.000000,3.81449294090271,3.0,8.126031|3.000000,7.445478|5.000000,8.110389|5.000000,5,0.602393,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,18,7.874433|3.000000,3.942747116088867,3.0,8.126031|3.000000,7.445478|5.000000,8.110389|5.000000,5,0.204015,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,19,7.874433|3.000000,3.934851884841919,3.0,8.126031|3.000000,7.445478|5.000000,8.110389|5.000000,5,0.231224,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,20,7.874433|3.000000,3.833164691925049,3.0,8.126031|3.000000,7.445478|5.000000,8.110389|5.000000,5,0.249902,N/A,5
MOGP_NSGAII,94c049a6-ea8d-11f0-81bf-6e001b3eef54,Boston,74,21,7.874433|3.000000,3.8170158863067627,3.0,8.126031|3.000000,7.445478|5.000000,8.110389|5.000000,5,0.285932,N/A,5
