MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,0,20.178511|3.000000|0.000000,1.0284581184387207,3.0,18.869593|3.000000|0.000000,N/A,N/A,0,242627903488.000000,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,1,9.363801|3.000000|0.000000,4.224966049194336,3.0,9.853315|3.000000|0.000000,9.363801|3.000000|0.000000,9.853315|3.000000|0.000000,3,238847.046875,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,2,9.200833|3.000000|0.000000,4.160588979721069,3.0,9.541306|3.000000|0.000000,9.200833|3.000000|0.000000,9.541306|3.000000|0.000000,3,238847.156250,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,3,9.200833|3.000000|0.000000,4.205270767211914,3.0,9.541306|3.000000|0.000000,8.798171|3.000000|1.000000,8.425718|3.000000|1.000000,3,4.594101,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,4,9.200833|3.000000|0.000000,4.3989691734313965,3.0,9.541306|3.000000|0.000000,8.798171|3.000000|1.000000,8.425718|3.000000|1.000000,3,2.167831,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,5,9.200833|3.000000|0.000000,4.573326110839844,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,1.132100,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,6,9.200833|3.000000|0.000000,5.085536003112793,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.683098,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,7,9.200833|3.000000|0.000000,5.416109085083008,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.439770,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,8,9.200833|3.000000|0.000000,6.666582822799683,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.421868,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,9,9.200833|3.000000|0.000000,6.990839242935181,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.456022,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,10,9.200833|3.000000|0.000000,6.357701063156128,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.502595,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,11,9.200833|3.000000|0.000000,5.77813720703125,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.525147,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,12,9.200833|3.000000|0.000000,6.3187220096588135,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.097219,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,13,9.200833|3.000000|0.000000,9.898110151290894,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.087717,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,14,9.200833|3.000000|0.000000,9.886164903640747,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.087717,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,15,9.200833|3.000000|0.000000,10.08872389793396,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.087717,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,16,9.200833|3.000000|0.000000,9.836346864700317,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.087717,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,17,9.200833|3.000000|0.000000,9.709160804748535,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.087717,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,18,9.200833|3.000000|0.000000,9.84485387802124,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.088342,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,19,9.200833|3.000000|0.000000,9.830792903900146,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.088342,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,20,9.200833|3.000000|0.000000,9.95179796218872,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.088342,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,21,9.200833|3.000000|0.000000,9.887116193771362,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.088342,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,22,9.200833|3.000000|0.000000,9.939570188522339,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.088342,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,23,9.200833|3.000000|0.000000,9.839503049850464,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.088342,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,24,9.200833|3.000000|0.000000,9.739908218383789,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.088342,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,25,9.200833|3.000000|0.000000,10.012830018997192,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.088342,N/A,5
MOGP_NSGAII,66270bce-f0b0-11f0-91e7-6e001b3eef54,Boston,74,26,9.200833|3.000000|0.000000,9.804951906204224,3.0,9.541306|3.000000|0.000000,7.764309|3.000000|1.000000,8.369187|3.000000|1.000000,3,0.088342,N/A,5
