MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,0,10.168055|3.000000,0.9537100791931152,3.0,9.939172|3.000000,N/A,N/A,0,243284361216.000000,10.168055|3.000000,5
MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,1,10.168055|3.000000,0.025345802307128906,3.0,9.939172|3.000000,10.168055|3.000000,9.939172|3.000000,3,74366369792.000000,10.168055|3.000000,5
MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,2,9.973392|3.000000,0.026834964752197266,3.0,10.252986|3.000000,9.973392|3.000000,10.252986|3.000000,3,26694451200.000000,10.168055|3.000000,5
MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,3,9.973392|3.000000,0.019021034240722656,3.0,10.252986|3.000000,9.973392|3.000000,10.252986|3.000000,3,52222853120.000000,10.168055|3.000000,5
MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,4,9.973392|3.000000,0.030558109283447266,3.0,10.252986|3.000000,9.973392|3.000000,10.252986|3.000000,3,48793415680.000000,10.168055|3.000000,5
MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,5,9.973392|3.000000,0.02321600914001465,3.0,10.252986|3.000000,9.973392|3.000000,10.252986|3.000000,3,105179807744.000000,10.168055|3.000000,5
MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,6,9.973392|3.000000,0.016560077667236328,3.0,10.252986|3.000000,9.973392|3.000000,10.252986|3.000000,3,58772717568.000000,10.168055|3.000000,5
MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,7,9.973392|3.000000,0.01960897445678711,3.0,10.252986|3.000000,9.973392|3.000000,10.252986|3.000000,3,56949698560.000000,10.168055|3.000000,5
MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,8,9.973392|3.000000,0.028572797775268555,3.0,10.252986|3.000000,9.973392|3.000000,10.252986|3.000000,3,102203637760.000000,10.168055|3.000000,5
MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,9,9.973392|3.000000,0.023197174072265625,3.0,10.252986|3.000000,9.973392|3.000000,10.252986|3.000000,3,70061768704.000000,10.168055|3.000000,5
MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,10,9.973392|3.000000,0.01604485511779785,3.0,10.252986|3.000000,8.413350|5.000000,8.300466|5.000000,5,41734893568.000000,10.168055|3.000000,5
MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,11,9.973392|3.000000,0.015280961990356445,3.0,10.252986|3.000000,9.973392|3.000000,10.252986|3.000000,3,84376838144.000000,10.168055|3.000000,5
MOGP_GENERATIONAL,587deede-ef2f-11f0-9be8-6e001b3eef54,Boston,74,12,9.973392|3.000000,0.022957801818847656,3.0,10.252986|3.000000,9.973392|3.000000,10.252986|3.000000,3,79715958784.000000,10.168055|3.000000,5
