MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,0,2750.680664|3.000000|0.000000,1.2441680431365967,3.0,2261.967285|3.000000|0.000000,N/A,N/A,0,159356289024.000000,2332.746826|3.000000|0.000000,5
MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,1,2611.922119|3.000000|0.000000,0.027089834213256836,3.0,2125.016846|3.000000|0.000000,2467.962402|3.000000|1.000000,2064.752930|3.000000|1.000000,3,104468389888.000000,2332.746826|3.000000|0.000000,5
MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,2,2464.503418|3.000000|0.000000,0.026794910430908203,3.0,1984.228027|3.000000|0.000000,2411.788574|3.000000|1.000000,2131.501709|3.000000|1.000000,3,115287506944.000000,2332.746826|3.000000|0.000000,5
MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,3,2161.044922|3.000000|0.000000,0.024935245513916016,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,94061461504.000000,2332.746826|3.000000|0.000000,5
MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,4,2161.044922|3.000000|0.000000,0.03483176231384277,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,28086507520.000000,2332.746826|3.000000|0.000000,5
MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,5,2161.044922|3.000000|0.000000,0.03028416633605957,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,52132581376.000000,2332.746826|3.000000|0.000000,5
MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,6,2161.044922|3.000000|0.000000,0.035241127014160156,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,82245926912.000000,2332.746826|3.000000|0.000000,5
MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,7,2161.044922|3.000000|0.000000,0.025494098663330078,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,69248303104.000000,2332.746826|3.000000|0.000000,5
MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,8,2161.044922|3.000000|0.000000,0.09810209274291992,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,6595320832.000000,2332.746826|3.000000|0.000000,5
MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,9,2161.044922|3.000000|0.000000,0.026705026626586914,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,5531558912.000000,2332.746826|3.000000|0.000000,5
MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,10,2161.044922|3.000000|0.000000,0.029179096221923828,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,46449623040.000000,2332.746826|3.000000|0.000000,5
MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,11,2161.044922|3.000000|0.000000,0.027710914611816406,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,66666086400.000000,2332.746826|3.000000|0.000000,5
MOGP_GENERATIONAL,a801417a-f1a2-11f0-9cc4-6e001b3eef54,Toxicity,74,12,2161.044922|3.000000|0.000000,0.031986236572265625,3.0,1894.981567|3.000000|0.000000,2161.044922|3.000000|0.000000,1894.981567|3.000000|0.000000,3,68455428096.000000,2332.746826|3.000000|0.000000,5
