MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,0,19.242271|3.000000|0.000000,1.2792978286743164,3.0,21.024189|3.000000|0.000000,N/A,N/A,0,244178026496.000000,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,1,9.317049|3.000000|0.000000,4.949420213699341,3.0,9.955996|3.000000|0.000000,9.317049|3.000000|0.000000,9.955996|3.000000|0.000000,3,29.429483,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,2,9.317049|3.000000|0.000000,4.602384805679321,3.0,9.955996|3.000000|0.000000,8.352995|3.000000|1.000000,9.422042|3.000000|1.000000,3,408.083649,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,3,9.092403|3.000000|0.000000,4.492262125015259,3.0,10.480721|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,4.561985,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,4,9.054296|3.000000|0.000000,4.927536964416504,3.0,9.862382|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,2.639706,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,5,8.916218|3.000000|0.000000,4.785001993179321,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,1.272173,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,6,8.916218|3.000000|0.000000,5.356321096420288,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.687979,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,7,8.916218|3.000000|0.000000,5.209985971450806,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.537493,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,8,8.916218|3.000000|0.000000,6.217468976974487,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.306004,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,9,8.916218|3.000000|0.000000,7.917582750320435,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.113178,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,10,8.916218|3.000000|0.000000,10.246714115142822,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.121709,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,11,8.916218|3.000000|0.000000,9.695327997207642,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.130561,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,12,8.916218|3.000000|0.000000,8.223437786102295,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.138914,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,13,8.916218|3.000000|0.000000,7.2593278884887695,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.139554,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,14,8.916218|3.000000|0.000000,8.675606966018677,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.088486,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,15,8.916218|3.000000|0.000000,8.220774173736572,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.073444,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,16,8.916218|3.000000|0.000000,8.630046844482422,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.073444,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,17,8.916218|3.000000|0.000000,8.7984299659729,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.073444,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,18,8.916218|3.000000|0.000000,8.38050389289856,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.073444,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,19,8.916218|3.000000|0.000000,8.836629867553711,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.073444,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,20,8.916218|3.000000|0.000000,9.134088277816772,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.073444,N/A,5
MOGP_NSGAII,93b2e8a0-f255-11f0-b61d-6e001b3eef54,Boston,74,21,8.916218|3.000000|0.000000,8.315108060836792,3.0,10.183358|3.000000|0.000000,7.903931|3.000000|1.000000,8.059058|3.000000|1.000000,3,0.073444,N/A,5
