MOGP_NSGAII,dbb69b26-ecbd-11f0-8a81-6e001b3eef54,Cooling,74,0,9.540829|3.000000,1.4748270511627197,3.0,9.488972|3.000000,N/A,N/A,0,244781563904.000000,N/A,5
MOGP_NSGAII,dbb69b26-ecbd-11f0-8a81-6e001b3eef54,Cooling,74,1,8.452770|3.000000,5.906314134597778,3.0,8.074993|3.000000,8.452770|3.000000,8.074993|3.000000,3,3.342176,N/A,5
MOGP_NSGAII,dbb69b26-ecbd-11f0-8a81-6e001b3eef54,Cooling,74,2,8.452770|3.000000,5.823501110076904,3.0,8.074993|3.000000,5.823367|5.000000,5.565592|5.000000,5,3.562992,N/A,5
MOGP_NSGAII,dbb69b26-ecbd-11f0-8a81-6e001b3eef54,Cooling,74,3,8.452770|3.000000,5.726710081100464,3.0,8.074993|3.000000,5.823367|5.000000,5.565592|5.000000,5,3.226652,N/A,5
MOGP_NSGAII,dbb69b26-ecbd-11f0-8a81-6e001b3eef54,Cooling,74,4,4.633979|3.000000,6.109825849533081,3.0,4.337965|3.000000,4.633979|3.000000,4.337965|3.000000,3,3.080836,N/A,5
MOGP_NSGAII,dbb69b26-ecbd-11f0-8a81-6e001b3eef54,Cooling,74,5,4.633979|3.000000,5.859442949295044,3.0,4.337965|3.000000,4.633979|3.000000,4.337965|3.000000,3,2.685919,N/A,5
MOGP_NSGAII,dbb69b26-ecbd-11f0-8a81-6e001b3eef54,Cooling,74,6,4.633979|3.000000,5.782299995422363,3.0,4.337965|3.000000,4.386418|5.000000,4.085293|5.000000,5,2.538145,N/A,5
MOGP_NSGAII,dbb69b26-ecbd-11f0-8a81-6e001b3eef54,Cooling,74,7,4.633979|3.000000,5.915359973907471,3.0,4.337965|3.000000,4.386418|5.000000,4.085293|5.000000,5,2.380021,N/A,5
MOGP_NSGAII,dbb69b26-ecbd-11f0-8a81-6e001b3eef54,Cooling,74,8,4.633979|3.000000,6.079210042953491,3.0,4.337965|3.000000,4.386418|5.000000,4.085293|5.000000,5,2.222431,N/A,5
MOGP_NSGAII,dbb69b26-ecbd-11f0-8a81-6e001b3eef54,Cooling,74,9,4.633979|3.000000,6.30178165435791,3.0,4.337965|3.000000,4.386418|5.000000,4.085293|5.000000,5,1.972839,N/A,5
MOGP_NSGAII,dbb69b26-ecbd-11f0-8a81-6e001b3eef54,Cooling,74,10,4.633979|3.000000,6.698185920715332,3.0,4.337965|3.000000,4.386418|5.000000,4.085293|5.000000,5,1.767493,N/A,5
MOGP_NSGAII,dbb69b26-ecbd-11f0-8a81-6e001b3eef54,Cooling,74,11,4.633979|3.000000,7.271721124649048,3.0,4.337965|3.000000,4.386418|5.000000,4.085293|5.000000,5,1.532467,N/A,5
