MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,0,2303.075684|3.000000,0.8364670276641846,3.0,2378.658447|3.000000,N/A,N/A,0,159340298240.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,1,2249.206299|3.000000,0.02050495147705078,3.0,2219.403076|3.000000,2249.206299|3.000000,2219.403076|3.000000,3,54130847744.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,2,2182.362061|3.000000,0.01953577995300293,3.0,2146.192383|3.000000,2182.362061|3.000000,2146.192383|3.000000,3,52102995968.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,3,2182.362061|3.000000,0.01850605010986328,3.0,2146.192383|3.000000,2182.362061|3.000000,2146.192383|3.000000,3,25848104960.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,4,2182.362061|3.000000,0.034826040267944336,3.0,2146.192383|3.000000,2182.362061|3.000000,2146.192383|3.000000,3,23308343296.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,5,2167.318359|3.000000,0.01790595054626465,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,334143.406250,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,6,2167.318359|3.000000,0.018541812896728516,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,66068606976.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,7,2167.318359|3.000000,0.01743316650390625,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,66936381440.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,8,2167.318359|3.000000,0.020537137985229492,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,49631244288.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,9,2167.318359|3.000000,0.017718076705932617,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,7822806528.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,10,2167.318359|3.000000,0.019322872161865234,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,67645071360.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,11,2167.318359|3.000000,0.01828908920288086,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,37322539008.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,12,2167.318359|3.000000,0.01848769187927246,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,71542816768.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,13,2167.318359|3.000000,0.020674943923950195,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,62892400640.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,14,2167.318359|3.000000,0.017637014389038086,3.0,2127.444092|3.000000,2141.845703|5.000000,2160.108643|5.000000,5,20324245504.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,15,2167.318359|3.000000,0.016893863677978516,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,3911403264.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,16,2167.318359|3.000000,0.01789712905883789,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,62602887168.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,17,2167.318359|3.000000,0.02523493766784668,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,34255747072.000000,2156.678467|3.000000,5
MOGP_GENERATIONAL,09c14e7e-f265-11f0-be74-6e001b3eef54,Toxicity,74,18,2167.318359|3.000000,0.0190579891204834,3.0,2127.444092|3.000000,2167.318359|3.000000,2127.444092|3.000000,3,74560126976.000000,2156.678467|3.000000,5
