MOGP_GENERATIONAL,645aa8e8-f243-11f0-a4fb-6e001b3eef54,Toxicity,74,0,2280.793213|3.000000,1.554149866104126,3.0,2427.448242|3.000000,N/A,N/A,0,159955009536.000000,2130.036377|3.000000,5
MOGP_GENERATIONAL,645aa8e8-f243-11f0-a4fb-6e001b3eef54,Toxicity,74,1,2177.845947|3.000000,0.03533482551574707,3.0,2377.187744|3.000000,2177.845947|3.000000,2377.187744|3.000000,3,53611991040.000000,2130.036377|3.000000,5
MOGP_GENERATIONAL,645aa8e8-f243-11f0-a4fb-6e001b3eef54,Toxicity,74,2,2133.064453|3.000000,0.05513787269592285,3.0,2257.110840|3.000000,2133.064453|3.000000,2257.110840|3.000000,3,12448088064.000000,2130.036377|3.000000,5
MOGP_GENERATIONAL,645aa8e8-f243-11f0-a4fb-6e001b3eef54,Toxicity,74,3,2122.219238|3.000000,0.03155922889709473,3.0,2286.175049|3.000000,2122.219238|3.000000,2286.175049|3.000000,3,57430913024.000000,2130.036377|3.000000,5
MOGP_GENERATIONAL,645aa8e8-f243-11f0-a4fb-6e001b3eef54,Toxicity,74,4,2122.219238|3.000000,0.051622867584228516,3.0,2286.175049|3.000000,2122.219238|3.000000,2286.175049|3.000000,3,48233484288.000000,2130.036377|3.000000,5
MOGP_GENERATIONAL,645aa8e8-f243-11f0-a4fb-6e001b3eef54,Toxicity,74,5,2121.583984|3.000000,0.0521540641784668,3.0,2302.917725|3.000000,2121.583984|3.000000,2302.917725|3.000000,3,15629236224.000000,2130.036377|3.000000,5
MOGP_GENERATIONAL,645aa8e8-f243-11f0-a4fb-6e001b3eef54,Toxicity,74,6,2121.583984|3.000000,0.04329705238342285,3.0,2302.917725|3.000000,2121.583984|3.000000,2302.917725|3.000000,3,38266626048.000000,2130.036377|3.000000,5
MOGP_GENERATIONAL,645aa8e8-f243-11f0-a4fb-6e001b3eef54,Toxicity,74,7,2106.697510|3.000000,0.0400691032409668,3.0,2262.927734|3.000000,2106.697510|3.000000,2262.927734|3.000000,3,39745.273438,2130.036377|3.000000,5
MOGP_GENERATIONAL,645aa8e8-f243-11f0-a4fb-6e001b3eef54,Toxicity,74,8,2106.697510|3.000000,0.038832902908325195,3.0,2262.927734|3.000000,2106.697510|3.000000,2262.927734|3.000000,3,41334366208.000000,2130.036377|3.000000,5
MOGP_GENERATIONAL,645aa8e8-f243-11f0-a4fb-6e001b3eef54,Toxicity,74,9,2106.697510|3.000000,0.049633026123046875,3.0,2262.927734|3.000000,2106.697510|3.000000,2262.927734|3.000000,3,5531564544.000000,2130.036377|3.000000,5
MOGP_GENERATIONAL,645aa8e8-f243-11f0-a4fb-6e001b3eef54,Toxicity,74,10,2106.697510|3.000000,0.028753995895385742,3.0,2262.927734|3.000000,2106.697510|3.000000,2262.927734|3.000000,3,73915129856.000000,2130.036377|3.000000,5
MOGP_GENERATIONAL,645aa8e8-f243-11f0-a4fb-6e001b3eef54,Toxicity,74,11,2106.697510|3.000000,0.05621910095214844,3.0,2262.927734|3.000000,2106.697510|3.000000,2262.927734|3.000000,3,70099591168.000000,2130.036377|3.000000,5
