MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,0,2630.032227|3.000000|0.000000,2.747716188430786,3.0,2570.379883|3.000000|0.000000,N/A,N/A,0,159531040768.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,1,2491.013428|3.000000|0.000000,2.6551690101623535,3.0,2435.603271|3.000000|0.000000,2356.567871|3.000000|1.000000,2344.571777|3.000000|1.000000,3,82791178240.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,2,2588.954346|3.000000|0.000000,2.719827175140381,3.0,2530.440674|3.000000|0.000000,2311.258545|5.000000|3.000000,2348.986084|5.000000|3.000000,5,59139608576.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,3,2561.710205|3.000000|0.000000,2.6842329502105713,3.0,2504.000977|3.000000|0.000000,2240.186768|3.000000|1.000000,2269.060547|3.000000|1.000000,3,103628881920.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,4,2242.200439|3.000000|0.000000,2.74141001701355,3.0,2198.679932|3.000000|0.000000,2242.200439|3.000000|0.000000,2198.679932|3.000000|0.000000,3,30049406976.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,5,2242.200439|3.000000|0.000000,2.795325994491577,3.0,2198.679932|3.000000|0.000000,2242.200439|3.000000|0.000000,2198.679932|3.000000|0.000000,3,49784774656.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,6,2141.030518|3.000000|0.000000,2.8600010871887207,3.0,2159.858887|3.000000|0.000000,2141.030518|3.000000|0.000000,2159.858887|3.000000|0.000000,3,53038297088.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,7,2141.030518|3.000000|0.000000,2.9621808528900146,3.0,2159.858887|3.000000|0.000000,2141.030518|3.000000|0.000000,2159.858887|3.000000|0.000000,3,65649623040.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,8,2141.030518|3.000000|0.000000,3.00570011138916,3.0,2159.858887|3.000000|0.000000,2141.030518|3.000000|0.000000,2159.858887|3.000000|0.000000,3,50099847168.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,9,2141.030518|3.000000|0.000000,3.2472000122070312,3.0,2159.858887|3.000000|0.000000,2135.936768|7.000000|2.000000,2150.609375|7.000000|2.000000,7,10159863808.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,10,2141.030518|3.000000|0.000000,3.7544891834259033,3.0,2159.858887|3.000000|0.000000,2141.030518|3.000000|0.000000,2159.858887|3.000000|0.000000,3,95027511296.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,11,2141.030518|3.000000|0.000000,4.389833927154541,3.0,2159.858887|3.000000|0.000000,2141.030518|3.000000|0.000000,2159.858887|3.000000|0.000000,3,72711446528.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,12,2141.030518|3.000000|0.000000,5.139189958572388,3.0,2159.858887|3.000000|0.000000,2141.030518|3.000000|0.000000,2159.858887|3.000000|0.000000,3,64116973568.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,13,2141.030518|3.000000|0.000000,5.623401165008545,3.0,2159.858887|3.000000|0.000000,2141.030518|3.000000|0.000000,2159.858887|3.000000|0.000000,3,54477733888.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,14,2141.030518|3.000000|0.000000,6.041792154312134,3.0,2159.858887|3.000000|0.000000,2141.030518|3.000000|0.000000,2159.858887|3.000000|0.000000,3,72357543936.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,15,2141.030518|3.000000|0.000000,6.167035102844238,3.0,2159.858887|3.000000|0.000000,2141.030518|3.000000|0.000000,2159.858887|3.000000|0.000000,3,80683409408.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,16,2141.030518|3.000000|0.000000,6.27841591835022,3.0,2159.858887|3.000000|0.000000,2141.030518|3.000000|0.000000,2159.858887|3.000000|0.000000,3,56228540416.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,17,2141.030518|3.000000|0.000000,6.606878042221069,3.0,2159.858887|3.000000|0.000000,2141.030518|3.000000|0.000000,2159.858887|3.000000|0.000000,3,66832936960.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,18,2141.030518|3.000000|0.000000,6.224954843521118,3.0,2159.858887|3.000000|0.000000,2047.578003|7.000000|1.000000,2050.375488|7.000000|1.000000,7,67293118464.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,19,2141.030518|3.000000|0.000000,5.969357013702393,3.0,2159.858887|3.000000|0.000000,2062.865967|7.000000|1.000000,2068.368652|7.000000|1.000000,7,36432052224.000000,N/A,5
MOGP_GENERATIONAL,a83602ba-ec3a-11f0-991c-6e001b3eef54,Toxicity,74,20,2141.030518|3.000000|0.000000,5.714521884918213,3.0,2159.858887|3.000000|0.000000,2141.030518|3.000000|0.000000,2159.858887|3.000000|0.000000,3,62542381056.000000,N/A,5
