MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,0,10.237160|3.000000,0.809514045715332,3.0,9.772568|3.000000,N/A,N/A,0,243253510144.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,1,10.769633|3.000000,0.01833486557006836,3.0,10.621245|3.000000,10.769633|3.000000,10.621245|3.000000,3,74390470656.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,2,10.046239|3.000000,0.018058061599731445,3.0,10.085992|3.000000,10.046239|3.000000,10.085992|3.000000,3,97890721792.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,3,10.237160|3.000000,0.017815589904785156,3.0,9.772568|3.000000,10.237160|3.000000,9.772568|3.000000,3,87968391168.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,4,10.237160|3.000000,0.01641106605529785,3.0,9.772568|3.000000,9.393026|5.000000,9.114202|5.000000,5,78637096960.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,5,10.237160|3.000000,0.016576766967773438,3.0,9.772568|3.000000,10.237160|3.000000,9.772568|3.000000,3,76534128640.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,6,10.237160|3.000000,0.015752315521240234,3.0,9.772568|3.000000,10.237160|3.000000,9.772568|3.000000,3,43538612224.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,7,9.437826|3.000000,0.014632225036621094,3.0,8.986046|3.000000,9.437826|3.000000,8.986046|3.000000,3,80786808832.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,8,10.237160|3.000000,0.017854928970336914,3.0,9.772568|3.000000,10.237160|3.000000,9.772568|3.000000,3,56509288448.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,9,10.237160|3.000000,0.015228986740112305,3.0,9.772568|3.000000,10.237160|3.000000,9.772568|3.000000,3,73388204032.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,10,10.237160|3.000000,0.014986038208007812,3.0,9.772568|3.000000,10.237160|3.000000,9.772568|3.000000,3,87040008192.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,11,10.237160|3.000000,0.014994144439697266,3.0,9.772568|3.000000,10.237160|3.000000,9.772568|3.000000,3,31944728576.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,12,10.302445|3.000000,0.015382051467895508,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,94665080832.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,13,10.302445|3.000000,0.016037940979003906,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,96866516992.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,14,10.302445|3.000000,0.019716978073120117,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,53516824576.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,15,10.302445|3.000000,0.014765024185180664,3.0,10.110914|3.000000,7.053564|7.000000,7.202531|7.000000,7,74164748288.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,16,10.302445|3.000000,0.014641761779785156,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,25595656192.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,17,10.302445|3.000000,0.014879941940307617,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,70405980160.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,18,10.302445|3.000000,0.014947175979614258,3.0,10.110914|3.000000,8.616530|7.000000,8.292608|7.000000,7,58050588672.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,19,10.302445|3.000000,0.014394044876098633,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,82738405376.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,20,10.302445|3.000000,0.015083074569702148,3.0,10.110914|3.000000,10.188519|7.000000,9.948503|7.000000,7,46543912960.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,21,10.302445|3.000000,0.016005754470825195,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,40857362432.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,22,10.302445|3.000000,0.014914989471435547,3.0,10.110914|3.000000,8.616530|7.000000,8.292608|7.000000,7,113397014528.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,23,10.302445|3.000000,0.015321016311645508,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,19732127744.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,24,10.302445|3.000000,0.014986991882324219,3.0,10.110914|3.000000,9.969117|7.000000,9.465119|7.000000,7,40734142464.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,25,10.302445|3.000000,0.016027212142944336,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,119609466880.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,26,10.302445|3.000000,0.01566600799560547,3.0,10.110914|3.000000,9.738160|11.000000,9.994079|11.000000,11,114920620032.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,27,10.302445|3.000000,0.014608144760131836,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,12728837120.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,28,10.302445|3.000000,0.014048099517822266,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,39315869696.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,29,10.302445|3.000000,0.014778852462768555,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,26693865472.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,30,10.302445|3.000000,0.015681982040405273,3.0,10.110914|3.000000,8.349227|7.000000,8.094926|7.000000,7,88870543360.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,31,10.302445|3.000000,0.014822959899902344,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,49937260544.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,32,10.302445|3.000000,0.014561891555786133,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,92551921664.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,33,10.302445|3.000000,0.015467166900634766,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,28953481216.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,34,10.302445|3.000000,0.017251014709472656,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,123889827840.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,35,10.302445|3.000000,0.015514135360717773,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,58043899904.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,36,10.302445|3.000000,0.015552997589111328,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,91376140288.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,37,10.302445|3.000000,0.015375137329101562,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,58461126656.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,38,10.302445|3.000000,0.016321897506713867,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,79413157888.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,39,10.302445|3.000000,0.015264749526977539,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,75572871168.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,40,10.302445|3.000000,0.021953105926513672,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,64966156288.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,41,10.302445|3.000000,0.07261896133422852,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,80905510912.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,42,10.302445|3.000000,0.015392780303955078,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,73597575168.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,43,10.302445|3.000000,0.014707088470458984,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,51140583424.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,44,10.302445|3.000000,0.01571822166442871,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,64532742144.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,45,10.302445|3.000000,0.01464390754699707,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,68095569920.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,46,10.302445|3.000000,0.01619696617126465,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,101698789376.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,47,10.302445|3.000000,0.014660120010375977,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,123320098816.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,48,10.302445|3.000000,0.015116214752197266,3.0,10.110914|3.000000,10.302445|3.000000,10.110914|3.000000,3,76387532800.000000,N/A,5
MOGP_GENERATIONAL,361c7718-f162-11f0-894a-6e001b3eef54,Boston,74,49,10.302445|3.000000,0.015154838562011719,3.0,10.110914|3.000000,9.312143|11.000000,8.932291|11.000000,11,121852207104.000000,N/A,5
