MOGP_GENERATIONAL,474a1c1a-ec54-11f0-ade0-6e001b3eef54,Toxicity,74,0,2301.956055|3.000000,1.3231990337371826,3.0,2381.145508|3.000000,N/A,N/A,0,159825739776.000000,N/A,5
MOGP_GENERATIONAL,474a1c1a-ec54-11f0-ade0-6e001b3eef54,Toxicity,74,1,2203.428955|3.000000,0.035861968994140625,3.0,2322.434082|3.000000,2203.428955|3.000000,2322.434082|3.000000,3,55174643712.000000,N/A,5
MOGP_GENERATIONAL,474a1c1a-ec54-11f0-ade0-6e001b3eef54,Toxicity,74,2,2057.997559|3.000000,0.027354955673217773,3.0,2142.211426|3.000000,2057.997559|3.000000,2142.211426|3.000000,3,68191895552.000000,N/A,5
MOGP_GENERATIONAL,474a1c1a-ec54-11f0-ade0-6e001b3eef54,Toxicity,74,3,2217.909424|3.000000,0.027002334594726562,3.0,2419.590820|3.000000,2217.909424|3.000000,2419.590820|3.000000,3,33901432832.000000,N/A,5
MOGP_GENERATIONAL,474a1c1a-ec54-11f0-ade0-6e001b3eef54,Toxicity,74,4,2149.759277|3.000000,0.030494213104248047,3.0,2302.697510|3.000000,2149.759277|3.000000,2302.697510|3.000000,3,94460272640.000000,N/A,5
MOGP_GENERATIONAL,474a1c1a-ec54-11f0-ade0-6e001b3eef54,Toxicity,74,5,2130.285889|3.000000,0.03255796432495117,3.0,2268.885986|3.000000,2130.285889|3.000000,2268.885986|3.000000,3,24856305664.000000,N/A,5
MOGP_GENERATIONAL,474a1c1a-ec54-11f0-ade0-6e001b3eef54,Toxicity,74,6,2130.285889|3.000000,0.030157089233398438,3.0,2268.885986|3.000000,2130.285889|3.000000,2268.885986|3.000000,3,70996058112.000000,N/A,5
MOGP_GENERATIONAL,474a1c1a-ec54-11f0-ade0-6e001b3eef54,Toxicity,74,7,2130.285889|3.000000,0.026708126068115234,3.0,2268.885986|3.000000,2130.285889|3.000000,2268.885986|3.000000,3,59920031744.000000,N/A,5
MOGP_GENERATIONAL,474a1c1a-ec54-11f0-ade0-6e001b3eef54,Toxicity,74,8,2130.285889|3.000000,0.026826858520507812,3.0,2268.885986|3.000000,2130.285889|3.000000,2268.885986|3.000000,3,49487859712.000000,N/A,5
MOGP_GENERATIONAL,474a1c1a-ec54-11f0-ade0-6e001b3eef54,Toxicity,74,9,2137.172607|3.000000,0.026694059371948242,3.0,2269.585449|3.000000,2137.172607|3.000000,2269.585449|3.000000,3,34618.195312,N/A,5
MOGP_GENERATIONAL,474a1c1a-ec54-11f0-ade0-6e001b3eef54,Toxicity,74,10,2130.285889|3.000000,0.02974104881286621,3.0,2268.885986|3.000000,2130.285889|3.000000,2268.885986|3.000000,3,75442184192.000000,N/A,5
MOGP_GENERATIONAL,474a1c1a-ec54-11f0-ade0-6e001b3eef54,Toxicity,74,11,2110.878662|3.000000,0.025210857391357422,3.0,2253.964355|3.000000,2110.878662|3.000000,2253.964355|3.000000,3,61293998080.000000,N/A,5
