MOGP_NSGAII,3a077e86-f306-11f0-8950-6e001b3eef54,Cooling,74,0,9.439546|3.000000|0.000000,1.070039987564087,3.0,9.721601|3.000000|0.000000,N/A,N/A,0,244269481984.000000,N/A,5
MOGP_NSGAII,3a077e86-f306-11f0-8950-6e001b3eef54,Cooling,74,1,9.439546|3.000000|0.000000,4.5499091148376465,3.0,9.721601|3.000000|0.000000,9.439546|3.000000|0.000000,9.721601|3.000000|0.000000,3,3.441697,N/A,5
MOGP_NSGAII,3a077e86-f306-11f0-8950-6e001b3eef54,Cooling,74,2,9.439546|3.000000|0.000000,4.12665581703186,3.0,9.721601|3.000000|0.000000,6.476829|7.000000|1.000000,6.748141|7.000000|1.000000,7,19504.566406,N/A,5
MOGP_NSGAII,3a077e86-f306-11f0-8950-6e001b3eef54,Cooling,74,3,9.439546|3.000000|0.000000,4.251282215118408,3.0,9.721601|3.000000|0.000000,6.476829|7.000000|1.000000,6.748141|7.000000|1.000000,7,19883.623047,N/A,5
MOGP_NSGAII,3a077e86-f306-11f0-8950-6e001b3eef54,Cooling,74,4,9.439546|3.000000|0.000000,4.268176794052124,3.0,9.721601|3.000000|0.000000,4.495634|3.000000|1.000000,4.664126|3.000000|1.000000,3,4.372985,N/A,5
MOGP_NSGAII,3a077e86-f306-11f0-8950-6e001b3eef54,Cooling,74,5,9.439546|3.000000|0.000000,4.411196231842041,3.0,9.721601|3.000000|0.000000,4.463309|9.000000|3.000000,4.689548|9.000000|3.000000,9,2.744136,N/A,5
MOGP_NSGAII,3a077e86-f306-11f0-8950-6e001b3eef54,Cooling,74,6,9.439546|3.000000|0.000000,4.3940887451171875,3.0,9.721601|3.000000|0.000000,4.463309|9.000000|3.000000,4.689548|9.000000|3.000000,9,2.320028,N/A,5
MOGP_NSGAII,3a077e86-f306-11f0-8950-6e001b3eef54,Cooling,74,7,9.439546|3.000000|0.000000,4.442779779434204,3.0,9.721601|3.000000|0.000000,4.463309|9.000000|3.000000,4.689548|9.000000|3.000000,9,2.137575,N/A,5
MOGP_NSGAII,3a077e86-f306-11f0-8950-6e001b3eef54,Cooling,74,8,9.439546|3.000000|0.000000,4.536252737045288,3.0,9.721601|3.000000|0.000000,4.463309|9.000000|3.000000,4.689548|9.000000|3.000000,9,1.940000,N/A,5
MOGP_NSGAII,3a077e86-f306-11f0-8950-6e001b3eef54,Cooling,74,9,9.439546|3.000000|0.000000,4.611824035644531,3.0,9.721601|3.000000|0.000000,4.463309|9.000000|3.000000,4.689548|9.000000|3.000000,9,2.107727,N/A,5
MOGP_NSGAII,3a077e86-f306-11f0-8950-6e001b3eef54,Cooling,74,10,9.439546|3.000000|0.000000,4.775763988494873,3.0,9.721601|3.000000|0.000000,4.463309|9.000000|3.000000,4.689548|9.000000|3.000000,9,2.320386,N/A,5
MOGP_NSGAII,3a077e86-f306-11f0-8950-6e001b3eef54,Cooling,74,11,9.439546|3.000000|0.000000,5.30908203125,3.0,9.721601|3.000000|0.000000,4.463309|9.000000|3.000000,4.689548|9.000000|3.000000,9,2.445215,N/A,5
