MOGP_NSGAII,913b6cd4-f19a-11f0-a51a-6e001b3eef54,Toxicity,74,0,2436.964355|3.000000,1.0858910083770752,3.0,2049.641602|3.000000,N/A,N/A,0,159356289024.000000,N/A,5
MOGP_NSGAII,913b6cd4-f19a-11f0-a51a-6e001b3eef54,Toxicity,74,1,2358.052490|3.000000,4.159334897994995,3.0,1942.797119|3.000000,2332.746826|15.000000,1731.054932|15.000000,15,62.600578,N/A,5
MOGP_NSGAII,913b6cd4-f19a-11f0-a51a-6e001b3eef54,Toxicity,74,2,2288.471436|3.000000,3.927971124649048,3.0,1900.994507|3.000000,2288.471436|3.000000,1900.994507|3.000000,3,79.937721,N/A,5
MOGP_NSGAII,913b6cd4-f19a-11f0-a51a-6e001b3eef54,Toxicity,74,3,2279.981689|3.000000,3.930180788040161,3.0,1905.827148|3.000000,2279.981689|3.000000,1905.827148|3.000000,3,92.327988,N/A,5
MOGP_NSGAII,913b6cd4-f19a-11f0-a51a-6e001b3eef54,Toxicity,74,4,2279.981689|3.000000,3.859489917755127,3.0,1905.827148|3.000000,2279.981689|3.000000,1905.827148|3.000000,3,86.579422,N/A,5
MOGP_NSGAII,913b6cd4-f19a-11f0-a51a-6e001b3eef54,Toxicity,74,5,2266.840576|3.000000,3.899780750274658,3.0,1934.747681|3.000000,2266.840576|3.000000,1934.747681|3.000000,3,82.657036,N/A,5
MOGP_NSGAII,913b6cd4-f19a-11f0-a51a-6e001b3eef54,Toxicity,74,6,2256.157715|3.000000,3.864715814590454,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,71.121567,N/A,5
MOGP_NSGAII,913b6cd4-f19a-11f0-a51a-6e001b3eef54,Toxicity,74,7,2256.157715|3.000000,3.890272855758667,3.0,1903.635376|3.000000,2256.157715|3.000000,1903.635376|3.000000,3,60.807724,N/A,5
MOGP_NSGAII,913b6cd4-f19a-11f0-a51a-6e001b3eef54,Toxicity,74,8,2247.056152|3.000000,3.8134939670562744,3.0,1798.855103|3.000000,2247.056152|3.000000,1798.855103|3.000000,3,51.925526,N/A,5
MOGP_NSGAII,913b6cd4-f19a-11f0-a51a-6e001b3eef54,Toxicity,74,9,2247.056152|3.000000,3.8428211212158203,3.0,1798.855103|3.000000,2247.056152|3.000000,1798.855103|3.000000,3,43.057240,N/A,5
MOGP_NSGAII,913b6cd4-f19a-11f0-a51a-6e001b3eef54,Toxicity,74,10,2247.056152|3.000000,3.9790358543395996,3.0,1798.855103|3.000000,2247.056152|3.000000,1798.855103|3.000000,3,42.560062,N/A,5
MOGP_NSGAII,913b6cd4-f19a-11f0-a51a-6e001b3eef54,Toxicity,74,11,2247.056152|3.000000,4.0130250453948975,3.0,1798.855103|3.000000,2247.056152|3.000000,1798.855103|3.000000,3,42.831310,N/A,5
