MOGP_NSGAII,55f85b62-efe9-11f0-b9e8-6e001b3eef54,Boston,74,0,20.151711|3.000000|0.000000,0.9491949081420898,3.0,18.936174|3.000000|0.000000,N/A,N/A,0,243406487552.000000,N/A,5
MOGP_NSGAII,55f85b62-efe9-11f0-b9e8-6e001b3eef54,Boston,74,1,9.625235|3.000000|0.000000,3.9091079235076904,3.0,9.248030|3.000000|0.000000,9.625235|3.000000|0.000000,9.248030|3.000000|0.000000,3,238847.046875,N/A,5
MOGP_NSGAII,55f85b62-efe9-11f0-b9e8-6e001b3eef54,Boston,74,2,9.450791|3.000000|0.000000,3.7818188667297363,3.0,8.954255|3.000000|0.000000,9.450791|3.000000|0.000000,8.954255|3.000000|0.000000,3,238847.156250,N/A,5
MOGP_NSGAII,55f85b62-efe9-11f0-b9e8-6e001b3eef54,Boston,74,3,9.450791|3.000000|0.000000,3.898453950881958,3.0,8.954255|3.000000|0.000000,9.450791|3.000000|0.000000,8.954255|3.000000|0.000000,3,4.665248,N/A,5
MOGP_NSGAII,55f85b62-efe9-11f0-b9e8-6e001b3eef54,Boston,74,4,9.450791|3.000000|0.000000,3.991765022277832,3.0,8.954255|3.000000|0.000000,9.450791|3.000000|0.000000,8.954255|3.000000|0.000000,3,2.233584,N/A,5
MOGP_NSGAII,55f85b62-efe9-11f0-b9e8-6e001b3eef54,Boston,74,5,9.450791|3.000000|0.000000,4.32507586479187,3.0,8.954255|3.000000|0.000000,9.450791|3.000000|0.000000,8.954255|3.000000|0.000000,3,0.941032,N/A,5
MOGP_NSGAII,55f85b62-efe9-11f0-b9e8-6e001b3eef54,Boston,74,6,9.450791|3.000000|0.000000,4.832170009613037,3.0,8.954255|3.000000|0.000000,9.450791|3.000000|0.000000,8.954255|3.000000|0.000000,3,0.457993,N/A,5
MOGP_NSGAII,55f85b62-efe9-11f0-b9e8-6e001b3eef54,Boston,74,7,9.450791|3.000000|0.000000,5.755111217498779,3.0,8.954255|3.000000|0.000000,9.450791|3.000000|0.000000,8.954255|3.000000|0.000000,3,0.241731,N/A,5
MOGP_NSGAII,55f85b62-efe9-11f0-b9e8-6e001b3eef54,Boston,74,8,9.450791|3.000000|0.000000,7.179197072982788,3.0,8.954255|3.000000|0.000000,9.450791|3.000000|0.000000,8.954255|3.000000|0.000000,3,0.260770,N/A,5
MOGP_NSGAII,55f85b62-efe9-11f0-b9e8-6e001b3eef54,Boston,74,9,9.450791|3.000000|0.000000,6.634156942367554,3.0,8.954255|3.000000|0.000000,9.309554|7.000000|1.000000,8.663509|7.000000|1.000000,7,0.278557,N/A,5
MOGP_NSGAII,55f85b62-efe9-11f0-b9e8-6e001b3eef54,Boston,74,10,9.450791|3.000000|0.000000,5.931879281997681,3.0,8.954255|3.000000|0.000000,9.309554|7.000000|1.000000,8.663509|7.000000|1.000000,7,0.281637,N/A,5
MOGP_NSGAII,55f85b62-efe9-11f0-b9e8-6e001b3eef54,Boston,74,11,9.450791|3.000000|0.000000,5.242103815078735,3.0,8.954255|3.000000|0.000000,8.931523|5.000000|2.000000,8.488303|5.000000|2.000000,5,0.286026,N/A,5
