MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,0,2518.483887|3.000000|0.000000,2.790919065475464,3.0,2815.197510|3.000000|0.000000,N/A,N/A,0,159248236544.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,1,2379.911865|3.000000|0.000000,2.6601409912109375,3.0,2678.537109|3.000000|0.000000,2230.749023|3.000000|1.000000,2611.909424|3.000000|1.000000,3,82424111104.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,2,2448.464111|3.000000|0.000000,2.735330104827881,3.0,2746.275635|3.000000|0.000000,2210.849121|5.000000|3.000000,2561.280762|5.000000|3.000000,5,68988305408.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,3,2372.388672|3.000000|0.000000,2.7133777141571045,3.0,2671.083252|3.000000|0.000000,2084.770020|3.000000|1.000000,2414.886475|3.000000|1.000000,3,31533895680.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,4,2234.510010|3.000000|0.000000,2.75221586227417,3.0,2533.436279|3.000000|0.000000,2057.824219|3.000000|1.000000,2363.917969|3.000000|1.000000,3,37873455104.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,5,2234.510010|3.000000|0.000000,3.111391067504883,3.0,2533.436279|3.000000|0.000000,2127.372803|3.000000|1.000000,2505.955322|3.000000|1.000000,3,67196477440.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,6,2017.775269|3.000000|0.000000,3.1171419620513916,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,94563385344.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,7,2017.775269|3.000000|0.000000,3.276643991470337,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,3921921024.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,8,2017.775269|3.000000|0.000000,3.4297962188720703,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,1013487424.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,9,2017.775269|3.000000|0.000000,3.588837146759033,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,169498864.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,10,2017.775269|3.000000|0.000000,3.9620983600616455,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,117393801216.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,11,2017.775269|3.000000|0.000000,4.425173044204712,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,104190304256.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,12,2017.775269|3.000000|0.000000,5.10913610458374,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,42122579968.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,13,2017.775269|3.000000|0.000000,5.373388051986694,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,15875947520.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,14,2017.775269|3.000000|0.000000,5.968500852584839,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,35268526080.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,15,2017.775269|3.000000|0.000000,6.178861141204834,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,63385165824.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,16,2017.775269|3.000000|0.000000,6.188030242919922,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,85446737920.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,17,2017.775269|3.000000|0.000000,6.680530309677124,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,59645968384.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,18,2017.775269|3.000000|0.000000,6.011811017990112,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,59403653120.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,19,2017.775269|3.000000|0.000000,5.962414264678955,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,21978118144.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,20,2017.775269|3.000000|0.000000,6.076097011566162,3.0,2228.324707|3.000000|0.000000,1937.973389|7.000000|0.000000,2199.074463|7.000000|0.000000,7,64975851520.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,21,2017.775269|3.000000|0.000000,6.128525018692017,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,46114680832.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,22,2017.775269|3.000000|0.000000,6.430880069732666,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,76634456064.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,23,2017.775269|3.000000|0.000000,6.038563251495361,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,46519984128.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,24,2017.775269|3.000000|0.000000,6.1265809535980225,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,18950301696.000000,N/A,5
MOGP_GENERATIONAL,e6504984-ec3a-11f0-a7da-6e001b3eef54,Toxicity,74,25,2017.775269|3.000000|0.000000,6.073129177093506,3.0,2228.324707|3.000000|0.000000,2017.775269|3.000000|0.000000,2228.324707|3.000000|0.000000,3,50709020672.000000,N/A,5
