MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,0,20.118666|3.000000|0.000000,0.9330399036407471,3.0,19.017836|3.000000|0.000000,19.017836|3.000000|0.000000,3,242212732928.000000,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,1,10.560168|3.000000|0.000000,3.7411131858825684,3.0,10.991525|3.000000|0.000000,8.346377|3.000000|2.000000,3,19505.279297,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,2,10.440992|3.000000|0.000000,3.5694520473480225,3.0,9.774319|3.000000|0.000000,8.346377|3.000000|2.000000,3,1183648.000000,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,3,10.440992|3.000000|0.000000,3.5115649700164795,3.0,9.774319|3.000000|0.000000,8.346377|3.000000|2.000000,3,1187319.000000,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,4,9.301398|3.000000|0.000000,3.551969051361084,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,5.406304,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,5,9.301398|3.000000|0.000000,3.6046459674835205,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,2.975412,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,6,9.301398|3.000000|0.000000,3.675154209136963,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,1.568461,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,7,9.301398|3.000000|0.000000,3.701664924621582,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,1.136218,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,8,9.301398|3.000000|0.000000,3.6714770793914795,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.793558,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,9,9.301398|3.000000|0.000000,3.836491823196411,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.729208,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,10,9.301398|3.000000|0.000000,4.0521080493927,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.556062,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,11,9.301398|3.000000|0.000000,4.5882861614227295,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.532967,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,12,9.301398|3.000000|0.000000,5.656916856765747,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.587662,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,13,9.301398|3.000000|0.000000,5.016348123550415,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.629444,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,14,9.301398|3.000000|0.000000,4.401170969009399,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.631068,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,15,9.301398|3.000000|0.000000,4.34584903717041,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.615722,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,16,9.301398|3.000000|0.000000,4.717952013015747,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.623947,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,17,9.301398|3.000000|0.000000,4.345536947250366,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.577927,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,18,9.301398|3.000000|0.000000,4.240450143814087,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.371659,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,19,9.301398|3.000000|0.000000,4.732387065887451,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.303859,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,20,9.301398|3.000000|0.000000,5.597084999084473,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,21,9.301398|3.000000|0.000000,6.855411767959595,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,22,9.301398|3.000000|0.000000,7.092926025390625,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,23,9.301398|3.000000|0.000000,6.906994342803955,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,24,9.301398|3.000000|0.000000,6.770849943161011,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,25,9.301398|3.000000|0.000000,7.097546815872192,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,26,9.301398|3.000000|0.000000,7.170936107635498,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,27,9.301398|3.000000|0.000000,6.985917091369629,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,28,9.301398|3.000000|0.000000,6.956555604934692,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,29,9.301398|3.000000|0.000000,6.95591402053833,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,30,9.301398|3.000000|0.000000,6.734247207641602,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,31,9.301398|3.000000|0.000000,6.99825382232666,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,32,9.301398|3.000000|0.000000,7.122304916381836,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,33,9.301398|3.000000|0.000000,6.978088140487671,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
MOGP_NSGAII,78226672-e8de-11f0-a6e9-6e001b3eef54,Boston,74,34,9.301398|3.000000|0.000000,6.787269115447998,3.0,9.311450|3.000000|0.000000,8.225410|3.000000|1.000000,3,0.103868,N/A,5
