MOGP_NSGAII,2a2c6f56-eae8-11f0-bd89-6e001b3eef54,Boston,74,0,19.616514|3.000000|0.000000,1.4545037746429443,3.0,20.202663|3.000000|0.000000,N/A,N/A,0,243509788672.000000,N/A,5
MOGP_NSGAII,2a2c6f56-eae8-11f0-bd89-6e001b3eef54,Boston,74,1,9.459682|3.000000|0.000000,6.06490421295166,3.0,9.637659|3.000000|0.000000,9.459682|3.000000|0.000000,9.637659|3.000000|0.000000,3,238847.078125,N/A,5
MOGP_NSGAII,2a2c6f56-eae8-11f0-bd89-6e001b3eef54,Boston,74,2,9.397665|3.000000|0.000000,5.93744683265686,3.0,9.833629|3.000000|0.000000,9.397665|3.000000|0.000000,9.833629|3.000000|0.000000,3,238847.187500,N/A,5
MOGP_NSGAII,2a2c6f56-eae8-11f0-bd89-6e001b3eef54,Boston,74,3,9.233185|3.000000|0.000000,5.894513368606567,3.0,9.468244|3.000000|0.000000,7.772037|3.000000|1.000000,8.352465|3.000000|1.000000,3,4.826333,N/A,5
MOGP_NSGAII,2a2c6f56-eae8-11f0-bd89-6e001b3eef54,Boston,74,4,9.233185|3.000000|0.000000,6.070852279663086,3.0,9.468244|3.000000|0.000000,7.772037|3.000000|1.000000,8.352465|3.000000|1.000000,3,2.353426,N/A,5
MOGP_NSGAII,2a2c6f56-eae8-11f0-bd89-6e001b3eef54,Boston,74,5,9.233185|3.000000|0.000000,6.406080961227417,3.0,9.468244|3.000000|0.000000,7.772037|3.000000|1.000000,8.352465|3.000000|1.000000,3,1.132327,N/A,5
MOGP_NSGAII,2a2c6f56-eae8-11f0-bd89-6e001b3eef54,Boston,74,6,9.233185|3.000000|0.000000,6.720535039901733,3.0,9.468244|3.000000|0.000000,7.772037|3.000000|1.000000,8.352465|3.000000|1.000000,3,0.653771,N/A,5
MOGP_NSGAII,2a2c6f56-eae8-11f0-bd89-6e001b3eef54,Boston,74,7,9.195107|3.000000|0.000000,7.75028395652771,3.0,9.588384|3.000000|0.000000,7.772037|3.000000|1.000000,8.352465|3.000000|1.000000,3,0.362523,N/A,5
MOGP_NSGAII,2a2c6f56-eae8-11f0-bd89-6e001b3eef54,Boston,74,8,9.195107|3.000000|0.000000,9.101963758468628,3.0,9.588384|3.000000|0.000000,7.772037|3.000000|1.000000,8.352465|3.000000|1.000000,3,0.298034,N/A,5
MOGP_NSGAII,2a2c6f56-eae8-11f0-bd89-6e001b3eef54,Boston,74,9,9.195107|3.000000|0.000000,10.10488486289978,3.0,9.588384|3.000000|0.000000,7.772037|3.000000|1.000000,8.352465|3.000000|1.000000,3,0.314150,N/A,5
MOGP_NSGAII,2a2c6f56-eae8-11f0-bd89-6e001b3eef54,Boston,74,10,9.195107|3.000000|0.000000,9.40085506439209,3.0,9.588384|3.000000|0.000000,7.772037|3.000000|1.000000,8.352465|3.000000|1.000000,3,0.347925,N/A,5
MOGP_NSGAII,2a2c6f56-eae8-11f0-bd89-6e001b3eef54,Boston,74,11,9.195107|3.000000|0.000000,8.987451791763306,3.0,9.588384|3.000000|0.000000,7.772037|3.000000|1.000000,8.352465|3.000000|1.000000,3,0.363645,N/A,5
