MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,0,9.389280|3.000000|0.000000,0.9337518215179443,3.0,9.834109|3.000000|0.000000,N/A,N/A,0,244413448192.000000,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,1,9.389280|3.000000|0.000000,3.7113571166992188,3.0,9.834109|3.000000|0.000000,9.389280|3.000000|0.000000,9.834109|3.000000|0.000000,3,3.456953,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,2,9.389280|3.000000|0.000000,3.626314878463745,3.0,9.834109|3.000000|0.000000,7.220054|5.000000|2.000000,6.596188|5.000000|2.000000,5,19504.580078,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,3,9.389280|3.000000|0.000000,3.7726590633392334,3.0,9.834109|3.000000|0.000000,4.601840|3.000000|1.000000,4.416782|3.000000|1.000000,3,86063.992188,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,4,9.389280|3.000000|0.000000,3.733783006668091,3.0,9.834109|3.000000|0.000000,4.601840|3.000000|1.000000,4.416782|3.000000|1.000000,3,3.985681,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,5,9.389280|3.000000|0.000000,3.810516119003296,3.0,9.834109|3.000000|0.000000,4.601840|3.000000|1.000000,4.416782|3.000000|1.000000,3,2.505377,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,6,9.389280|3.000000|0.000000,3.885204792022705,3.0,9.834109|3.000000|0.000000,4.601840|3.000000|1.000000,4.416782|3.000000|1.000000,3,2.374769,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,7,9.389280|3.000000|0.000000,3.999293804168701,3.0,9.834109|3.000000|0.000000,4.601840|3.000000|1.000000,4.416782|3.000000|1.000000,3,2.278718,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,8,9.389280|3.000000|0.000000,4.28606390953064,3.0,9.834109|3.000000|0.000000,4.401781|5.000000|2.000000,4.779023|5.000000|2.000000,5,2.161829,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,9,9.389280|3.000000|0.000000,4.461469888687134,3.0,9.834109|3.000000|0.000000,4.401781|5.000000|2.000000,4.779023|5.000000|2.000000,5,2.324549,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,10,9.389280|3.000000|0.000000,5.353048086166382,3.0,9.834109|3.000000|0.000000,4.401781|5.000000|2.000000,4.779023|5.000000|2.000000,5,2.144568,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,11,9.389280|3.000000|0.000000,7.033956050872803,3.0,9.834109|3.000000|0.000000,4.401781|5.000000|2.000000,4.779023|5.000000|2.000000,5,0.816825,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,12,9.389280|3.000000|0.000000,7.984785795211792,3.0,9.834109|3.000000|0.000000,4.401781|5.000000|2.000000,4.779023|5.000000|2.000000,5,0.816825,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,13,9.389280|3.000000|0.000000,7.435220241546631,3.0,9.834109|3.000000|0.000000,4.401781|5.000000|2.000000,4.779023|5.000000|2.000000,5,0.816825,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,14,9.389280|3.000000|0.000000,7.093262195587158,3.0,9.834109|3.000000|0.000000,4.401781|5.000000|2.000000,4.779023|5.000000|2.000000,5,0.816825,N/A,5
MOGP_NSGAII,727f361e-f194-11f0-9e32-6e001b3eef54,Cooling,74,15,9.389280|3.000000|0.000000,7.887096881866455,3.0,9.834109|3.000000|0.000000,4.401781|5.000000|2.000000,4.779023|5.000000|2.000000,5,0.816825,N/A,5
