MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,0,2428.685303|3.000000,0.9224860668182373,3.0,2072.079102|3.000000,N/A,N/A,0,159541280768.000000,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,1,2428.685303|3.000000,3.334829092025757,3.0,2072.079102|3.000000,2236.322021|13.000000,2001.126953|13.000000,13,70.385841,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,2,2284.246094|3.000000,3.448060989379883,3.0,2152.712646|3.000000,2182.123291|13.000000,1794.364868|13.000000,13,94.118225,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,3,2282.399170|3.000000,3.361985921859741,3.0,2020.416626|3.000000,2182.123291|13.000000,1794.364868|13.000000,13,103.786179,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,4,2282.399170|3.000000,5.300656795501709,3.0,2020.416626|3.000000,2165.744873|13.000000,1806.615479|13.000000,13,100.864563,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,5,2243.476562|3.000000,3.6808290481567383,3.0,1937.737183|3.000000,2165.744873|13.000000,1806.615479|13.000000,13,109.685806,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,6,2243.476562|3.000000,3.6623120307922363,3.0,1937.737183|3.000000,2162.125977|11.000000,1807.986450|11.000000,11,112.909973,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,7,2243.476562|3.000000,3.063413143157959,3.0,1937.737183|3.000000,2123.443848|15.000000,2248.290771|15.000000,15,104.158089,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,8,2243.476562|3.000000,3.067509889602661,3.0,1937.737183|3.000000,2123.443848|15.000000,2248.290771|15.000000,15,75.833801,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,9,2240.186768|3.000000,3.2666990756988525,3.0,2004.753906|3.000000,2080.472656|23.000000,1930.913086|23.000000,23,73.982140,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,10,2240.186768|3.000000,3.265275001525879,3.0,2004.753906|3.000000,2040.115234|15.000000,1903.053833|15.000000,15,74.154968,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,11,2240.186768|3.000000,2.998548984527588,3.0,2004.753906|3.000000,2040.115234|15.000000,1903.053833|15.000000,15,69.354004,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,12,2240.186768|3.000000,3.1191439628601074,3.0,2004.753906|3.000000,2040.115234|15.000000,1903.053833|15.000000,15,71.360275,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,13,2240.186768|3.000000,4.074098825454712,3.0,2004.753906|3.000000,2040.115234|15.000000,1903.053833|15.000000,15,66.806625,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,14,2240.186768|3.000000,3.685650110244751,3.0,2004.753906|3.000000,2040.115234|15.000000,1903.053833|15.000000,15,68.651260,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,15,2240.186768|3.000000,5.174566984176636,3.0,2004.753906|3.000000,2009.912964|9.000000,1863.773560|9.000000,9,74.657257,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,16,2240.186768|3.000000,3.333268880844116,3.0,2004.753906|3.000000,2009.912964|9.000000,1863.773560|9.000000,9,77.981133,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,17,2240.186768|3.000000,3.0033328533172607,3.0,2004.753906|3.000000,2009.912964|9.000000,1863.773560|9.000000,9,83.366531,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,18,2240.186768|3.000000,3.5680418014526367,3.0,2004.753906|3.000000,2009.912964|9.000000,1863.773560|9.000000,9,88.218620,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,19,2240.186768|3.000000,3.3899989128112793,3.0,2004.753906|3.000000,2009.912964|9.000000,1863.773560|9.000000,9,90.754662,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,20,2240.186768|3.000000,3.2311699390411377,3.0,2004.753906|3.000000,2009.912964|9.000000,1863.773560|9.000000,9,90.164345,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,21,2240.186768|3.000000,3.3706531524658203,3.0,2004.753906|3.000000,2009.912964|9.000000,1863.773560|9.000000,9,90.537735,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,22,2240.186768|3.000000,4.656686782836914,3.0,2004.753906|3.000000,2009.912964|9.000000,1863.773560|9.000000,9,88.383553,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,23,2240.186768|3.000000,4.117058992385864,3.0,2004.753906|3.000000,2009.912964|9.000000,1863.773560|9.000000,9,88.917122,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,24,2240.186768|3.000000,4.37111496925354,3.0,2004.753906|3.000000,2009.912964|9.000000,1863.773560|9.000000,9,84.511368,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,25,2240.186768|3.000000,4.233338832855225,3.0,2004.753906|3.000000,2009.912964|9.000000,1863.773560|9.000000,9,77.955475,N/A,5
MOGP_NSGAII,6059165a-f2d7-11f0-adc7-6e001b3eef54,Toxicity,74,26,2240.186768|3.000000,4.554869890213013,3.0,2004.753906|3.000000,2009.912964|9.000000,1863.773560|9.000000,9,48.763836,N/A,5
