MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,0,10.381579|3.000000,1.0643110275268555,3.0,9.411060|3.000000,N/A,N/A,0,243397705728.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,1,10.381579|3.000000,0.02556014060974121,3.0,9.411060|3.000000,10.381579|3.000000,9.411060|3.000000,3,69320220672.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,2,10.307343|3.000000,0.02439427375793457,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,26290984960.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,3,10.307343|3.000000,0.023945093154907227,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,52246339584.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,4,10.307343|3.000000,0.017034053802490234,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,65898962944.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,5,10.307343|3.000000,0.022402048110961914,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,57985413120.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,6,10.307343|3.000000,0.01639103889465332,3.0,9.452528|3.000000,9.362617|5.000000,8.718807|5.000000,5,62953033728.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,7,10.307343|3.000000,0.01577901840209961,3.0,9.452528|3.000000,9.197011|5.000000,8.523029|5.000000,5,62177431552.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,8,10.307343|3.000000,0.022874116897583008,3.0,9.452528|3.000000,9.750780|5.000000,8.675707|5.000000,5,31116681216.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,9,10.307343|3.000000,0.021757841110229492,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,25471877120.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,10,10.307343|3.000000,0.015571117401123047,3.0,9.452528|3.000000,8.113361|7.000000,7.558832|7.000000,7,79784591360.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,11,10.307343|3.000000,0.02183389663696289,3.0,9.452528|3.000000,9.352217|7.000000,8.782649|7.000000,7,86313828352.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,12,10.307343|3.000000,0.016047954559326172,3.0,9.452528|3.000000,8.275216|5.000000,8.430040|5.000000,5,71782965248.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,13,10.307343|3.000000,0.023571014404296875,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,58663350272.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,14,10.307343|3.000000,0.016382932662963867,3.0,9.452528|3.000000,10.296622|7.000000,10.163390|7.000000,7,72484569088.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,15,10.307343|3.000000,0.034271955490112305,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,63196762112.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,16,10.307343|3.000000,0.07538509368896484,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,70899195904.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,17,10.307343|3.000000,0.01577019691467285,3.0,9.452528|3.000000,9.601107|11.000000,8.958891|11.000000,11,97477525504.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,18,10.307343|3.000000,0.025315284729003906,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,76057542656.000000,10.232732|3.000000,5
MOGP_GENERATIONAL,9899b7c2-ebed-11f0-8585-6e001b3eef54,Boston,74,19,10.307343|3.000000,0.02220010757446289,3.0,9.452528|3.000000,10.307343|3.000000,9.452528|3.000000,3,95904137216.000000,10.232732|3.000000,5
