MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,0,2740.102051|3.000000|0.000000,1.7485980987548828,3.0,2291.254150|3.000000|0.000000,N/A,N/A,0,158528045056.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,1,2600.876221|3.000000|0.000000,1.640207052230835,3.0,2155.895264|3.000000|0.000000,2504.664551|3.000000|1.000000,1960.666870|3.000000|1.000000,3,105263693824.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,2,2349.265625|3.000000|0.000000,1.717677116394043,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,124408504320.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,3,2349.265625|3.000000|0.000000,1.6986398696899414,3.0,1924.998901|3.000000|0.000000,2295.048584|3.000000|1.000000,1815.533936|3.000000|1.000000,3,94576885760.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,4,2349.265625|3.000000|0.000000,1.7309989929199219,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,48591060992.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,5,2349.265625|3.000000|0.000000,1.7373991012573242,3.0,1924.998901|3.000000|0.000000,2295.048584|3.000000|1.000000,1815.533936|3.000000|1.000000,3,98014715904.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,6,2349.265625|3.000000|0.000000,1.7380781173706055,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,75720278016.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,7,2349.265625|3.000000|0.000000,1.7987520694732666,3.0,1924.998901|3.000000|0.000000,2238.365723|5.000000|2.000000,1785.224976|5.000000|2.000000,5,48144257024.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,8,2349.265625|3.000000|0.000000,1.8417339324951172,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,70238543872.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,9,2349.265625|3.000000|0.000000,1.9916999340057373,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,37052416000.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,10,2349.265625|3.000000|0.000000,2.250044822692871,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,118152528.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,11,2349.265625|3.000000|0.000000,2.5669898986816406,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,106593910784.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,12,2349.265625|3.000000|0.000000,2.9714441299438477,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,86897410048.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,13,2349.265625|3.000000|0.000000,3.2061381340026855,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,54925754368.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,14,2349.265625|3.000000|0.000000,3.702056884765625,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,51066314752.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,15,2349.265625|3.000000|0.000000,3.8068490028381348,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,20324042752.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,16,2349.265625|3.000000|0.000000,3.649036169052124,3.0,1924.998901|3.000000|0.000000,2327.524170|7.000000|2.000000,1941.453491|7.000000|2.000000,7,72849252352.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,17,2349.265625|3.000000|0.000000,3.7440240383148193,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,65799409664.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,18,2349.265625|3.000000|0.000000,3.707033157348633,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,67067531264.000000,N/A,5
MOGP_GENERATIONAL,ee197d9e-ec6b-11f0-991c-6e001b3eef54,Toxicity,74,19,2349.265625|3.000000|0.000000,3.629082202911377,3.0,1924.998901|3.000000|0.000000,2349.265625|3.000000|0.000000,1924.998901|3.000000|0.000000,3,64022650880.000000,N/A,5
